Rk,Player,G,Cmp,Att,Pct,Yds,Y/A,AY/A,TD,Int,Rate,school,player_link,player_id,season
2,Kevin Olsen,6,87,175,49.7,842,4.8,4.7,6,3,98,charlotte,/cfb/players/kevin-olsen-1,kevin-olsen-1,2016
3,Matt Johnson,10,5,8,62.5,112,14,16.5,1,0,221.4,charlotte,/cfb/players/matt-johnson-10,matt-johnson-10,2016
4,Lee McNeill,2,2,6,33.3,3,0.5,0.5,0,0,37.5,charlotte,/cfb/players/lee-mcneill-1,lee-mcneill-1,2016
1,Hasaan Klugh,11,133,279,47.7,1524,5.5,4.1,10,13,96.1,charlotte,/cfb/players/hasaan-klugh-1,hasaan-klugh-1,2017
2,Brooks Barden,3,13,30,43.3,119,4,1,0,2,63.3,charlotte,/cfb/players/brooks-barden-1,brooks-barden-1,2017
3,Arthur Hart,12,0,1,0,0,0,0,0,0,0,charlotte,/cfb/players/arthur-hart-1,arthur-hart-1,2017
4,Chris Montgomery,12,0,1,0,0,0,-45,0,1,-200,charlotte,/cfb/players/chris-montgomery-3,chris-montgomery-3,2017
5,Joe Thompson,1,0,1,0,0,0,0,0,0,0,charlotte,/cfb/players/joe-thompson-4,joe-thompson-4,2017
1,Chris Reynolds,6,100,154,64.9,1173,7.6,7.8,6,2,139.2,charlotte,/cfb/players/chris-reynolds-1,chris-reynolds-1,2018
2,Evan Shirreffs,5,54,104,51.9,631,6.1,4.7,2,4,101.5,charlotte,/cfb/players/evan-shirreffs-1,evan-shirreffs-1,2018
3,Hasaan Klugh,8,28,43,65.1,362,8.4,7.3,2,2,141.9,charlotte,/cfb/players/hasaan-klugh-1,hasaan-klugh-1,2018
1,Chris Reynolds,13,181,291,62.2,2564,8.8,8.6,22,11,153.6,charlotte,/cfb/players/chris-reynolds-1,chris-reynolds-1,2019
2,Brett Kean,7,13,25,52,157,6.3,2.5,2,3,107.2,charlotte,/cfb/players/brett-kean-1,brett-kean-1,2019
3,Evan Shirreffs,2,0,2,0,0,0,0,0,0,0,charlotte,/cfb/players/evan-shirreffs-1,evan-shirreffs-1,2019
4,Cameron Dollar,12,1,1,100,28,28,28,0,0,335.2,charlotte,/cfb/players/cameron-dollar-1,cameron-dollar-1,2019
1,Chris Reynolds,6,96,175,54.9,1305,7.5,7.9,8,2,130.3,charlotte,/cfb/players/chris-reynolds-1,chris-reynolds-1,2020
2,Dominique Shoffner,4,2,4,50,32,8,18,2,0,282.2,charlotte,/cfb/players/dominique-shoffner-1,dominique-shoffner-1,2020
1,Chris Reynolds,11,216,338,63.9,2680,7.9,8.3,26,9,150.6,charlotte,/cfb/players/chris-reynolds-1,chris-reynolds-1,2021
2,James Foster,5,31,56,55.4,364,6.5,6.1,1,1,112.3,charlotte,/cfb/players/james-foster-1,james-foster-1,2021
1,Chris Reynolds,10,201,316,63.6,2540,8,7.9,22,11,147.1,charlotte,/cfb/players/chris-reynolds-1,chris-reynolds-1,2022
2,Xavier Williams,6,34,67,50.7,420,6.3,5.5,2,2,107.3,charlotte,/cfb/players/xavier-williams-4,xavier-williams-4,2022
3,James Foster,6,12,28,42.9,170,6.1,5.9,2,1,110.3,charlotte,/cfb/players/james-foster-1,james-foster-1,2022
4,Trexler Ivey,1,9,16,56.3,101,6.3,7.6,1,0,129.9,charlotte,/cfb/players/trexler-ivey-1,trexler-ivey-1,2022
5,Bailey Rice,12,1,1,100,21,21,21,0,0,276.4,charlotte,/cfb/players/bailey-rice-1,bailey-rice-1,2022
6,Grant Dubose,12,0,1,0,0,0,0,0,0,0,charlotte,/cfb/players/grant-dubose-1,grant-dubose-1,2022
1,Larry Harp,10,39,116,33.6,581,5,2.1,1,8,64.7,cincinnati,/cfb/players/larry-harp-1,larry-harp-1,1960
2,Lamar Switzer,10,42,100,42,570,5.7,2.7,3,8,83.8,cincinnati,/cfb/players/lamar-switzer-1,lamar-switzer-1,1960
3,Howard Converse,10,2,3,66.7,13,4.3,4.3,0,0,103.1,cincinnati,/cfb/players/howard-converse-1,howard-converse-1,1960
4,Fred Hynoski,10,0,3,0,0,0,-15,0,1,-66.7,cincinnati,/cfb/players/fred-hynoski-1,fred-hynoski-1,1960
5,Doug Rice,10,0,1,0,0,0,0,0,0,0,cincinnati,/cfb/players/doug-rice-1,doug-rice-1,1960
1,Larry Harp,10,40,107,37.4,426,4,1.2,1,7,60.8,cincinnati,/cfb/players/larry-harp-1,larry-harp-1,1961
2,Bruce Vogelgesong,10,12,29,41.4,144,5,1,1,3,73.8,cincinnati,/cfb/players/bruce-vogelgesong-1,bruce-vogelgesong-1,1961
3,Jim Curry,10,1,2,50,9,4.5,4.5,0,0,87.8,cincinnati,/cfb/players/jim-curry-2,jim-curry-2,1961
1,Bruce Vogelgesong,10,41,93,44.1,424,4.6,2.6,2,5,78.7,cincinnati,/cfb/players/bruce-vogelgesong-1,bruce-vogelgesong-1,1962
2,Don Thomas,10,28,58,48.3,406,7,4.9,3,4,110.4,cincinnati,/cfb/players/don-thomas-1,don-thomas-1,1962
3,Larry Harp,10,15,41,36.6,267,6.5,2,2,5,83,cincinnati,/cfb/players/larry-harp-1,larry-harp-1,1962
4,Al Nelson,10,0,1,0,0,0,0,0,0,0,cincinnati,/cfb/players/al-nelson-1,al-nelson-1,1962
5,Joe Davis,10,0,1,0,0,0,0,0,0,0,cincinnati,/cfb/players/joe-davis-3,joe-davis-3,1962
1,Brig Owens,10,67,124,54,974,7.9,6.8,7,6,129,cincinnati,/cfb/players/brig-owens-1,brig-owens-1,1963
2,Roger Walz,10,11,16,68.8,166,10.4,10.1,2,1,184.7,cincinnati,/cfb/players/roger-walz-2,roger-walz-2,1963
3,Bruce Vogelgesong,10,6,13,46.2,34,2.6,0.7,1,1,78.1,cincinnati,/cfb/players/bruce-vogelgesong-1,bruce-vogelgesong-1,1963
4,Errol Prisby,10,0,1,0,0,0,0,0,0,0,cincinnati,/cfb/players/errol-prisby-1,errol-prisby-1,1963
1,Brig Owens,10,54,111,48.6,790,7.1,4.5,6,9,110.1,cincinnati,/cfb/players/brig-owens-1,brig-owens-1,1964
2,Steve Schweitzer,10,1,2,50,7,3.5,3.5,0,0,79.4,cincinnati,/cfb/players/steve-schweitzer-1,steve-schweitzer-1,1964
1,Tony Jackson,10,12,45,26.7,131,2.9,-1.6,1,5,36.2,cincinnati,/cfb/players/tony-jackson-9,tony-jackson-9,1965
2,Mike Flaherty,10,20,41,48.8,304,7.4,1.7,4,7,109.1,cincinnati,/cfb/players/mike-flaherty-1,mike-flaherty-1,1965
3,Steve Schweitzer,10,8,17,47.1,129,7.6,3.5,1,2,106.7,cincinnati,/cfb/players/steve-schweitzer-1,steve-schweitzer-1,1965
1,Tony Jackson,10,63,127,49.6,702,5.5,4.6,1,3,93.9,cincinnati,/cfb/players/tony-jackson-9,tony-jackson-9,1966
2,Greg Cook,10,32,65,49.2,413,6.4,4.2,2,4,100.4,cincinnati,/cfb/players/greg-cook-2,greg-cook-2,1966
3,Mike Flaherty,10,7,15,46.7,73,4.9,3.2,1,1,96.2,cincinnati,/cfb/players/mike-flaherty-1,mike-flaherty-1,1966
4,Steve Schweitzer,10,1,9,11.1,12,1.3,1.3,0,0,22.3,cincinnati,/cfb/players/steve-schweitzer-1,steve-schweitzer-1,1966
1,Greg Cook,9,81,179,45.3,1221,6.8,4.1,7,14,99.8,cincinnati,/cfb/players/greg-cook-2,greg-cook-2,1967
2,Tony Jackson,9,4,11,36.4,31,2.8,2.8,0,0,60,cincinnati,/cfb/players/tony-jackson-9,tony-jackson-9,1967
3,Ray Muche,9,0,5,0,0,0,-9,0,1,-40,cincinnati,/cfb/players/ray-muche-1,ray-muche-1,1967
4,Jim O'Brien,9,1,1,100,6,6,6,0,0,150.4,cincinnati,/cfb/players/jim-obrien-1,jim-obrien-1,1967
1,Greg Cook,10,219,411,53.3,3272,8,7.3,25,17,132,cincinnati,/cfb/players/greg-cook-2,greg-cook-2,1968
2,Jim Ousley,10,7,22,31.8,86,3.9,-6.3,0,5,19.2,cincinnati,/cfb/players/jim-ousley-1,jim-ousley-1,1968
1,Albert Johnson,10,50,123,40.7,937,7.6,7.8,8,3,121.2,cincinnati,/cfb/players/albert-johnson-2,albert-johnson-2,1969
2,Jim Ousley,10,40,83,48.2,586,7.1,4.2,4,7,106.5,cincinnati,/cfb/players/jim-ousley-1,jim-ousley-1,1969
3,Ty Albert,10,7,11,63.6,147,13.4,7,1,2,169.5,cincinnati,/cfb/players/ty-albert-1,ty-albert-1,1969
4,Steve Cowan,10,0,3,0,0,0,0,0,0,0,cincinnati,/cfb/players/steve-cowan-2,steve-cowan-2,1969
1,Albert Johnson,11,39,130,30,516,4,0.7,1,10,50.5,cincinnati,/cfb/players/albert-johnson-2,albert-johnson-2,1970
2,Dave Brickler,11,3,9,33.3,29,3.2,3.2,0,0,60.4,cincinnati,/cfb/players/dave-brickler-1,dave-brickler-1,1970
3,Bill Carter,11,1,6,16.7,41,6.8,-8.2,0,2,7.4,cincinnati,/cfb/players/bill-carter-1,bill-carter-1,1970
4,Steve Cowan,11,1,2,50,38,19,-3.5,0,1,109.6,cincinnati,/cfb/players/steve-cowan-2,steve-cowan-2,1970
1,Albert Johnson,11,30,101,29.7,434,4.3,1.6,2,7,58.5,cincinnati,/cfb/players/albert-johnson-2,albert-johnson-2,1971
2,Kas Oganowski,11,13,32,40.6,178,5.6,4.6,3,2,105.8,cincinnati,/cfb/players/kas-oganowski-1,kas-oganowski-1,1971
1,Mike Shoemaker,11,70,175,40,787,4.5,1.5,5,14,71.2,cincinnati,/cfb/players/mike-shoemaker-2,mike-shoemaker-2,1972
2,Kas Oganowski,11,17,46,37,171,3.7,-0.7,1,5,53.6,cincinnati,/cfb/players/kas-oganowski-1,kas-oganowski-1,1972
3,John Schlosser,11,12,23,52.2,72,3.1,-1.9,1,3,66.7,cincinnati,/cfb/players/john-schlosser-1,john-schlosser-1,1972
4,Reggie Harrison,11,0,1,0,0,0,0,0,0,0,cincinnati,/cfb/players/reggie-harrison-1,reggie-harrison-1,1972
1,Henry Miller,11,32,102,31.4,444,4.4,1.9,3,7,63.9,cincinnati,/cfb/players/henry-miller-4,henry-miller-4,1973
2,Mike Campbell,11,41,83,49.4,538,6.5,4.6,1,4,98.2,cincinnati,/cfb/players/mike-campbell-2,mike-campbell-2,1973
3,Mike Shoemaker,11,12,24,50,105,4.4,-3.1,0,4,53.4,cincinnati,/cfb/players/mike-shoemaker-2,mike-shoemaker-2,1973
1,Henry Miller,11,61,140,43.6,796,5.7,3,6,11,89.8,cincinnati,/cfb/players/henry-miller-4,henry-miller-4,1974
2,Mike Campbell,11,12,32,37.5,186,5.8,0.2,0,4,61.3,cincinnati,/cfb/players/mike-campbell-2,mike-campbell-2,1974
3,Tom Liggins,11,0,3,0,0,0,0,0,0,0,cincinnati,/cfb/players/tom-liggins-1,tom-liggins-1,1974
4,Ron Hayes,11,0,1,0,0,0,0,0,0,0,cincinnati,/cfb/players/ron-hayes-1,ron-hayes-1,1974
1,Henry Miller,11,73,150,48.7,886,5.9,3.9,3,8,94.2,cincinnati,/cfb/players/henry-miller-4,henry-miller-4,1975
2,John Chase,11,7,19,36.8,115,6.1,3.7,0,1,77.2,cincinnati,/cfb/players/john-chase-1,john-chase-1,1975
1,Henry Miller,11,31,92,33.7,438,4.8,4.4,3,2,80.1,cincinnati,/cfb/players/henry-miller-4,henry-miller-4,1976
2,Art Bailey,11,36,77,46.8,491,6.4,3,5,8,101,cincinnati,/cfb/players/art-bailey-1,art-bailey-1,1976
3,Mark Allen,11,1,1,100,5,5,5,0,0,142,cincinnati,/cfb/players/mark-allen-2,mark-allen-2,1976
1,Art Bailey,11,33,77,42.9,524,6.8,1.4,4,11,88.6,cincinnati,/cfb/players/art-bailey-1,art-bailey-1,1977
2,Tony Kapetanis,11,26,70,37.1,392,5.6,0.7,3,9,72.6,cincinnati,/cfb/players/tony-kapetanis-1,tony-kapetanis-1,1977
3,John Butz,11,5,14,35.7,81,5.8,5.8,0,0,84.3,cincinnati,/cfb/players/john-butz-1,john-butz-1,1977
4,Bob Massong,11,0,1,0,0,0,0,0,0,0,cincinnati,/cfb/players/bob-massong-1,bob-massong-1,1977
1,Tim Morris,11,64,139,46,839,6,4.6,8,8,104.2,cincinnati,/cfb/players/tim-morris-1,tim-morris-1,1978
2,Tony Kapetanis,11,56,120,46.7,699,5.8,2,4,12,86.6,cincinnati,/cfb/players/tony-kapetanis-1,tony-kapetanis-1,1978
3,Keith Horne,11,0,1,0,0,0,0,0,0,0,cincinnati,/cfb/players/keith-horne-1,keith-horne-1,1978
1,Tony Kapetanis,11,99,224,44.2,1414,6.3,4,3,13,90,cincinnati,/cfb/players/tony-kapetanis-1,tony-kapetanis-1,1979
2,Danny Barrett,11,8,27,29.6,111,4.1,0.6,2,3,66.4,cincinnati,/cfb/players/danny-barrett-1,danny-barrett-1,1979
1,Danny Barrett,11,73,130,56.2,888,6.8,2.8,3,13,101.1,cincinnati,/cfb/players/danny-barrett-1,danny-barrett-1,1980
2,Scott Moeschl,11,26,56,46.4,282,5,1.4,1,5,76.8,cincinnati,/cfb/players/scott-moeschl-1,scott-moeschl-1,1980
3,John Meinerding,11,18,33,54.5,175,5.3,2.6,0,2,87,cincinnati,/cfb/players/john-meinerding-1,john-meinerding-1,1980
1,Danny Barrett,11,92,177,52,1186,6.7,5,5,9,107.4,cincinnati,/cfb/players/danny-barrett-1,danny-barrett-1,1981
2,Shawn Morton,11,4,11,36.4,14,1.3,-11,0,3,-7.5,cincinnati,/cfb/players/shawn-morton-1,shawn-morton-1,1981
3,James Owens,11,1,1,100,5,5,5,0,0,142,cincinnati,/cfb/players/james-owens-3,james-owens-3,1981
4,Phil Peckich,11,0,1,0,0,0,0,0,0,0,cincinnati,/cfb/players/phil-peckich-1,phil-peckich-1,1981
1,Danny Barrett,11,179,324,55.2,2222,6.9,6.2,17,12,122.8,cincinnati,/cfb/players/danny-barrett-1,danny-barrett-1,1982
2,John Meinerding,11,5,11,45.5,69,6.3,4,1,1,110,cincinnati,/cfb/players/john-meinerding-1,john-meinerding-1,1982
1,Troy Bodine,11,127,209,60.8,1643,7.9,7.4,13,8,139.7,cincinnati,/cfb/players/troy-bodine-1,troy-bodine-1,1983
2,Mike Willging,11,65,132,49.2,701,5.3,2.7,1,8,84.2,cincinnati,/cfb/players/mike-willging-1,mike-willging-1,1983
3,Doug Rutan,11,21,43,48.8,221,5.1,4,2,2,98.1,cincinnati,/cfb/players/doug-rutan-1,doug-rutan-1,1983
1,Troy Bodine,11,171,350,48.9,2056,5.9,4.2,15,20,100.9,cincinnati,/cfb/players/troy-bodine-1,troy-bodine-1,1984
2,Danny McCoin,11,34,61,55.7,381,6.2,5.1,1,2,107.1,cincinnati,/cfb/players/danny-mccoin-1,danny-mccoin-1,1984
3,Shaun Burdick,11,0,1,0,0,0,0,0,0,0,cincinnati,/cfb/players/shaun-burdick-1,shaun-burdick-1,1984
1,Danny McCoin,11,115,201,57.2,1576,7.8,7.9,12,5,137.8,cincinnati,/cfb/players/danny-mccoin-1,danny-mccoin-1,1985
2,Billy Davis,11,46,96,47.9,515,5.4,3,0,5,82.6,cincinnati,/cfb/players/billy-davis-2,billy-davis-2,1985
3,Al McKinney,11,0,2,0,0,0,-22.5,0,1,-100,cincinnati,/cfb/players/al-mckinney-1,al-mckinney-1,1985
4,Jason Stargel,11,0,1,0,0,0,0,0,0,0,cincinnati,/cfb/players/jason-stargel-1,jason-stargel-1,1985
1,Danny McCoin,11,237,369,64.2,2831,7.7,7,13,11,134.3,cincinnati,/cfb/players/danny-mccoin-1,danny-mccoin-1,1986
2,Billy Davis,11,0,4,0,0,0,-11.3,0,1,-50,cincinnati,/cfb/players/billy-davis-2,billy-davis-2,1986
3,Dan O'Brien,11,0,1,0,0,0,0,0,0,0,cincinnati,/cfb/players/dan-obrien-2,dan-obrien-2,1986
1,Danny McCoin,11,158,268,59,2013,7.5,7.1,13,8,132.1,cincinnati,/cfb/players/danny-mccoin-1,danny-mccoin-1,1987
2,Glenn Farkas,11,20,37,54.1,209,5.6,5.5,2,1,113.9,cincinnati,/cfb/players/glenn-farkas-1,glenn-farkas-1,1987
3,Dan O'Brien,11,6,11,54.5,41,3.7,3.7,0,0,85.9,cincinnati,/cfb/players/dan-obrien-2,dan-obrien-2,1987
4,Billy Davis,11,0,2,0,0,0,-22.5,0,1,-100,cincinnati,/cfb/players/billy-davis-2,billy-davis-2,1987
5,Gary Overgaauw,11,1,1,100,20,20,20,0,0,268,cincinnati,/cfb/players/gary-overgaauw-1,gary-overgaauw-1,1987
1,Glenn Farkas,11,114,204,55.9,1279,6.3,5.5,8,7,114.6,cincinnati,/cfb/players/glenn-farkas-1,glenn-farkas-1,1988
2,Don Hoog,11,61,114,53.5,628,5.5,3.8,4,6,100.8,cincinnati,/cfb/players/don-hoog-1,don-hoog-1,1988
3,Carl Johnson,11,1,6,16.7,13,2.2,2.2,0,0,34.9,cincinnati,/cfb/players/carl-johnson-1,carl-johnson-1,1988
1,Glenn Farkas,11,84,163,51.5,982,6,3.2,4,12,95.5,cincinnati,/cfb/players/glenn-farkas-1,glenn-farkas-1,1989
2,Don Hoog,11,45,84,53.6,502,6,3.3,0,5,91.9,cincinnati,/cfb/players/don-hoog-1,don-hoog-1,1989
3,Brian Schipani,11,9,15,60,78,5.2,2.2,0,1,90.3,cincinnati,/cfb/players/brian-schipani-1,brian-schipani-1,1989
4,Carl Johnson,11,0,2,0,0,0,-22.5,0,1,-100,cincinnati,/cfb/players/carl-johnson-1,carl-johnson-1,1989
5,Kameron Williams,11,0,2,0,0,0,-22.5,0,1,-100,cincinnati,/cfb/players/kameron-williams-1,kameron-williams-1,1989
1,Paul Anderson,11,123,238,51.7,1453,6.1,4.1,8,14,102.3,cincinnati,/cfb/players/paul-anderson-2,paul-anderson-2,1990
2,Jeff Stofa,11,33,71,46.5,312,4.4,0.9,1,6,71.1,cincinnati,/cfb/players/jeff-stofa-1,jeff-stofa-1,1990
1,Lance Harp,11,107,204,52.5,1443,7.1,5.6,7,10,113.4,cincinnati,/cfb/players/lance-harp-1,lance-harp-1,1991
2,Paul Anderson,11,47,91,51.6,557,6.1,2.7,0,7,87.7,cincinnati,/cfb/players/paul-anderson-2,paul-anderson-2,1991
3,Jeff Stofa,11,10,23,43.5,50,2.2,0.2,0,1,53,cincinnati,/cfb/players/jeff-stofa-1,jeff-stofa-1,1991
1,Lance Harp,11,151,292,51.7,1785,6.1,4.1,7,16,100,cincinnati,/cfb/players/lance-harp-1,lance-harp-1,1992
2,Paul Anderson,11,9,24,37.5,112,4.7,3.6,1,1,82.1,cincinnati,/cfb/players/paul-anderson-2,paul-anderson-2,1992
3,Craedel Kimbrough,11,1,1,100,30,30,30,0,0,352,cincinnati,/cfb/players/craedel-kimbrough-1,craedel-kimbrough-1,1992
1,Lance Harp,11,139,292,47.6,1575,5.4,4.9,9,7,98.3,cincinnati,/cfb/players/lance-harp-1,lance-harp-1,1993
2,Eric Vibberts,7,8,17,47.1,61,3.6,3.6,0,0,77.2,cincinnati,/cfb/players/eric-vibberts-1,eric-vibberts-1,1993
3,Sean Stewart,11,0,1,0,0,0,0,0,0,0,cincinnati,/cfb/players/sean-stewart-1,sean-stewart-1,1993
1,Eric Vibberts,11,114,182,62.6,1335,7.3,6,6,8,126.3,cincinnati,/cfb/players/eric-vibberts-1,eric-vibberts-1,1994
2,Todd Preston,11,52,96,54.2,538,5.6,2.7,2,7,93.5,cincinnati,/cfb/players/todd-preston-1,todd-preston-1,1994
3,Brent Petrus,11,8,11,72.7,64,5.8,7.6,1,0,151.6,cincinnati,/cfb/players/brent-petrus-1,brent-petrus-1,1994
1,Eric Vibberts,11,136,264,51.5,1851,7,4.5,10,19,108.5,cincinnati,/cfb/players/eric-vibberts-1,eric-vibberts-1,1995
2,Chad Plummer,11,25,47,53.2,459,9.8,8.7,2,2,140.8,cincinnati,/cfb/players/chad-plummer-1,chad-plummer-1,1995
3,Brent Petrus,11,3,6,50,18,3,3,0,0,75.2,cincinnati,/cfb/players/brent-petrus-1,brent-petrus-1,1995
4,Robert Tate,11,1,1,100,4,4,4,0,0,133.6,cincinnati,/cfb/players/robert-tate-1,robert-tate-1,1995
5,Steve Smith,11,0,1,0,0,0,0,0,0,0,cincinnati,/cfb/players/steve-smith-16,steve-smith-16,1995
1,Chad Plummer,11,102,198,51.5,1335,6.7,5.6,7,8,111.7,cincinnati,/cfb/players/chad-plummer-1,chad-plummer-1,1996
2,Brent Petrus,11,9,24,37.5,220,9.2,11.7,3,0,155.8,cincinnati,/cfb/players/brent-petrus-1,brent-petrus-1,1996
3,Jon Elder,2,1,1,100,9,9,9,0,0,175.6,cincinnati,/cfb/players/jon-elder-1,jon-elder-1,1996
4,Steve Smith,11,0,1,0,0,0,0,0,0,0,cincinnati,/cfb/players/steve-smith-16,steve-smith-16,1996
1,Chad Plummer,12,87,190,45.8,1176,6.2,4.5,6,10,97.7,cincinnati,/cfb/players/chad-plummer-1,chad-plummer-1,1997
2,Deontey Kenner,12,5,8,62.5,84,10.5,1.8,1,2,142,cincinnati,/cfb/players/deontey-kenner-1,deontey-kenner-1,1997
1,Deontey Kenner,10,148,270,54.8,2047,7.6,5.9,6,13,116.2,cincinnati,/cfb/players/deontey-kenner-1,deontey-kenner-1,1998
2,David Bertucci,11,28,59,47.5,356,6,3.3,1,4,90.2,cincinnati,/cfb/players/david-bertucci-1,david-bertucci-1,1998
3,Chad Plummer,11,21,37,56.8,276,7.5,4.8,4,4,133.5,cincinnati,/cfb/players/chad-plummer-1,chad-plummer-1,1998
4,Robert Cooper,11,1,1,100,8,8,8,0,0,167.2,cincinnati,/cfb/players/robert-cooper-1,robert-cooper-1,1998
1,Deontey Kenner,10,208,379,54.9,2430,6.4,5.4,14,15,113,cincinnati,/cfb/players/deontey-kenner-1,deontey-kenner-1,1999
2,David Bertucci,3,28,64,43.8,344,5.4,3.9,2,3,89.8,cincinnati,/cfb/players/david-bertucci-1,david-bertucci-1,1999
1,Deontey Kenner,10,156,304,51.3,1906,6.3,5.6,10,9,108.9,cincinnati,/cfb/players/deontey-kenner-1,deontey-kenner-1,2000
2,Adam Hoover,5,53,103,51.5,665,6.5,4.4,3,6,103.7,cincinnati,/cfb/players/adam-hoover-1,adam-hoover-1,2000
1,Gino Guidugli,10,185,317,58.4,2573,8.1,7.8,16,9,137.5,cincinnati,/cfb/players/gino-guidugli-1,gino-guidugli-1,2001
2,Adam Hoover,2,22,38,57.9,242,6.4,3.9,2,3,113,cincinnati,/cfb/players/adam-hoover-1,adam-hoover-1,2001
3,George Murray,6,8,14,57.1,130,9.3,10.7,1,0,158.7,cincinnati,/cfb/players/george-murray-1,george-murray-1,2001
4,Nathan Wize,11,1,1,100,23,23,23,0,0,293.2,cincinnati,/cfb/players/nathan-wize-1,nathan-wize-1,2001
5,Ladaris Vann,11,0,1,0,0,0,0,0,0,0,cincinnati,/cfb/players/ladaris-vann-1,ladaris-vann-1,2001
1,Gino Guidugli,14,258,472,54.7,3543,7.5,6.4,22,21,124.2,cincinnati,/cfb/players/gino-guidugli-1,gino-guidugli-1,2002
2,George Murray,14,5,10,50,57,5.7,1.2,0,1,77.9,cincinnati,/cfb/players/george-murray-1,george-murray-1,2002
3,Ladaris Vann,14,1,1,100,49,49,49,0,0,511.6,cincinnati,/cfb/players/ladaris-vann-1,ladaris-vann-1,2002
1,Gino Guidugli,12,227,425,53.4,2704,6.4,6,14,10,113,cincinnati,/cfb/players/gino-guidugli-1,gino-guidugli-1,2003
2,George Murray,12,3,7,42.9,30,4.3,4.3,0,0,78.9,cincinnati,/cfb/players/george-murray-1,george-murray-1,2003
3,Collin Carey,11,1,3,33.3,7,2.3,2.3,0,0,52.9,cincinnati,/cfb/players/collin-carey-1,collin-carey-1,2003
1,Gino Guidugli,11,210,342,61.4,2633,7.7,8.2,26,8,146.5,cincinnati,/cfb/players/gino-guidugli-1,gino-guidugli-1,2004
2,Collin Carey,12,4,15,26.7,18,1.2,-4.8,0,2,10.1,cincinnati,/cfb/players/collin-carey-1,collin-carey-1,2004
3,George Murray,12,4,15,26.7,15,1,-2,0,1,21.7,cincinnati,/cfb/players/george-murray-1,george-murray-1,2004
4,Mike Daniels,12,0,2,0,0,0,-22.5,0,1,-100,cincinnati,/cfb/players/mike-daniels-1,mike-daniels-1,2004
1,Dustin Grutza,11,168,300,56,1799,6,5.1,11,11,111.1,cincinnati,/cfb/players/dustin-grutza-1,dustin-grutza-1,2005
2,Nick Davila,5,26,45,57.8,344,7.6,7.4,4,2,142.4,cincinnati,/cfb/players/nick-davila-1,nick-davila-1,2005
3,Dominick Goodman,9,1,1,100,32,32,32,0,0,368.8,cincinnati,/cfb/players/dominick-goodman-1,dominick-goodman-1,2005
4,Earnest Jackson,10,1,1,100,15,15,15,0,0,226,cincinnati,/cfb/players/earnest-jackson-1,earnest-jackson-1,2005
5,Chet Ervin,10,1,1,100,9,9,9,0,0,175.6,cincinnati,/cfb/players/chet-ervin-1,chet-ervin-1,2005
1,Dustin Grutza,12,137,225,60.9,1632,7.3,5.5,9,13,123.5,cincinnati,/cfb/players/dustin-grutza-1,dustin-grutza-1,2006
2,Nick Davila,7,70,118,59.3,1057,9,9.2,8,3,151.9,cincinnati,/cfb/players/nick-davila-1,nick-davila-1,2006
3,Bill Poland,12,0,1,0,0,0,-45,0,1,-200,cincinnati,/cfb/players/bill-poland-1,bill-poland-1,2006
1,Ben Mauk,12,235,386,60.9,3121,8.1,8.6,31,9,150.6,cincinnati,/cfb/players/ben-mauk-1,ben-mauk-1,2007
2,Dustin Grutza,2,39,55,70.9,432,7.9,9.3,4,0,160.9,cincinnati,/cfb/players/dustin-grutza-1,dustin-grutza-1,2007
3,Tony Pike,5,11,20,55,91,4.6,-1.2,1,3,79.7,cincinnati,/cfb/players/tony-pike-1,tony-pike-1,2007
4,Marcus Barnett,13,1,1,100,76,76,76,0,0,738.4,cincinnati,/cfb/players/marcus-barnett-1,marcus-barnett-1,2007
1,Tony Pike,12,199,324,61.4,2407,7.4,7.1,19,11,136.4,cincinnati,/cfb/players/tony-pike-1,tony-pike-1,2008
2,Chazz Anderson,3,46,75,61.3,520,6.9,5.7,2,3,120.4,cincinnati,/cfb/players/chazz-anderson-1,chazz-anderson-1,2008
3,Dustin Grutza,5,44,66,66.7,613,9.3,10.1,5,1,166.7,cincinnati,/cfb/players/dustin-grutza-1,dustin-grutza-1,2008
4,Zach Collaros,8,1,4,25,2,0.5,0.5,0,0,29.2,cincinnati,/cfb/players/zach-collaros-1,zach-collaros-1,2008
5,Kevin Huber,14,0,1,0,0,0,0,0,0,0,cincinnati,/cfb/players/kevin-huber-1,kevin-huber-1,2008
6,Marcus Barnett,14,0,1,0,0,0,0,0,0,0,cincinnati,/cfb/players/marcus-barnett-1,marcus-barnett-1,2008
1,Tony Pike,10,211,338,62.4,2520,7.5,8.4,29,6,149.8,cincinnati,/cfb/players/tony-pike-1,tony-pike-1,2009
2,Zach Collaros,12,93,124,75,1434,11.6,12.5,10,2,195.5,cincinnati,/cfb/players/zach-collaros-1,zach-collaros-1,2009
3,Chazz Anderson,4,5,6,83.3,33,5.5,5.5,0,0,129.5,cincinnati,/cfb/players/chazz-anderson-1,chazz-anderson-1,2009
4,Brendon Kay,2,2,2,100,27,13.5,13.5,0,0,213.4,cincinnati,/cfb/players/brendon-kay-1,brendon-kay-1,2009
1,Zach Collaros,11,225,383,58.7,2902,7.6,7.3,26,14,137.5,cincinnati,/cfb/players/zach-collaros-1,zach-collaros-1,2010
2,Chazz Anderson,7,23,45,51.1,206,4.6,4,1,1,92.5,cincinnati,/cfb/players/chazz-anderson-1,chazz-anderson-1,2010
