cfbref_id,pfr_id,av,season,pick,age,height_inches,weight,forty,vertical,broad_jump,shuttle,bench,cone,g,att,rush_att,srs,sos,off_plus,yards_plus,cmp_plus,td_plus,int_plus,rush_yards_plus,rush_tds_plus,predicted_av
luke-mccown-1,McCoLu00, 6.000000,2004,106,23,75,208,4.710000,37.50000,125.0000,4.210000,17.02411,6.740000,43,1775,274, -6.82534884,-2.94511628,105.64774,  206.545988, 75.65412873,  2.72113355,  0.81987206,-1052.929791, -1.535534545,10.7183863
marc-bulger-1,BulgMa00,30.000000,2000,168,23,75,215,4.970000,27.52299,100.0000,4.340000,17.67554,7.460000,38,1023,107,  5.32631579, 0.23368421,114.77450,  838.271049, 74.70179880,  9.84697411, -2.83737764, -750.121850, -2.236277777, 1.9402380
marcus-mariota-1,MariMa01,48.000000,2015,  2,21,76,215,4.520000,36.00000,121.0000,4.110000,17.67554,6.870000,41,1167,337, 22.30243902, 5.08146341,160.40866, 2329.747615, 81.76841185, 44.30783189,-19.18488505,  694.198441, 13.315677961,55.8372033
mark-brunell-1,BrunMa00,40.000000,1993,118,22,73,217,4.700000,30.50000,112.0000,4.190000,17.86166,7.008058,33, 498,190, 21.25060606, 7.00848485,144.09626,  -28.331955, -6.96737453,  2.03872753, -5.12876546,  -71.338468, 11.804872844,14.8192719
mark-sanchez-1,SancMa00,28.000000,2009,  5,22,74,225,4.930000,32.50000,116.0000,4.210000,18.60615,7.060000,27, 487, 70, 20.59555556, 4.89703704,129.16734,  556.335346, 25.04287558, 16.66636641,  0.52086701, -269.557228,  0.903545414,18.0497345
mark-vlasic-1,VlasMa00, 3.000000,1987, 88,23,75,205,4.547714,35.27075,119.0191,4.226144,16.74492,7.055430,47, 236, 36, 12.32170213, 2.82978723,142.53113,  320.654188,  7.10620172,  4.40467441, -5.96117221, -269.439462, -0.256445713, 4.6786889
marques-tuiasosopo-1,TuiaMa00, 1.000000,2001, 59,22,73,220,4.710000,35.50000,115.0000,4.350000,18.14084,7.360000,42, 761,346, 10.98666667, 6.38333333,115.79484,  188.736317,  4.22677138, -4.19640055,  0.74093480,    3.047782,  6.020558965,19.9745288
mason-rudolph-1,RudoMa00, 5.000000,2018, 76,23,77,235,4.900000,26.00000,102.4116,4.456410,19.53676,7.357221,42,1447,225, 10.21547619, 2.19619048,137.23741, 2972.345975, 59.42186310, 15.50237681,-14.10242291,-1020.089188,  6.408396445,14.9335926
matt-barkley-1,BarkMa00, 2.000000,2013, 98,22,75,227,4.910000,34.01456,116.7687,4.462946,18.79227,7.365788,47,1562,132, 10.84914894, 4.88425532,112.03640, 1034.450651, 62.97369342, 35.45920282,  2.06332752, -698.557796,  0.003544619,28.5130063
matt-blundin-1,BlunMa00, 0.000000,1992, 40,23,75,233,4.990000,25.50000,103.0000,4.530000,19.35064,7.453670,25, 304, 48, 10.68480000, 2.36080000,128.64692,  425.493912, 16.01176206,  9.74923859, -5.96289770, -235.226583,  1.193825926, 5.1627690
matt-corral-1,CorrMa00, 0.000000,2022, 94,23,74,212,4.585748,34.77989,118.1397,4.251004,17.39635,7.088012,37, 912,334,  7.10621622, 4.97594595,116.32050, 1431.935145, 54.64898576,  6.99335315, -0.58883973, -170.800614,  2.608326268,13.0099838
matt-flynn-1,FlynMa00, 3.000000,2008,209,23,74,228,4.790000,28.00000,109.0000,4.340000,18.88533,7.210000,41, 437,128, 16.00097561, 4.36975610,124.98470,   44.338493,-12.49128650,  9.42394011, -1.04950988, -202.731944, -0.478461759, 7.0734142
matt-hasselbeck-1,HassMa00,18.000000,1998,187,22,76,223,4.645515,34.33412,117.3412,4.290070,18.42003,7.139212,37, 701,173, -1.41594595, 2.80675676, 81.12978, -406.040299, 12.11417605,-11.32594850,  0.66234787, -880.808362, -2.955863215,13.9671322
matt-leinart-1,LeinMa00,12.000000,2006, 10,23,77,225,4.900000,34.31108,117.2999,4.456410,18.60615,7.357221,39,1245,132, 24.59000000, 6.20666667,161.28574, 1875.451559, 93.23091170, 38.99582314,-17.96935213, -617.174192,  3.539378665,23.7423623
matt-mauck-1,MaucMa00, 1.000000,2004,225,25,73,213,4.790000,34.63163,117.8742,4.384510,17.48941,7.262988,23, 529,149, 16.73869565, 3.72478261,116.92059,   72.149742, 11.07006739, 11.56916385,  0.20509551, -268.399880, -1.283012851, 4.6939565
matt-ryan-1,RyanMa00,73.000000,2008,  3,23,76,217,4.890000,34.67672,117.9549,4.510000,17.86166,7.400000,43,1347,168,  9.60651163, 1.23093023,100.53047, -152.951033, 16.74284075,-10.31444356, -7.05791279, -645.791495,  3.969190373,10.9153652
matt-schaub-1,SchaMa00,22.000000,2004, 90,23,77,235,5.040000,30.50000,110.0000,4.620000,19.53676,7.650000,40,1069,132,  5.23575000, 4.07800000, 95.03086,  -48.930995,116.50505232,  4.58917210,-10.46256180, -483.758846, -0.602699779,18.1140067
matthew-stafford-1,StafMa00,47.000000,2009,  1,21,74,230,4.810000,30.50000,107.0000,4.470000,19.07145,7.060000,39, 987,141, 13.00333333, 4.64333333,112.17515,  802.032172,-18.15570217,  1.89759594,  1.06844335, -386.504965, -0.035244667,25.1593721
michael-bishop-1,BishMi00, 0.000000,1999,227,23,74,215,4.850000,33.00000,113.0000,4.620000,17.67554,7.571626,23, 480,324, 16.97434783, 1.45347826,160.31138,  937.318607,-16.20661389, 12.68276431, -4.20976412,   30.905343, 10.242495705, 6.7066465
michael-vick-1,VickMi00,53.000000,2001,  1,21,72,215,4.330000,34.42627,117.5063,4.083838,17.67554,6.868921,22, 343,235, 19.00545455, 2.35818182,156.03598,  920.785620,  5.30090449,  5.29232242, -1.30814041,  368.171597,  7.453442699,32.9439890
mike-cherry-1,CherMi00, 0.000000,1997,171,23,75,226,5.110000,28.50000,105.0000,4.380000,18.69921,7.257077,10,  40,  9,  2.42200000, 3.89300000, 73.45546,  -39.979365, -1.00439514, -0.86288031,  1.45732198,  -45.259578, -0.343179691, 9.6753068
mike-elkins-1,ElkiMi00, 0.000000,1989, 32,23,75,221,5.020000,29.50000, 97.0000,4.500000,18.23390,7.414351,37,1109,131,  1.02837838,-0.44378378,101.65993, -313.102419, 17.95450582, -1.47446229, -1.58501409, -654.078795, -1.904751178, 3.8929434
mike-glennon-1,GlenMi00,13.000000,2013, 73,23,79,225,4.940000,26.50000,102.0000,4.520000,18.60615,7.490000,36,1069,111,  2.16583333,-0.28722222,102.60299, -349.141625, -0.08930601,  7.10633454,  1.02299715, -776.034670, -2.051330592, 8.7550469
mike-kafka-1,KafkMi00, 0.000000,2010,122,23,75,216,4.930000,32.00000,110.0000,4.370000,17.76860,6.960000,30, 637,268, -0.60866667,-1.04066667, 89.44069, -297.711350, 31.32104416,-12.24742532,  0.22677507, -271.431373, -0.783293519, 9.0418086
mike-mcmahon-1,McMaMi00, 6.000000,2001,149,22,74,215,4.570000,37.50000,124.0000,4.120000,17.67554,7.120000,35, 974,214,-12.80085714, 0.29342857, 71.51040, -268.212163,-46.62067023, -4.78475046, 17.21265639, -663.567804, -0.610852079, 3.8255568
mike-white-6,WhitMi01, 5.000000,2018,171,23,77,224,5.090000,27.00000, 96.0000,4.400000,18.51309,7.400000,44,1393,136, -5.05931818,-4.86818182, 96.07285, 1026.294281, 37.25560825,  0.57521010, -7.69420743,-1099.908645, -0.374789637, 1.6493686
mitch-trubisky-1,TrubMi00,35.000000,2017,  2,23,74,222,4.670000,27.50000,116.0000,4.250000,18.32696,6.870000,31, 572,120,  7.19612903, 2.31258065,118.71053,  546.914763, 47.95566606, 10.41785742, -5.78669792, -124.922219,  2.263272871,13.8746692
moses-moreno-1,MoreMo00, 1.000000,1998,232,23,73,205,4.547714,35.08843,118.6925,4.226144,16.74492,7.055430,37, 787,169,  6.17864865,-2.02891892,128.06244, 1147.256729, 31.79254848, 11.87131814, -0.65963308, -925.187394, -2.787214934, 7.8366830
nate-sudfeld-1,SudfNa00, 1.000000,2016,187,22,78,234,5.020000,29.00000,105.0000,4.534846,19.44370,7.460021,38, 983,135,  0.10763158, 2.60473684,116.21078,  721.190172,  9.29821477,  9.78260843, -8.12686261, -489.286109,  1.711657463, 9.2005502
nathan-enderle-1,EndeNa00, 0.000000,2011,160,23,76,240,5.120000,25.50000,102.0000,4.460000,20.00207,7.130000,46,1427,228,-10.80608696,-3.64608696, 91.67419,  -54.242157,-68.54943637,  1.97234163, 15.10673148,-1344.932454, -7.218650513, 6.1243929
nathan-peterman-1,PeteNa00, 2.000000,2017,171,23,74,226,4.820000,31.00000,110.0000,4.310000,18.69921,7.140000,35, 662,172,  7.12485714, 4.37142857,110.59627,  371.854397,  7.07270576, 11.88716035, -1.50304516, -277.790141, -3.116421728, 5.8807348
nathan-stanley-2,StanNa00, 0.000000,2020,244,23,76,235,4.810000,28.50000,108.0000,4.480000,19.53676,7.260000,44,1155,161, 13.30113636, 5.10590909, 96.57325, -304.973376,-20.61472263,  5.36077894, -7.46127657, -845.500371, -5.524364361,12.1713308
neil-odonnell-1,ODonNe00,35.000000,1990, 70,24,75,228,4.890000,32.50000,109.0000,4.030000,18.88533,6.798359,27, 658,196,  1.22481481, 5.59037037, 86.92925,  394.394259, 35.77698899, -1.10291688, -8.84793561, -709.632471, -4.535634589,11.3045568
nick-foles-1,FoleNi00,24.000000,2012, 88,23,77,244,5.140000,30.50000,112.0000,4.613282,20.37431,7.562822,36,1404,106,  4.51305556, 4.70000000,104.82510,  -56.003845, 96.74937680, -4.85465422, -9.04683893, -758.681621, -0.801660682,21.9839534
pat-barnes-1,BarnPa20, 0.000000,1997,110,22,75,215,4.602048,34.69976,117.9962,4.261658,17.67554,7.101975,40, 912,171,  0.49350000, 2.17450000,102.38219,  675.742686, 28.04366060,  8.77055757, -7.82373691,-1048.630610, -4.832641304,11.4393330
pat-white-1,WhitPa01, 0.000000,2009, 44,23,72,190,4.550000,35.00000,117.0000,4.420000,15.34901,7.060000,49, 783,684, 14.11122449, 1.61224490,128.40596,  549.858317, 46.28995654, 17.28305124, -2.35671831, 1584.232813, 17.780612440,19.3658724
patrick-mahomes-1,MahoPa00,75.000000,2017, 10,21,74,225,4.800000,30.00000,114.0000,4.080000,18.60615,6.880000,32,1349,308,  0.95875000, 2.63562500,140.25592, 1358.614360, 60.52579975, 21.59344067, -8.66645525, -592.956132,  7.460896551,48.0212861
patrick-ramsey-1,RamsPa00,14.000000,2002, 32,23,74,225,5.240000,33.50000,112.0000,4.090000,18.60615,7.120000,35,1355,152, -5.97057143,-2.60857143,112.63097, -240.253955, 54.95200251,  8.70505708,  2.64353246, -734.773653, -2.202454385, 3.6099374
paul-justin-1,JustPa00, 1.000000,1991,190,23,76,211,5.040000,27.50000,104.0000,4.360000,17.30329,7.230864,37, 753, 93,  3.75621622, 4.42864865, 94.99993,  473.761973, 14.38027770,  2.16218343, -7.18735637, -661.180492, -0.596048657, 3.2516375
paxton-lynch-1,LyncPa00, 2.000000,2016, 26,22,79,244,4.860000,36.00000,118.0000,4.260000,20.37431,7.140000,38,1205,288,  2.37078947,-2.23921053,110.43185,  108.924784, 43.98970258, -3.59920167,-11.47734948, -640.974710,  3.562552237,29.9243772
perry-klein-1,KleiPe20, 0.000000,1994,111,23,74,218,4.840000,32.50000,115.0000,4.200000,17.95472,7.021165,33,  55, 25,  9.99333333, 6.27000000,127.35835,  -60.060118, -0.31138949, -2.27224232, -0.33320279,  -92.684538,  0.066228566, 1.6181039
peter-tom-willis-1,WillPe00, 4.000000,1990, 63,23,74,188,4.455347,36.15029,120.5946,4.165770,15.16288,6.976302,34, 500, 46, 18.92588235, 5.04352941,152.35702,  775.447061, 34.92110855, 12.01823780, -6.47334324, -365.370710,  0.252011057, 8.6773550
peyton-manning-1,MannPe00,76.000000,1998,  1,22,77,230,4.683548,34.02558,116.7885,4.314930,19.07145,7.171794,45,1381,153, 17.15444444, 6.07200000,134.05613, 1480.157361,113.85900119, 23.88567733,-17.58601279, -796.957377,  5.889017932,43.2030991
philip-rivers-1,RivePh00,48.000000,2004,  4,22,77,228,5.080000,34.13978,116.9931,4.574064,18.88533,7.511422,49,1710,252,  8.74836735, 1.41306122,121.64674, 1484.072318,136.06645603, 14.10216781,-24.86692816, -930.953270,  6.384153456,56.4475214
quincy-carter-1,CartQu00,17.000000,2001, 53,23,74,213,4.580000,35.50000,113.0000,4.120000,17.48941,7.120000,29, 853,251,  8.03551724, 3.12379310,102.84574,  430.576664, 19.17850969, -4.96182440, -5.72961510, -385.213002,  1.031815980,13.3958670
randy-fasani-1,FasaRa00, 1.000000,2002,137,23,75,234,4.770000,31.50000,106.0000,3.870000,19.44370,6.750000,36, 369,127,  5.45944444, 5.08888889,112.72044,  403.071945,-14.38989288,  7.77745182, -2.00755412, -193.925823,  0.714738439,11.8553499
reggie-mcneal-1,McNeRe00, 0.000000,2006,193,22,74,200,4.400000,32.00000,121.0000,4.250000,16.27962,6.960000,42, 875,411,  4.19333333, 5.56047619,106.77568,  801.668202,-22.58840446,  1.76740020, -5.86035101,  187.216218, -2.025794004,10.9548109
rex-grossman-1,GrosRe00,16.000000,2003, 22,23,73,222,5.060000,34.11773,116.9536,4.560992,18.32696,7.494288,35,1110,119, 16.06942857, 5.86628571,131.41922, 1408.247960, 63.11945785, 24.21269145, -2.63449122, -617.808048,  0.947057289,17.4726417
rick-mirer-1,MireRi00,31.000000,1993,  2,23,75,210,4.574881,34.98525,118.5076,4.243901,17.21023,7.078702,46, 698,253, 18.79739130, 7.03782609,142.67466, 1157.062828,  4.02297724, 11.45061161, -6.65256805, -305.461391,  7.485400598,15.0055227
ricky-stanzi-1,StanRi00, 0.000000,2011,135,24,76,223,4.870000,32.50000,110.0000,4.430000,18.42003,6.950000,39, 907,160,  9.80461538, 1.27307692, 99.79457,  898.513096,  2.85662009, 10.16730468,  2.65532332, -707.220834, -5.234081362,10.7087842
rob-johnson-1,JohnRo00, 8.000000,1995, 99,22,76,204,4.542281,35.41901,119.2847,4.222593,16.65186,7.050775,47,1046,259, 10.46042553, 8.83936170,104.15383, 1139.300588,105.70230584, 11.22772116,-13.79892149,-1609.254011, -5.654760406,22.0060074
robert-griffin-iii-1,GrifRo01,35.000000,2012,  2,22,74,220,4.330000,39.00000,120.0000,4.083838,18.14084,6.868921,41,1192,528,  5.48853659, 4.46804878,122.77269, 1819.650375, 86.39643089, 16.59042736,-19.29431022,  -72.921359,  9.124753485,40.7295635
rodney-peete-1,PeetRo00,35.000000,1989,141,23,72,230,4.720000,29.00000,103.0000,4.530000,19.07145,7.453670,48,1081,290, 13.55750000, 8.18500000,105.74916,  794.265261, 54.90336902, 10.63069296, -8.21250274, -723.456817,  1.358008417,20.0670158
rohan-davey-1,DaveRo01, 0.000000,2002,117,24,74,245,4.740000,32.89560,114.7643,4.351829,20.46737,7.220154,23, 478, 65,  8.15000000, 5.12043478,104.64344, 1064.819910, 21.45427313,  6.16129977, -1.88932144, -181.587937, -2.674318290,11.0209020
russell-wilson-1,WilsRu00,85.000000,2012, 75,23,71,203,4.530000,34.00000,118.0000,4.090000,16.55880,6.970000,50,1489,441,  7.36500000, 2.30140000,119.94194, 1043.311449, 18.16242510, 33.10242662,-15.63053745, -522.351372,  3.037203118,29.7088426
ryan-finley-1,FinlRy00, 2.914725,2019,104,24,76,213,4.730000,30.50000,116.0000,4.200000,17.48941,7.200000,46,1461,214,  8.79108696, 2.38326087,110.43773,  344.847604, 69.19893158,-15.32065209, -9.78237498, -614.446856, -5.121461192, 6.5849757
ryan-leaf-1,LeafRy00, 1.000000,1998,  2,22,77,245,4.765049,33.16908,115.2542,4.368201,20.46737,7.241613,32, 880,173,  5.24812500, 3.20218750,121.37278, 1211.335687, -1.84917659, 17.12578823, -7.80706366, -864.404000,  7.037799198,24.8491365
ryan-mallett-1,MallRy00, 4.000000,2011, 74,23,78,240,5.370000,24.00000,103.0000,4.763618,20.00207,7.759855,37, 955,135, 12.05594595, 4.44729730,121.91478, 1544.588694,-16.05865343, 20.79880578, -5.77956500, -732.354888,  0.939140242, 5.7667732
ryan-nassib-1,NassRy00, 0.000000,2013,110,23,74,227,5.060000,28.50000,105.0000,4.530000,18.79227,7.340000,47,1312,242,  0.44510638, 0.36765957, 87.72923, -311.705214,  0.52720637,  1.51771748,-10.13692835, -912.161151, -6.045724007, 2.2508301
ryan-tannehill-1,TannRy00,55.000000,2012,  8,24,76,220,4.650000,34.50542,117.6481,4.293001,18.14084,7.143054,50, 774,115,  6.12760000, 4.81940000,117.50591, -142.398504, 17.48544960,  1.69746372, -1.69450026, -141.110830, -0.226580103, 4.7343864
sage-rosenfels-1,RoseSa00, 2.000000,2001,109,23,76,222,4.740000,34.00000,107.0000,4.290000,18.32696,7.070000,30, 587,164,  0.15233333, 2.86233333, 93.05206,   96.336521,-13.17671172, -8.82468243,  5.02245617,   10.052667,  7.325351741,11.4976080
sam-bradford-1,BradSa00,28.000000,2010,  1,22,76,236,4.790000,33.59182,116.0115,4.384510,19.62982,7.262988,31, 893, 77, 19.64096774, 4.79741935,164.44838, 2146.638508, 75.86809423, 43.51652640,-12.30829954, -296.630310,  1.596060852,32.5747147
sam-darnold-1,DarnSa00,27.000000,2018,  3,21,75,221,4.850000,26.50000,105.0000,4.400000,18.23390,6.960000,27, 846,137, 14.72925926, 6.02888889,114.67489,  972.833084, 48.00264800, 12.03328469, -1.16054117, -306.304431,  0.534441280,21.4808959
sam-howell-1,HoweSa00,12.389914,2022,144,21,73,218,4.618348,34.34613,117.3627,4.272313,17.95472,7.115939,37,1117,369,  5.74432432, 0.62324324,128.04959, 1883.446000, 29.13684456, 30.61216748, -5.71278279, -657.887449,  0.022386806,37.9639047
sammy-garza-1,GarzSa20, 1.000000,1987,216,22,73,184,4.433614,36.28753,120.8405,4.151564,14.79064,6.957683,46, 817,261,-13.04934783,-2.15869565, 86.64951,  529.424526, 44.47980025,  2.03020248,  8.82689761,-1078.259820,  2.863380800, 4.5748861
scott-covington-1,CoviSc00, 0.000000,1999,245,23,74,217,4.670000,34.00000,107.0000,4.420000,17.86166,7.309501,35, 497, 80,  7.58885714, 0.32057143,122.88039,  306.268315, 12.52465385,  2.23633522, -2.95566757, -562.992131, -1.153324397, 2.0528500
scott-mitchell-2,MitcSc00,11.000000,1990, 93,22,78,240,4.737882,33.54574,115.9289,4.350444,20.00207,7.218340,35,1165,141, -5.58742857,-2.73114286,130.15500,  852.974792, 47.69721630, 21.09669367,-14.83318110, -705.848676, -2.409420104,24.7018766
scott-secules-1,SecuSc00, 2.000000,1988,151,23,75,220,4.629215,34.41426,117.4847,4.279415,18.14084,7.125248,31, 464, 89,  1.62000000, 1.55419355, 97.65686,  216.478921, 13.53523464, -0.39574520, -6.07117944, -250.128306,  3.738347248,13.3471182
scott-zolak-1,ZolaSc00, 3.000000,1991, 84,23,77,230,5.010000,30.50000,105.0000,4.400000,19.07145,7.283289,23, 509, 79,  3.07217391, 6.39217391, 83.43283, -450.341868, -2.81335806, -9.96294142,  1.25537889, -561.017732, -2.086841034, 9.2563768
sean-mannion-1,MannSe00, 1.000000,2015, 89,23,78,229,5.140000,31.00000,105.0000,4.390000,18.97839,7.290000,47,1838,132,  3.35808511, 4.59659574, 99.06302,  267.052804, 85.58235378,-12.54101625,  1.57980695,-1403.994091, -4.100091606, 5.2787059
sean-renfree-1,RenfSe00, 0.000000,2013,249,23,75,219,4.760000,34.47136,117.5870,4.364901,18.04778,7.237288,42,1389,153, -3.83857143, 1.29142857, 93.23804, -589.912930, 61.41868328,-21.55487797, -0.65318672, -849.144976,  2.022289046, 8.0724464
seneca-wallace-1,WallSe00, 5.000000,2003,110,23,71,196,4.560000,38.00000,127.0000,4.140000,15.90737,6.980000,25, 712,237,  5.26800000, 3.81320000,102.03790,  296.687465, 15.41323786, -8.28681793,  2.32293477,  -58.508031,  4.942185189,10.3463306
shaun-king-1,KingSh00,18.000000,1999, 50,22,73,215,4.770000,33.00000,113.0000,4.290000,17.67554,7.139121,42,1201,369,  1.16952381,-2.18738095,117.66641,  147.573439, 18.94684791, 14.69971709, -9.49006782, -311.197224,  5.390764377,28.9153236
shawn-moore-1,MoorSh00, 1.000000,1991,284,23,74,213,4.591181,34.72279,118.0375,4.254556,17.48941,7.092666,38, 762,415,  8.90289474, 3.03131579,119.29767, 1292.155593, 13.65601163, 22.97331191, -1.59073958, -381.024863, 11.948602927,20.3448772
skylar-thompson-1,ThomSk00,16.233660,2022,247,25,74,217,4.910000,31.00000,112.0000,4.280000,17.86166,7.000000,45, 885,355,  5.43200000, 2.64111111, 96.39956,  491.018205, 14.52039764, -6.33390208, -6.96523843, -542.067919,  9.413538163, 5.9614190
spergon-wynn-1,WynnSp00, 2.000000,2000,183,22,75,226,4.910000,34.00000,108.0000,4.590000,18.69921,7.710000, 2,   1,  3, -0.04000000, 6.41000000, 84.24527,   -7.010039, -0.53341838, -0.04670253,  0.96375284,   -4.027399, -0.121230924, 8.2832123
stephen-mcgee-1,McGeSt00, 2.000000,2009,101,23,74,223,4.610000,33.00000,112.0000,4.490000,18.42003,7.340000,40, 815,387,  3.55425000, 2.97550000,107.53174, -255.216671,  5.50229853,-12.31204472,-13.65478208,  123.306529, -5.259281974, 8.4688285
steve-beuerlein-1,BeueSt00,15.000000,1987,110,22,75,220,5.100000,23.00000, 93.0000,4.630000, 3.00000,7.584732,42, 850,177, 10.91166667, 6.96976190,110.48166,  702.081069, 17.63585920, -7.20229156,  3.95150016, -748.548563, -4.154730196, 4.2740176
steve-matthews-1,MattSt00, 1.000000,1994,199,23,75,222,4.640081,34.30006,117.2802,4.286518,18.32696,7.134557,32, 560, 72,  7.43843750,-0.17843750,124.73193,   74.435122, 37.63514600,  6.77669682,  2.09251187, -675.684000, -1.676423049,10.4697999
steve-stenstrom-1,StenSt00, 6.000000,1995,134,23,74,206,5.080000,28.00000,100.0000,4.030000,16.83799,6.798359,44,1352,225,  7.83522727, 6.66931818,116.78367, 1239.242386,114.17906208, 11.84494595,-17.51336221,-1614.781893, -5.366939837, 5.7603123
stoney-case-1,CaseSt00, 2.000000,1995, 80,23,75,204,4.830000,30.50000,111.0000,4.250000,16.65186,7.086696,42,1237,436, -4.72928571,-2.82309524,113.67119,  823.053822,  5.23378218, 12.01688846,-10.79228713, -551.172799, 14.686554698, 9.4252739
tajh-boyd-1,BoydTa00, 0.000000,2014,213,23,73,222,4.840000,30.50000,106.0000,4.230000,18.32696,7.330000,47,1402,505, 11.26595745, 2.07021277,125.59789, 1715.556236, 56.28791762, 33.79955747, -1.03702640,-1110.726626,  2.768202640,17.8414119
tanner-lee-1,LeexTa00, 0.000000,2018,203,23,76,218,4.980000,32.00000,115.0000,4.410000,17.95472,7.000000,31,1040, 89, -7.02806452, 2.20580645, 72.14070, -851.093748,-41.24736215, -8.27556967,  7.98833042, -795.207253, -2.138337296, 0.6721086
tarvaris-jackson-1,JackTa00,14.000000,2006, 64,23,74,226,4.690000,31.50000,107.0000,4.380000,22.00000,7.400000,11,  48, 21,  9.80363636, 5.05181818, 95.71579, -140.238657, -9.65865017, -1.30771608,  1.34418972,  -88.116775, -0.895127146,10.4572162
teddy-bridgewater-1,BridTe00,23.000000,2014, 32,21,74,214,4.619093,30.00000,113.0000,4.200000,17.58248,7.170000,39,1142,226,  6.08333333,-2.58000000,101.96083, 1507.362948, 93.23627738, 12.34954565, -8.49440493, -845.795311, -4.361420102,35.2964276
tee-martin-1,MartTe00, 0.000000,2000,163,22,74,225,4.580000,34.50000,113.0000,4.247247,18.60615,7.083088,38, 588,204, 19.02236842, 5.37894737,130.33958,  410.442609,  6.13451966,  4.09103876, -5.29782148, -190.845685,  8.003160993,20.4921066
tim-couch-1,CoucTi00,33.000000,1999,  1,22,76,220,5.080000,31.00000,111.3685,4.340000,18.14084,7.204652,29,1184,154,  3.06241379, 5.16448276,111.68643,  -79.258123,153.66773721, 16.59323057, -7.45589774, -886.367000, -2.098006054,21.3296944
tim-rattay-1,RattTi00, 9.000000,2000,212,23,72,200,4.910000,25.50000,100.0000,4.210000,16.27962,7.340000,33,1552,153,  1.29666667,-3.87454545,143.06523, 1673.042546,171.30001942, 40.60826808,-20.95315412, -708.686629, -4.050024411,21.9266626
tim-tebow-1,TeboTi00,12.000000,2010, 25,23,74,236,4.710000,38.50000,115.0000,4.170000,19.62982,6.660000,55, 995,692, 21.11454545, 6.18854545,142.01057, 2266.353347, 72.48852310, 38.72878204,-15.30627233,  -31.463470, 26.722183250,31.0635662
tj-rubley-1,RublTJ00, 5.000000,1992,228,23,75,212,4.880000,27.00000,104.2030,4.220000,17.39635,7.047377,47,1336,205, -3.22191489,-1.79063830, 95.46745,   26.305269,-30.09076853, 17.56167059, -6.09890874,-1059.685807, -6.755238873, 1.8258324
todd-collins-1,CollTo00, 9.000000,1995, 45,23,76,225,5.070000,30.00000,111.0000,4.340000,18.60615,7.204652,48, 711,101, 17.97500000, 7.07750000,134.13155,  857.295003, 67.79017164,  4.60645372, -8.01158124, -561.695723, -2.825442905, 8.3511298
todd-husak-1,HusaTo20, 0.000000,2000,202,22,75,216,5.200000,27.50000, 99.0000,4.410000,17.76860,7.170000,36, 872, 99,  3.47888889, 5.04972222,104.76913,  338.141799, -8.47913672, -0.62203080, -7.50246651, -527.179696, -0.890259905, 3.2445626
todd-marinovich-1,MariTo00, 3.000000,1991, 24,22,76,215,4.602048,34.79092,118.1595,4.261658,17.67554,7.101975,25, 674,120, 14.73200000, 7.17720000,111.88328,  246.600682, 52.29140808,  0.05843377, -4.32441905, -626.182221,  2.356899817,24.7460353
tom-brady-1,BradTo00,52.000000,2000,199,23,76,225,5.280000,24.50000, 99.0000,4.380000,18.60615,7.200000,29, 638, 90, 15.00724138, 5.68620690,109.58926,  226.594958, 48.11653048, -0.34818154, -6.08906032, -504.635999, -0.516025619, 9.3743870
tom-brandstater-1,BranTo00, 0.000000,2009,174,24,77,215,4.870000,28.50000,106.0000,4.370000,17.67554,6.930000,45, 989,132, -0.61644444,-2.85777778,113.85588,  -87.948744,  0.87463729, -2.16780715, -0.02857537, -410.868562,  2.312580540, 1.7455136
tom-savage-1,SavaTo00, 3.000000,2014,135,24,76,228,4.970000,27.00000,105.0000,4.360000,18.88533,7.330000,31, 757,167,  2.70580645, 0.49580645, 93.78209,  204.842598,-21.04182110, -1.45909728, -3.73851759,-1067.923822, -3.687502451, 2.7524532
tom-tupa-1,TupaTo20, 0.000000,1988, 68,22,76,225,4.656382,34.21992,117.1366,4.297173,18.60615,7.148521,36, 304, 99, 13.17250000, 5.73083333,109.31921,  175.996990, 10.08838967,  3.03686950, -2.55493569, -317.776774,  0.357518288,20.7126518
tommy-hodson-1,HodsTo00, 4.000000,1990, 59,23,75,195,4.493381,35.84175,120.0419,4.190630,15.81431,7.008884,44,1163,144, 12.68500000, 5.85500000,109.93928, 1051.434092, 52.70707910, 21.45538570,-12.44291841, -745.328435, -3.424457651,15.9588194
tommy-maddox-1,MaddTo00, 2.000000,1992, 25,21,76,220,4.629215,34.50542,117.6481,4.279415,18.14084,7.125248,23, 670,167,  9.65173913, 6.56739130,114.55796,  673.058152, 32.16980037,  3.78640069,  1.63828124, -542.204182, -2.373778750,21.7160627
tony-banks-1,BankTo00,38.000000,1996, 42,23,76,230,4.930000,33.93442,116.6252,4.550000,19.07145,7.479882,20, 496,139,  7.71850000, 8.48350000, 99.70429,  674.938217, 28.95973908, -2.86795962,  2.21598579, -587.242077, -2.402171579,11.0906270
tony-graziani-1,GrazTo00, 3.000000,1997,204,23,74,210,4.574881,34.89409,118.3443,4.243901,17.21023,7.078702,24, 666,126,  7.66625000, 3.16083333,114.84729, -155.948136, -2.61883098, -6.68499359, -6.83770760, -176.877825, -0.048878202, 8.1185139
