cfbref_id,pfr_id,av,season,pick,age,height_inches,weight,forty,vertical,broad_jump,shuttle,bench,cone,g,att,rush_att,srs,sos,off_plus,yards_plus,cmp_plus,td_plus,int_plus,rush_yards_plus,rush_tds_plus,predicted_av
david-garrard-1,GarrDa00,18.000000,2002,108,24,73,244,4.820000,33.50000,111.0000,4.260000,20.37431,7.350000,44,1169,516,  2.84500000,-1.57750000,113.66921,  815.036918, 27.05057082,  5.06793676, -2.73734804, -845.930408,  0.103213861, 8.4951269
david-klingler-1,KlinDa00,11.000000,1992,  6,23,75,210,4.820000,32.50000,111.0000,4.010000,17.21023,6.772146,32,1261,170, 10.97187500, 1.04156250,178.92178,  590.710157, 50.12895809, 36.19689149,-15.65175719, -776.304988, -4.439821277, 9.6819045
davis-webb-1,WebbDa00, 0.000000,2017, 87,22,77,229,4.790000,33.00000,118.0000,4.210000,18.97839,6.920000,35,1367, 77,  1.97028571, 4.15628571,123.54663, -155.927674, 30.51918399, 10.90799730, -4.50947481, -457.961946,  5.351613178,20.9336606
dennis-dixon-1,DixoDe00, 2.000000,2008,156,23,75,195,4.580000,35.84175,120.0419,4.247247,15.81431,7.083088,40, 695,258, 10.86600000, 5.13550000,124.01915,  232.308263, 36.39794769,  3.79553512, -1.90217930,  127.584984,  1.219817851,10.3523862
derek-anderson-1,AndeDe00,14.000000,2005,213,22,78,229,5.030000,29.00000,103.0000,4.620000,18.97839,7.670000,49,1515,182,  8.22346939, 3.93795918,110.87862,  529.384478,-87.97373172,  5.75438211,  6.19922703,-1285.156393,  0.452378045, 5.4316755
derek-carr-1,CarrDe02,51.000000,2014, 36,23,74,214,4.690000,34.50000,110.0000,4.200000,17.58248,7.021165,44,1630,164,  1.37250000,-3.62750000,126.72061,  984.366894,105.88043230, 27.97323544,-22.52419955, -547.561100, -2.521879177,30.1617226
deshaun-watson-1,WatsDe00,55.000000,2017, 12,21,74,221,4.660000,32.50000,119.0000,4.310000,18.23390,6.950000,38,1207,435, 17.82736842, 5.24421053,125.89614, 1307.807341,101.34154318, 26.00901696, -1.65821848,  -95.196374,  5.501445338,38.9181095
deshone-kizer-1,KizeDe00, 6.000000,2017, 52,21,76,233,4.830000,30.50000,107.0000,4.530000,19.35064,7.400000,25, 695,264,  9.50120000, 5.06320000,110.35053,  691.876882, 11.76498271, 10.04671670, -0.36535644, -237.500562,  5.517219278,23.3532581
desmond-ridder-1,RiddDe00,20.077405,2022, 74,23,75,211,4.520000,36.00000,127.0000,4.290000,17.30329,7.150000,50,1304,501, 11.96440000,-0.56920000,120.36397,  461.465505, 14.85313861, 15.50122526, -5.84568349, -107.388941,  4.629090472,24.0720427
don-majkowski-1,MajkDo00,36.000000,1987,255,23,74,197,4.830000,34.00000,116.0000,4.130000,16.00043,6.929421,33, 579,245,  3.17454545, 1.53121212,103.86696,  -65.341132,-23.98219857, -1.25520514,  2.00183812, -210.258288,  3.497480388, 3.8498065
donald-hollas-1,HollDo00, 3.000000,1991, 99,23,75,215,4.930000,28.50000,104.0000,4.310000,17.67554,7.165333,42, 606,235, -7.03833333, 2.66166667, 79.36282, -227.023397, 15.49081577,-10.86977272,  2.53725660, -135.083169,  9.888013831, 2.8704192
donovan-mcnabb-1,McNaDo00,55.000000,1999,  2,22,74,240,4.640000,33.00000,116.0000,4.380000,20.00207,7.257077,45, 938,465, 11.38288889, 1.28000000,138.31382, 1728.057202, 39.99426626, 32.39571119, -8.05504492, -301.031945,  0.486371342,36.7574897
drew-bledsoe-1,BledDr00,57.000000,1993,  1,21,77,238,4.727015,33.56878,115.9702,4.343341,19.81594,7.209031,30, 979,162,  3.62900000, 4.66066667,114.01864,  611.679000,  9.52034399,  4.86393532, -7.51445329, -814.937627,  3.915278486,33.7134477
drew-brees-1,BreeDr00,49.000000,2001, 32,22,72,209,4.830000,32.00000,105.0000,4.210000,17.11717,7.090000,45,1678,253, 10.82800000, 4.04622222,127.23085,  -33.180812,114.39400037, 11.54841709,-15.22341059, -101.723249,  3.809084515,44.3966049
drew-lock-1,LockDr00,15.269585,2019, 42,22,76,228,4.690000,31.00000,112.0000,4.120000,18.88533,7.030000,50,1553,202,  3.97720000, 3.21820000,102.88063,  722.758479,-39.30118784, 15.91064603, -3.49915064, -502.776071, -0.543468872,15.5398551
drew-stanton-1,StanDr00, 4.000000,2007, 43,23,75,236,4.750000,30.50000,108.0000,4.410000,19.62982,6.770000,45, 846,332,  4.07400000, 3.35577778,111.58016,  546.042071, 53.05861087,  0.93767422,  0.01705675,  137.518910,  1.415135733,14.5671922
dwayne-haskins-1,HaskDw00, 5.385697,2019, 15,22,75,231,5.040000,28.50000,106.8901,4.547919,19.16452,7.477155,22, 590,103, 19.22363636, 5.47818182,144.08759, 1023.084776, 59.30445913, 21.86400723, -6.81246967, -283.132410, -0.890254771,13.6016463
ej-manuel-1,ManuEJ00,11.000000,2013, 16,23,77,237,4.650000,34.00000,118.0000,4.210000,19.72288,7.080000,43, 897,298, 11.83813953, 1.94372093,118.90307, 1239.670859, 59.31375912,  0.36595290,  2.35387310, -500.249390, -2.551016388,23.7480721
eli-manning-1,MannEl00,48.000000,2004,  1,23,76,218,4.900000,34.61962,117.8526,4.456410,17.95472,7.357221,43,1363,128,  6.69093023, 1.81720930,118.27581,  501.872234, 65.87557055, 15.48299330,-11.67978049, -660.095261, -0.395862549,12.9757971
elvis-grbac-1,GrbaEl00,20.000000,1993,219,23,77,232,4.810000,31.50000,112.0000,4.500000,19.25758,7.414351,48, 835, 80, 18.75000000, 5.58000000,138.60156,  645.441476, 75.07708472, 35.45076216, -4.64165210, -554.965123, -2.015207298,17.8913843
eric-zeier-1,ZeieEr00, 5.000000,1995, 84,23,73,214,4.596615,34.57453,117.7719,4.258107,17.58248,7.097321,44,1402,158,  9.16000000, 2.57000000,127.12436, 1332.291616, 75.26846259,  4.17615225,-19.29972198, -942.512239, -1.900761444,28.4154326
erik-ainge-1,AingEr00, 0.000000,2008,162,22,77,225,4.980000,21.50000,108.0000,4.600000,18.60615,7.510000,43,1210, 82, 10.98906977, 5.86000000,105.73097,  190.014091, 25.48323738, 12.45588573, -4.63337074, -568.442178, -2.390924885, 9.9972838
erik-wilhelm-1,WilhEr00, 3.000000,1989, 83,23,75,217,5.180000,26.00000,101.0000,4.210000,17.86166,7.034271,33,1480,209, -1.50666667, 7.16333333, 74.75459, -777.726310, 81.83035954, -7.39490570, -7.75004635,-1153.702995, -4.734841519, 2.9243047
gardner-minshew-1,MinsGa00,26.388960,2019,178,23,73,225,4.970000,33.50000,116.0000,4.450000,18.60615,7.140000,30,1168, 96, -1.10200000,-0.05633333,105.43859, -383.880018, 64.00208207, -1.06423173,-11.55475063, -403.446547, -0.571543970,26.6678506
garrett-grayson-1,GrayGa00, 0.000000,2015, 75,24,74,215,4.750000,34.60859,117.8329,4.358365,17.67554,7.228721,37,1113,212, -1.57054054,-4.01729730,107.81355, 1117.524137, 23.78329603,  6.26114613, -4.89565954, -679.939444, -5.802793038, 0.0322575
geno-smith-1,SmitGe00,16.000000,2013, 39,22,75,218,4.580000,33.50000,124.0000,4.247247,17.95472,7.083088,44,1465,245,  7.40613636, 1.88318182,117.54803, 1050.503481,104.83637153, 21.46194406,-21.43787278, -752.104255, -7.209143625,40.4329363
gino-torretta-1,ToreGi00, 0.000000,1993,192,23,74,215,4.602048,34.60859,117.8329,4.261658,17.67554,7.101975,44, 991,110, 20.97250000, 4.59750000,142.82108,  825.234861, 25.09392658,  5.38377421,-18.42980191, -402.695689, -2.067611990,13.6637311
glenn-foley-1,FoleGl00, 7.000000,1994,208,23,74,210,4.574881,34.89409,118.3443,4.243901,17.21023,7.078702,44,1275,166,  4.78500000, 2.75500000,106.49031, 1108.435282, 15.07665867, 16.25621557,  7.10919192, -978.154387, -6.247203010, 8.2656699
greg-mcelroy-1,McElGr00, 1.000000,2011,208,23,74,222,4.840000,33.00000,107.0000,4.450000,18.32696,7.110000,35, 658,114, 19.50771429, 5.14371429,120.11011,  959.966922, 44.32615073,  5.73796101,-10.43154034, -433.518099, -3.190398867,12.3276430
gus-frerotte-1,FrerGu00,34.000000,1994,197,23,75,237,5.040000,26.00000,102.0000,4.790000,19.72288,7.794432,42, 860,163, -3.43857143,-2.58833333, 96.26614, -554.376760,-34.07330913, -5.73918657,  2.74629449, -575.358034, -3.106228730,13.3843233
heath-shuler-1,ShulHe00, 6.000000,1994,  3,22,74,216,4.607481,34.55149,117.7306,4.265210,17.76860,7.106630,33, 513,158, 14.09333333, 3.70333333,139.10484,  497.743586, 37.33763898, 13.55996303, -8.87161426, -242.844907,  8.208910479,21.8295398
ingle-martin-1,MartIn00, 0.000000,2006,148,24,74,220,4.710000,36.00000,111.0000,4.170000,18.14084,7.130000,16,  87, 25,  9.10250000, 6.16500000, 99.44850,  129.254407,  4.58215438, -1.18071896, -0.90036718,  -33.063288, -1.057450646, 8.7604008
isaiah-stanback-1,StanIs00, 0.000000,2007,103,23,75,216,4.600000,34.64266,117.8939,4.260320,22.00000,7.100221,36, 523,234, -0.36250000, 5.23861111, 83.41895,  173.327715,-34.72515651, -3.33720360, -5.29554484, -174.434675,  1.394004173,10.5327751
jacob-eason-1,EasoJa00, 1.720352,2020,122,22,78,231,4.890000,27.50000,110.0000,4.750000,19.16452,7.500000,29, 782, 82,  9.50586207, 3.07862069, 99.63222, -253.717840, -0.95508664, -3.69993157, -4.50972732, -506.599756, -1.866045581,16.5040990
jacoby-brissett-2,BrisJa00,23.000000,2016, 91,23,76,231,4.940000,31.00000,113.0000,4.530000,19.16452,7.170000,39, 839,283,  6.53179487, 2.30820513,102.52969, -361.628956,  2.56861318,  2.36606125, -8.70835798, -404.181127, -1.143428802,12.9619126
jake-fromm-1,FromJa00, 3.326968,2020,167,22,74,219,5.010000,30.00000,111.0000,4.510000,18.04778,7.270000,43, 982,134, 20.31790698, 6.20255814,120.15154,  904.663000, 30.81125588, 24.69437770, -7.81505640, -578.032035, -3.276394612,16.3873667
jake-locker-1,LockJa00,16.000000,2011,  8,23,74,228,4.510000,35.00000,120.0000,4.120000,18.88533,6.770000,40,1147,454,  2.86300000, 6.92100000, 88.68117, -522.164113,-62.00576154, -4.56377929, -0.93241132,  -38.719280,  8.757951164,17.3524795
jake-luton-1,LutoJa00, 4.933584,2020,189,24,78,224,4.650948,34.45934,117.5655,4.293621,18.51309,7.143867,29, 797,116, -6.84448276, 1.69379310, 97.11521, -309.922897, 16.79738766, -0.31858860, -5.94547384, -666.229859,  0.575307424,11.4369354
jake-plummer-1,PlumJa00,40.000000,1997, 42,22,74,212,4.960000,30.00000,111.0000,4.290000,17.39635,7.139121,42,1107,289,  7.12571429, 4.74738095,116.62734,  862.452261,  9.71827723, 12.64336758, -7.69429443,-1280.829035, -6.395192006, 6.0702262
jalen-hurts-1,HurtJa00,67.591598,2020, 53,22,73,222,4.590000,35.00000,125.0000,4.253783,18.32696,7.091654,56,1047,614, 21.99339286, 5.94678571,139.99172, 1683.329485, 56.36086656, 23.38098697, -7.86011788,  426.852280, 14.109927132,42.2145441
jamarcus-russell-1,RussJa00, 6.000000,2007,  1,22,78,265,4.830000,32.11825,113.3717,4.410656,22.32860,7.297255,36, 797,139, 15.17027778, 3.76888889,120.58862,  988.907761, 30.26038090, 13.24002195, -5.44700447, -496.321313, -1.702040624,30.7811907
jameis-winston-1,WinsJa00,59.000000,2015,  1,21,76,232,4.970000,28.50000,103.0000,4.360000,19.25758,7.160000,27, 851,145, 19.08444444, 3.13888889,147.30460, 1801.613766, 56.23344341, 20.99883912,  3.52957037, -382.021911,  0.213681379,23.8231915
james-morgan-1,MorgJa00, 0.000000,2020,125,23,76,229,4.890000,29.00000,112.0000,4.640000,18.97839,7.510000,42,1221,130, -7.44738095,-5.49333333, 96.54716, -433.496483,-32.01240652, -1.27449963,  1.57786706, -772.286808, -3.151471386, 4.6249855
jared-goff-1,GoffJa00,53.000000,2016,  1,21,76,210,4.820000,27.00000,110.0000,4.470000,17.21023,7.170000,37,1568,170,  1.39621622, 6.47675676,113.53346,  801.273353, 47.32379648, 14.55623655,-14.94748387, -897.618045, -6.932637058,23.3676314
jarious-jackson-1,JackJa01, 0.000000,2000,214,23,72,228,4.680000,30.84441,109.0000,4.312610,18.88533,7.168754,36, 536,272,  9.57222222, 5.12416667,110.75631, 1021.788794, 14.31208107,  8.64648942,  1.56289703, -115.676096,  2.326447033, 7.6488224
jarrett-stidham-1,StidJa00, 5.385697,2019,133,23,74,218,4.810000,31.00000,110.0000,4.330000,17.95472,7.280000,37, 848,211, 14.10756757, 4.46540541,126.15275,  951.937406, 39.86027401,  2.66740091,-10.07749399, -751.605497, -0.890738134, 7.2037535
jason-campbell-1,CampJa00,36.000000,2005, 25,23,77,223,4.710000,34.42528,117.5045,4.332220,18.42003,7.194454,48, 854,249, 11.84541667, 4.10062500,104.23763, 1252.807943, 69.57192725,  3.68131997, -4.75838333, -718.797001, -1.404778480,22.2940928
jay-cutler-1,CutlJa00,52.000000,2006, 11,23,75,225,4.770000,34.12876,116.9733,4.260000,23.00000,7.100000,45,1242,453, -5.31711111, 2.16600000, 79.10428,  -76.654074,  0.67544063, -0.68547906, -5.11963120, -617.214069, -1.955420118,10.0729213
jay-walker-1,WalkJa22, 0.000000,1994,198,22,75,229,4.678115,33.90036,116.5642,4.311378,18.97839,7.167139, 1,   4,  3,-19.41000000,-5.69000000, 80.37273,   -7.939534, -1.14225581, -0.17525425,  0.83052201,   -6.915570, -0.110731689,11.0638904
jeff-blake-2,BlakJe00,37.000000,1992,166,21,73,223,4.860000,30.50000,115.0000,4.600000,18.42003,7.545413,36, 667,212,  1.67833333,-0.40694444,117.25955,  460.360938,  2.48108637, 13.99007609, -8.42604180, -364.872976, -0.123631744,33.1988236
jeff-driskel-1,DrisJe00, 6.000000,2016,207,23,76,234,4.560000,32.00000,122.0000,4.250000,19.44370,7.190000,42,1000,312,  8.31142857, 1.97119048,103.25960,  163.527339, 12.29625031, -2.24482659, -0.20304218, -455.631087, -0.442921500,20.2621835
jeff-francis-1,FranJe20, 0.000000,1989,140,23,76,225,4.900000,29.50000,102.0000,4.510000,18.60615,7.427457,45, 768,188,  8.92977778, 3.65688889,112.62110,  581.701855, 67.51890699,  0.05810077, -9.52748919, -713.393877, -4.086545108, 7.0090786
jeff-george-1,GeorJe00,33.000000,1990,  1,22,76,218,4.618348,34.61962,117.8526,4.272313,17.95472,7.115939,34, 979, 79,  4.18941176, 3.94205882, 88.42327, -621.133618, 51.25739617, -5.60223652, -9.18054225, -892.622354, -2.962719219,18.5397992
jesse-palmer-1,PalmJe00, 1.000000,2001,125,22,74,225,4.780000,35.50000,112.0000,4.290000,18.60615,7.130000,27, 479, 67, 17.86629630, 6.11555556,132.16143,  394.232438, -5.99612832,  8.74883840, -0.09446657, -389.768290,  3.272753049,13.4596314
jim-druckenmiller-1,DrucJi00, 1.000000,1997, 26,24,76,241,4.743315,33.30632,115.5000,4.353995,20.09513,7.222994,38, 582,142, 11.76657895, 1.13157895,126.68623,  321.003688, -2.45360641,  7.10161694, -3.57700853, -328.306672, -5.711833862,10.4381514
jim-harbaugh-1,HarbJi00,30.000000,1987, 26,23,75,215,4.602048,34.69976,117.9962,4.261658,17.67554,7.101975,49, 620,217, 15.93938776, 6.12244898,117.28937, 1199.767324, 54.34737485,  6.09633500, -6.81371045, -538.651737,  4.404435166,18.9970743
jim-miller-7,MillJi00, 1.000000,1994,178,23,74,226,5.130000,24.50000,100.0000,4.390000,18.69921,7.270183,36, 746,129,  3.04916667, 5.37416667, 86.08269, -197.189536, 62.53902151,-15.92514279, -1.58062836, -802.260832, -4.787815431, 3.0793817
jimmy-clausen-1,ClauJi00, 1.000000,2010, 48,22,75,217,4.760000,34.58556,117.7916,4.364901,17.86166,7.237288,35,1110,175,  1.89857143, 2.98657143, 89.00803,  302.697267, 38.14137439,  5.03154879, -7.70738071,-1112.801965, -2.751205066,17.9947058
joe-burrow-1,BurrJo01,64.378366,2020,  1,23,75,221,4.634648,34.35716,117.3825,4.282967,18.23390,7.129903,38, 945,258, 20.73157895, 6.45026316,140.60626, 1782.269030, 79.21484613, 26.06560316,-13.44475240, -371.860351,  0.820344905,23.4360075
joe-flacco-1,FlacJo00,62.000000,2008, 18,23,78,232,4.840000,28.50000,110.0000,4.270000,19.25758,6.820000, 3,   4,  6,  2.96000000,-1.54000000,102.65800,  -17.280136, -1.27843434, -0.19570767, -0.13207904,  -24.903006, -0.241932765,23.8895968
joe-germaine-1,GermJo00, 1.000000,1999,101,24,72,202,4.800000,32.00000,102.0000,4.210000,16.46574,7.034271,37, 741,111, 20.86405405, 5.26972973,134.97864, 1051.342559, 38.61541134, 20.28710133, -6.62971032, -715.916714, -4.373954748, 2.6101078
joe-hamilton-1,HamiJo20, 0.000000,2000,234,23,70,190,4.810000,29.73727,106.0000,4.397583,15.34901,7.280121,43,1020,501,  8.27767442, 3.24697674,118.01421, 1636.917349, 76.26084924, 16.38739976,  2.17737314, -228.751906, -1.876156429, 0.5027124
joey-harrington-1,HarrJo00,28.000000,2002,  3,23,76,220,4.890000,32.00000,112.0000,4.210000,18.14084,7.000000,34, 928,145, 13.42705882, 3.92176471,125.32952,  455.697867,  3.15180973, 15.78233606, -9.86767922, -371.836022, 11.978442880,19.1814835
john-beck-1,BeckJo00, 4.000000,2007, 40,26,74,215,4.750000,29.50000,111.0000,4.170000,17.67554,6.810000,43,1418,267,  5.20604651, 2.08837209,112.08478,  987.698636, 65.18043463, 10.20782887,-12.94110357,-1067.496957, -1.960799178, 2.1241595
john-navarre-1,NavaJo00, 0.000000,2004,202,23,78,250,5.190000,26.50000,100.0000,4.460000,20.93268,7.730000,46,1327,144, 13.90304348, 4.98434783,115.68450, -345.849942,  1.29589540,  6.37161153,-15.41195827, -830.979123, -4.066742172, 8.7558334
johnny-manziel-1,ManzJo00, 4.000000,2014, 22,21,72,207,4.680000,31.50000,113.0000,4.030000,16.93105,6.750000,26, 863,345, 16.71500000, 5.10000000,152.22446, 1528.218793, 75.99038613, 17.84948969, -2.59845520,  600.401779, 13.983740892,47.4268410
jonathan-quinn-1,QuinJo00, 3.000000,1998, 86,23,78,243,4.754182,33.37444,115.6220,4.361098,20.28125,7.232304, 5,  68, 18,-13.52000000, 1.48000000, 50.16390,  -96.191851, -4.31420877, -1.16093906,  4.40237691, -164.539842, -0.684852836,22.4923763
jordan-love-2,LoveJo03, 6.540199,2020, 26,21,76,224,4.740000,35.50000,118.0000,4.520000,18.51309,7.210000,38,1125,170,  1.92868421,-3.29236842,123.47660,  208.211494, 11.92776219, -1.29369096, -0.46290476, -380.086287,  1.047805730,24.9812174
jordan-palmer-1,PalmJo20, 0.000000,2007,205,23,77,232,4.980000,30.50000,104.0000,4.580000,19.25758,7.320000,46,1427,216, -5.71217391,-4.96086957,114.18231,  978.906066, 26.69651124, 18.70439952, 16.70213774, -936.640954, -1.892021606, 5.7130498
josh-allen-7,AlleJo02,74.000000,2018,  7,22,77,237,4.750000,33.50000,119.0000,4.400000,19.72288,6.900000,27, 649,237, -0.53481481,-2.66925926,100.69643,  265.336366,-19.12899892,  9.38159058,  3.22083426, -341.146830,  0.752266805,23.9246106
josh-freeman-1,FreeJo00,39.000000,2009, 17,21,78,240,4.900000,33.50000,119.0000,4.430000,20.00207,7.110000,35,1151,214,  0.06028571, 1.35771429,116.76441,    4.372912,  0.96972276,-13.23638386, -3.20303414, -571.422353, 10.748189447,34.5168108
josh-mccown-1,McCoJo01,15.000000,2002, 81,23,76,212,4.590000,38.50000,120.0000,3.900000,17.39635,6.850000,30, 664,198, -8.74533333,-2.82733333, 68.29342, -606.254262,-20.84174902, -3.55842153, 10.25179407, -582.776236, -3.982173554,13.6917014
josh-rosen-1,RoseJo01, 3.000000,2018, 10,21,76,226,4.920000,31.00000,111.0000,4.280000,18.69921,7.090000,30,1170,109,  4.54366667, 4.49333333,105.97887,  733.459438, 20.36217767, -2.71846901, -6.50157113, -659.758767,  0.903382166,28.9174566
joshua-dobbs-1,DobbJo00, 0.000000,2017,135,22,75,216,4.640000,33.00000,122.0000,4.310000,17.76860,6.750000,37, 999,438, 10.51675676, 4.67540541,112.11546, -175.098732, 23.21202422,  0.33506073,  0.90785799,  120.981607, 11.361319093,26.7042932
justin-herbert-1,HerbJu00,74.018061,2020,  6,22,78,236,4.680000,35.50000,123.0000,4.460000,19.62982,7.060000,43,1293,231,  8.55511628, 2.32813953,121.48007,  910.333599, 51.55292214, 24.68049344,-11.18156847, -512.013589,  2.075789306,33.0379200
keith-wenning-1,WennKe00, 0.000000,2014,194,23,75,218,5.000000,28.00000,100.0000,4.250000,17.95472,7.070000,49,1642,190, -4.48877551,-5.75163265,104.74924, -524.429926, 46.82791478,  6.24892254, -5.47813623, -525.891660,  4.272822054, 4.0536826
kellen-clemens-1,ClemKe00, 3.000000,2006, 49,23,74,224,4.890000,34.09470,116.9123,4.449874,18.51309,7.348655,37,1005,273,  6.68513514, 3.78135135,109.03203,  439.336410, 38.02897369, 12.50540468, -9.14993600, -596.121437, -5.264726789,11.4761873
kelly-stouffer-1,StouKe00, 5.000000,1987,  6,23,75,210,4.950000,28.00000,108.0000,4.510000,17.21023,7.427457,32,1015,141, -2.10812500, 1.53093750, 97.88565,  189.172111, 33.61153506, -4.79019450, -9.25341655,-1017.945238, -2.911957396, 4.1259535
ken-dorsey-1,DorsKe00, 1.000000,2003,241,22,76,218,4.700000,34.61962,117.8526,4.325683,17.95472,7.185888,41,1153, 59, 21.54000000, 4.29487805,152.57408, 1526.162601, 32.84090140, 31.69097063,-12.39852255, -317.835385, -0.480295784,21.3129550
kenny-pickett-1,PickKe00,35.452386,2022, 20,24,75,217,4.730000,33.50000,121.0000,4.290000,17.86166,7.139121,52,1674,416,  5.11269231, 2.07519231,101.01809, -252.073281, 24.69142350,-10.66155662,-11.41338011,-1089.955762,  0.609936711, 8.2645489
kent-graham-1,GrahKe00, 8.000000,1992,211,23,77,231,5.140000,27.50000,103.0000,4.210000,19.16452,7.034271,46, 228, 94, 14.65043478, 5.11152174,118.70525,   16.741751,  4.24813349, -1.78521284,  4.13604682, -403.752982, -2.505260124, 8.1689587
kerry-collins-1,CollKe00,28.000000,1995,  5,22,77,248,4.781349,32.99778,114.9473,4.378855,20.74656,7.255576,45, 657, 57, 17.88333333, 4.85866667,155.99054,  695.662222, 10.96632449,  9.31049531, -4.97142406, -231.831414, -2.136690503,15.2067384
kerwin-bell-2,BellKe00, 0.000000,1988,180,23,75,207,5.070000,28.50000,102.0000,4.630000,16.93105,7.584732,42, 953,173, 14.58452381, 7.12380952,114.09857, 1063.227983, 40.59767944, 18.05527901, -9.75268941,-1226.055791, -2.114981382, 2.1469766
kevin-hogan-2,HogaKe00, 2.000000,2016,162,23,75,217,4.780000,32.50000,113.0000,4.310000,17.86166,6.900000,51,1103,315, 16.58901961, 6.29392157,108.33129, 1371.902812, 71.31576688, 17.60962873, -2.42356096, -198.679739,  0.334810122,21.5311038
kevin-kolb-1,KolbKe00,10.000000,2007, 36,23,75,218,4.850000,32.50000,112.0000,4.440000,17.95472,6.940000,50,1565,472, -1.79580000,-2.61900000,114.67674, 1869.135250, 61.17820918,  9.07297810,-20.89459363,-1201.680161,  1.615681222,22.8471556
kevin-oconnell-2,OConKe00, 0.000000,2008, 94,23,77,225,4.610000,31.00000,113.0000,4.380000,18.60615,7.010000,39,1151,395, -4.80384615, 0.75538462, 86.23992, -392.252076, -6.68120238,-10.17920157, -3.44649031, -342.002224,  2.425413827,15.7975168
kevin-sweeney-1,SweeKe00, 2.000000,1987,180,23,72,191,4.471648,35.79667,119.9612,4.176424,15.44207,6.990265,57,1336,364,  0.62228070,-8.52017544,130.75929, 1468.387841, 15.80613021, 12.26261738,-15.36341783,-1771.755346, -4.693769001, 6.3715082
kirk-cousins-1,CousKi00,31.000000,2012,102,24,75,214,4.840000,28.50000,109.0000,4.500000,17.58248,7.050000,45,1128,111,  7.59755556, 1.66844444,107.27720, 1005.088883, 47.56663904,  8.33493064, -3.88664682, -617.750746, -4.031903907, 3.1328565
kliff-kingsbury-1,KingKl00, 0.000000,2003,201,24,76,231,4.770000,30.00000,101.0000,4.100000,19.16452,6.920000,43,1883,273,  6.40465116, 2.74720930,117.84053, -694.157220,193.25605226,  6.28755956,-25.73695185,-1271.949717, -6.495154977,18.0509555
kordell-stewart-1,StewKo00,36.000000,1995, 60,22,73,218,4.520000,36.00000,125.0000,4.130000,17.95472,6.929421,33, 785,302, 15.19818182, 4.17242424,132.26561,  992.842358, 28.50725340, -1.90799828,-12.38315013,   79.242536,  3.632536411,37.9830658
koy-detmer-1,DetmKo00, 1.000000,1997,207,24,73,195,5.140000,28.50000,103.0000,4.370000,15.81431,7.243970,29, 594, 76, 16.08620690, 4.53103448,129.33720, 1258.311746, 31.69931255, 13.14472560,  2.57691405, -335.093502,  0.041817174, 9.0660298
kurt-kittner-1,KittKu00, 1.000000,2002,158,22,74,221,4.860000,27.00000,100.0000,4.500000,18.23390,7.340000,42,1229,192,  5.50333333, 3.68690476,103.42149, -153.874743, -5.09594893,  8.26597861,-10.88756131, -595.634824, -0.750653010,11.5403924
kyle-boller-1,BollKy00,18.000000,2003, 19,22,75,220,4.610000,35.50000,117.0000,4.020000,18.14084,7.200000,43,1301,275,  1.15697674, 5.35837209, 89.39852,-1087.927774,-93.69868304,  2.88686535,  2.23690836,-1278.464618, -5.458922664, 8.6058846
kyle-orton-1,OrtoKy00,22.000000,2005,106,22,76,226,5.060000,26.50000,103.3073,4.520000,18.69921,7.380000,44,1336,271,  8.63227273, 3.76909091,104.51183, -112.220544, 32.42042007, -1.60289448,-17.07841720, -802.100043, -5.252348251,13.2096821
kyler-murray-1,MurrKy00,67.159998,2019,  1,22,70,207,4.558581,34.70075,117.9980,4.233247,16.93105,7.064739,29, 519,207, 15.91000000, 5.46689655,143.72947, 1571.871087, 39.96337333, 21.94891046, -0.08671749,  518.328561,  3.196412012,30.3356621
lamar-jackson-1,JackLa00,74.000000,2018, 32,21,74,216,4.607481,34.55149,117.7306,4.265210,17.76860,7.106630,38,1086,655,  9.48157895, 3.02131579,125.25391, 1033.622147,-23.34297318, 11.40914546, -2.97474843, 1080.150687, 19.145934963,42.0977029
landry-jones-1,JoneLa02, 4.000000,2013,115,24,76,225,5.110000,31.00000,115.0000,4.300000,18.60615,7.120000,53,2183,132, 16.11660377, 6.04018868,130.45984,  864.004690, 77.08855268, 10.26562713,-12.40210917, -960.686779, -3.005014836, 8.9526616
levi-brown-1,BrowLe00, 0.000000,2010,209,23,75,229,4.930000,31.50000,106.0000,4.430000,20.00000,7.070000,23, 830, 87,  2.00391304,-4.39173913,123.70246,  376.661193, 30.59984920, -2.96426759,-13.66367112, -355.846779, -2.900714430, 5.8133157
logan-thomas-1,ThomLo00, 0.000000,2014,120,23,78,248,4.610000,35.50000,118.0000,4.180000,20.74656,7.050000,47,1248,495,  7.17382979, 2.32382979, 92.96119,  -71.750033,-58.88583986,-13.18204667,  3.45585019, -871.527823,  1.236327725,25.8783746
logan-woodside-1,WoodLo00, 0.000000,2018,249,23,73,213,4.790000,31.50000,103.0000,4.150000,17.48941,6.940000,43,1166,146,  2.23488372,-4.89558140,125.49920, 1953.273637, 68.59735147, 31.46963958, -7.25690552, -589.423307, -2.854922990, 8.5460885
luke-falk-1,FalkLu00, 1.000000,2018,199,23,76,215,4.602048,26.50000,103.0000,4.261658,17.67554,7.101975,42,2054,251,  6.37452381, 2.86023810,113.58693, -603.779058,188.85352687, 10.54802337,-18.07193015,-1566.678013, -7.773364122,19.0776629
