pos,year,age,av,player_id,g,gs
QB,1991,23,0,WareAn00,1,0
QB,1992,24,3,WareAn00,4,3
QB,1993,25,1,WareAn00,5,2
QB,1990,23,2,HodsTo00,7,6
QB,1991,24,1,HodsTo00,16,3
QB,1992,25,1,HodsTo00,9,3
QB,1995,28,0,HodsTo00,4,0
QB,1990,23,0,WillPe00,3,0
QB,1991,24,1,WillPe00,4,0
QB,1992,25,2,WillPe00,9,2
QB,1993,26,1,WillPe00,5,1
QB,1991,25,7,ODonNe00,12,8
QB,1992*,26,9,ODonNe00,12,12
QB,1993,27,11,ODonNe00,16,15
QB,1994,28,8,ODonNe00,14,14
QB,1995,29,10,ODonNe00,12,12
QB,1996,30,2,ODonNe00,6,6
QB,1997,31,9,ODonNe00,15,14
QB,1998,32,7,ODonNe00,13,11
QB,1999,33,5,ODonNe00,8,5
QB,2000,34,2,ODonNe00,7,1
QB,2001,35,2,ODonNe00,5,1
QB,2002,36,0,ODonNe00,4,0
QB,2003,37,1,ODonNe00,1,1
QB,1990,22,0,TaylTr00,2,0
QB,1991,23,0,TaylTr00,5,0
QB,1992,24,0,ConkCa00,1,0
QB,1993,25,1,ConkCa00,4,2
QB,1995,27,0,ConkCa00,2,0
QB,1991,23,0,MitcSc00,2,0
QB,1992,24,0,MitcSc00,16,0
QB,1993,25,7,MitcSc00,13,7
QB,1994,26,4,MitcSc00,9,9
QB,1995,27,16,MitcSc00,16,16
QB,1996,28,11,MitcSc00,14,14
QB,1997,29,12,MitcSc00,16,16
QB,1998,30,2,MitcSc00,2,2
QB,1999,31,1,MitcSc00,2,2
QB,2000,32,0,MitcSc00,8,5
QB,2001,33,0,MitcSc00,1,0
QB,1991,24,0,KuppCr20,1,0
QB,1990,23,0,FrieJo00,1,1
QB,1991,24,9,FrieJo00,16,16
QB,1993,26,5,FrieJo00,12,6
QB,1994,27,4,FrieJo00,16,4
QB,1995,28,3,FrieJo00,6,3
QB,1996,29,6,FrieJo00,8,6
QB,1997,30,0,FrieJo00,2,1
QB,1998,31,1,FrieJo00,6,1
QB,1999,32,0,FrieJo00,1,0
QB,2000,33,0,FrieJo00,1,0
QB,1991,24,0,BuckMi00,2,0
QB,1992,25,0,BuckMi00,2,0
QB,1993,26,1,BuckMi00,4,1
QB,1995,28,1,BuckMi00,4,0
QB,1991,24,0,McGwDa00,1,1
QB,1992,25,0,McGwDa00,2,1
QB,1993,26,0,McGwDa00,2,0
QB,1994,27,2,McGwDa00,7,3
QB,1995,28,0,McGwDa00,1,0
QB,1991,22,1,MariTo00,1,1
QB,1992,23,2,MariTo00,7,7
QB,1991,22,0,FavrBr00,2,0
QB,1992*,23,13,FavrBr00,15,13
QB,1993*,24,13,FavrBr00,16,16
QB,1994,25,16,FavrBr00,16,16
QB,1995*+,26,18,FavrBr00,16,16
QB,1996*+,27,18,FavrBr00,16,16
QB,1997*+,28,17,FavrBr00,16,16
QB,1998,29,16,FavrBr00,16,16
QB,1999,30,13,FavrBr00,16,16
QB,2000,31,13,FavrBr00,16,16
QB,2001*,32,15,FavrBr00,16,16
QB,2002*,33,13,FavrBr00,16,16
QB,2003*,34,14,FavrBr00,16,16
QB,2004,35,15,FavrBr00,16,16
QB,2005,36,9,FavrBr00,16,16
QB,2006,37,9,FavrBr00,16,16
QB,2007*,38,14,FavrBr00,16,16
QB,2008*,39,12,FavrBr00,16,16
QB,2009*,40,16,FavrBr00,16,16
QB,2010,41,5,FavrBr00,13,13
QB,1991,23,0,NaglBr00,1,0
QB,1992,24,5,NaglBr00,14,13
QB,1993,25,0,NaglBr00,3,0
QB,1994,26,0,NaglBr00,1,1
QB,1996,28,0,NaglBr00,5,0
QB,1992,25,2,ZolaSc00,6,4
QB,1993,26,0,ZolaSc00,3,0
QB,1994,27,0,ZolaSc00,16,0
QB,1995,28,1,ZolaSc00,16,1
QB,1996,29,0,ZolaSc00,3,0
QB,1997,30,0,ZolaSc00,4,0
QB,1998,31,1,ZolaSc00,6,2
QB,1999,32,0,ZolaSc00,1,0
QB,1991,24,1,HollDo00,8,1
QB,1992,25,2,HollDo00,10,1
QB,1994,27,0,HollDo00,2,0
QB,1998,31,2,HollDo00,12,6
QB,1991,24,0,MusgBi00,1,0
QB,1993,26,0,MusgBi00,1,0
QB,1994,27,0,MusgBi00,0,0
QB,1995,28,0,MusgBi00,4,0
QB,1996,29,1,MusgBi00,6,1
QB,1992,23,0,EricCr00,6,0
QB,1993,24,8,EricCr00,16,15
QB,1994,25,9,EricCr00,15,15
QB,1995,26,2,EricCr00,6,3
QB,1996,27,2,EricCr00,7,3
QB,1997,28,1,EricCr00,2,0
QB,1995,27,1,JustPa00,3,1
QB,1996,28,3,JustPa00,8,2
QB,1997,29,3,JustPa00,8,4
QB,1998,30,1,JustPa00,5,3
QB,1999,31,0,JustPa00,10,0
QB,1992,24,1,MoorSh00,3,0
QB,1992,23,3,KlinDa00,4,4
QB,1993,24,5,KlinDa00,14,13
QB,1994,25,2,KlinDa00,10,7
QB,1995,26,0,KlinDa00,3,0
QB,1996,27,1,KlinDa00,1,0
QB,1997,28,0,KlinDa00,1,0
QB,1992,21,2,MaddTo00,13,4
QB,1993,22,0,MaddTo00,16,0
QB,1994,23,0,MaddTo00,5,0
QB,1995,24,0,MaddTo00,16,0
QB,2001,30,1,MaddTo00,3,0
QB,2002,31,9,MaddTo00,15,11
QB,2003,32,10,MaddTo00,16,16
QB,2004,33,1,MaddTo00,4,3
QB,2005,34,2,MaddTo00,4,2
QB,1993,24,0,BlunMa00,1,0
QB,1994,25,0,BlunMa00,1,0
QB,1997,28,0,BlunMa00,1,0
QB,1992,22,0,SaccTo00,2,0
QB,1992,23,0,EricCr00,6,0
QB,1993,24,8,EricCr00,16,15
QB,1994,25,9,EricCr00,15,15
QB,1995,26,2,EricCr00,6,3
QB,1996,27,2,EricCr00,7,3
QB,1997,28,1,EricCr00,2,0
QB,1993,24,0,WeldCa00,3,0
QB,1994,25,0,WeldCa00,2,0
QB,1995,26,1,WeldCa00,16,0
QB,1996,27,0,WeldCa00,3,0
QB,1999,30,0,WeldCa00,2,0
QB,1992,24,0,FurrWi00,2,1
QB,1995,27,1,FurrWi00,7,1
QB,1992,22,0,BlakJe00,3,0
QB,1994,24,7,BlakJe00,10,9
QB,1995*,25,15,BlakJe00,16,16
QB,1996,26,15,BlakJe00,16,16
QB,1997,27,10,BlakJe00,11,11
QB,1998,28,3,BlakJe00,8,2
QB,1999,29,10,BlakJe00,14,12
QB,2000,30,9,BlakJe00,11,11
QB,2001,31,0,BlakJe00,1,0
QB,2002,32,6,BlakJe00,11,10
QB,2003,33,6,BlakJe00,13,13
QB,2004,34,0,BlakJe00,3,0
QB,2005,35,0,BlakJe00,2,0
QB,1992,24,2,GrahKe00,6,3
QB,1993,25,0,GrahKe00,9,0
QB,1994,26,1,GrahKe00,13,1
QB,1996,28,5,GrahKe00,10,8
QB,1997,29,3,GrahKe00,8,6
QB,1998,30,4,GrahKe00,11,6
QB,1999,31,5,GrahKe00,9,9
QB,2000,32,3,GrahKe00,12,5
QB,2001,33,0,GrahKe00,3,0
QB,1992,23,0,RichBu00,7,0
QB,1993,24,0,RichBu00,2,0
QB,1994,25,3,RichBu00,7,4
QB,1994,26,0,JohnBr00,4,0
QB,1995,27,1,JohnBr00,5,0
QB,1996,28,7,JohnBr00,12,8
QB,1997,29,11,JohnBr00,13,13
QB,1998,30,3,JohnBr00,4,2
QB,1999*,31,16,JohnBr00,16,16
QB,2000,32,7,JohnBr00,12,11
QB,2001,33,13,JohnBr00,16,16
QB,2002*,34,10,JohnBr00,13,13
QB,2003,35,10,JohnBr00,16,16
QB,2004,36,2,JohnBr00,4,4
QB,2005,37,6,JohnBr00,15,9
QB,2006,38,6,JohnBr00,15,14
QB,2007,39,0,JohnBr00,16,0
QB,2008,40,1,JohnBr00,16,3
QB,1993,25,5,RublTJ00,9,7
QB,1995,27,0,RublTJ00,1,0
QB,1993,26,0,DetmTy00,3,0
QB,1995,28,0,DetmTy00,4,0
QB,1996,29,10,DetmTy00,13,11
QB,1997,30,5,DetmTy00,8,7
QB,1998,31,1,DetmTy00,16,1
QB,1999,32,2,DetmTy00,5,2
QB,2001,34,-2,DetmTy00,4,4
QB,2003,36,0,DetmTy00,1,0
QB,1993,21,6,BledDr00,13,12
QB,1994*,22,13,BledDr00,16,16
QB,1995,23,8,BledDr00,15,15
QB,1996*,24,16,BledDr00,16,16
QB,1997*,25,14,BledDr00,16,16
QB,1998,26,12,BledDr00,14,14
QB,1999,27,11,BledDr00,16,16
QB,2000,28,11,BledDr00,16,16
QB,2001,29,2,BledDr00,2,2
QB,2002*,30,14,BledDr00,16,16
QB,2003,31,7,BledDr00,16,16
QB,2004,32,10,BledDr00,16,16
QB,2005,33,11,BledDr00,16,16
QB,2006,34,4,BledDr00,6,6
QB,1993,23,10,MireRi00,16,16
QB,1994,24,8,MireRi00,13,13
QB,1995,25,8,MireRi00,15,13
QB,1996,26,4,MireRi00,11,9
QB,1997,27,1,MireRi00,7,3
QB,1999,29,2,MireRi00,8,6
QB,2000,30,0,MireRi00,1,0
QB,2003,33,3,MireRi00,9,8
QB,1995,24,1,HobeBi00,4,2
QB,1996,25,2,HobeBi00,8,3
QB,1997,26,2,HobeBi00,7,4
QB,1998,27,0,HobeBi00,1,1
QB,1999,28,2,HobeBi00,9,7
QB,1994,24,0,BrunMa00,2,0
QB,1995,25,9,BrunMa00,13,10
QB,1996*,26,16,BrunMa00,16,16
QB,1997*,27,15,BrunMa00,14,14
QB,1998,28,11,BrunMa00,13,13
QB,1999*,29,12,BrunMa00,15,15
QB,2000,30,15,BrunMa00,16,16
QB,2001,31,12,BrunMa00,15,15
QB,2002,32,12,BrunMa00,15,15
QB,2003,33,2,BrunMa00,3,3
QB,2004,34,0,BrunMa00,9,9
QB,2005,35,10,BrunMa00,16,15
QB,2006,36,6,BrunMa00,10,9
QB,2008,38,0,BrunMa00,2,0
QB,2009,39,0,BrunMa00,16,1
QB,2010,40,0,BrunMa00,2,0
QB,2011,41,0,BrunMa00,16,0
QB,1993,23,0,ToreGi00,1,0
QB,1996,26,0,ToreGi00,1,0
QB,1995,25,0,VanPAl00,1,0
QB,1996,26,0,VanPAl00,1,0
QB,1997,27,2,VanPAl00,6,3
QB,1998,28,0,VanPAl00,1,0
QB,1999,29,0,VanPAl00,1,0
QB,2000,30,0,VanPAl00,1,0
QB,2001,31,5,VanPAl00,12,8
QB,2002,32,0,VanPAl00,2,0
QB,2003,33,0,VanPAl00,6,0
QB,1994,24,2,GrbaEl00,11,0
QB,1995,25,6,GrbaEl00,16,5
QB,1996,26,3,GrbaEl00,15,4
QB,1997,27,9,GrbaEl00,10,10
QB,1998,28,0,GrbaEl00,8,6
QB,1999,29,10,GrbaEl00,16,16
QB,2000*,30,15,GrbaEl00,15,15
QB,2001,31,8,GrbaEl00,14,14
QB,1997,27,0,GreeTr00,1,0
QB,1998,28,10,GreeTr00,15,14
QB,2000,30,10,GreeTr00,8,5
QB,2001,31,13,GreeTr00,16,16
QB,2002,32,18,GreeTr00,16,16
QB,2003*,33,18,GreeTr00,16,16
QB,2004,34,17,GreeTr00,16,16
QB,2005*,35,15,GreeTr00,16,16
QB,2006,36,5,GreeTr00,8,8
QB,2007,37,3,GreeTr00,5,5
QB,2008,38,1,GreeTr00,3,1
QB,1994,23,4,ShulHe00,11,8
QB,1995,24,3,ShulHe00,7,5
QB,1996,25,0,ShulHe00,1,0
QB,1997,26,-1,ShulHe00,10,9
QB,1994,22,1,DilfTr00,5,2
QB,1995,23,6,DilfTr00,16,16
QB,1996,24,8,DilfTr00,16,16
QB,1997*,25,12,DilfTr00,16,16
QB,1998,26,10,DilfTr00,16,16
QB,1999,27,6,DilfTr00,10,10
QB,2000,28,5,DilfTr00,11,8
QB,2001,29,3,DilfTr00,6,4
QB,2002,30,4,DilfTr00,6,6
QB,2003,31,0,DilfTr00,5,0
QB,2004,32,1,DilfTr00,5,2
QB,2005,33,6,DilfTr00,11,11
QB,2007,35,-2,DilfTr00,7,6
QB,1994,23,0,KleiPe20,2,0
QB,1996,26,1,NussDo00,2,1
QB,1997,27,1,NussDo00,3,1
QB,1995,24,1,MillJi00,3,0
QB,1996,25,0,MillJi00,2,1
QB,1999,28,3,MillJi00,5,3
QB,2000,29,1,MillJi00,3,2
QB,2001,30,7,MillJi00,14,13
QB,2002,31,5,MillJi00,10,8
QB,1994,23,2,FrerGu00,4,4
QB,1995,24,8,FrerGu00,16,11
QB,1996*,25,14,FrerGu00,16,16
QB,1997,26,9,FrerGu00,13,13
QB,1998,27,1,FrerGu00,3,2
QB,1999,28,7,FrerGu00,9,6
QB,2000,29,8,FrerGu00,10,6
QB,2001,30,1,FrerGu00,4,1
QB,2002,31,1,FrerGu00,4,3
QB,2003,32,2,FrerGu00,16,2
QB,2004,33,0,FrerGu00,16,0
QB,2005,34,9,FrerGu00,16,15
QB,2006,35,0,FrerGu00,1,0
QB,2007,36,-2,FrerGu00,8,3
QB,2008,37,6,FrerGu00,11,11
QB,1996,24,0,WalkJa22,1,0
QB,1997,25,0,WalkJa22,0,0
QB,1997,27,1,MattSt00,2,1
QB,1998,28,0,MattSt00,1,0
QB,1994,24,0,FoleGl00,1,0
QB,1995,25,0,FoleGl00,1,0
QB,1996,26,2,FoleGl00,5,3
QB,1997,27,2,FoleGl00,6,2
QB,1998,28,3,FoleGl00,5,3
QB,1999,29,1,FoleGl00,3,1
QB,1995,22,2,McNaSt00,4,2
QB,1996,23,5,McNaSt00,9,4
QB,1997,24,15,McNaSt00,16,16
QB,1998,25,15,McNaSt00,16,16
QB,1999,26,10,McNaSt00,11,11
QB,2000*,27,12,McNaSt00,16,15
QB,2001,28,13,McNaSt00,15,15
QB,2002,29,15,McNaSt00,16,16
QB,2003*,30,14,McNaSt00,14,14
QB,2004,31,3,McNaSt00,8,8
QB,2005*,32,10,McNaSt00,14,14
QB,2006,33,10,McNaSt00,16,16
QB,2007,34,1,McNaSt00,6,6
QB,1995,23,5,CollKe00,15,13
QB,1996*,24,10,CollKe00,13,12
QB,1997,25,3,CollKe00,13,13
QB,1998,26,4,CollKe00,11,11
QB,1999,27,6,CollKe00,10,7
QB,2000,28,13,CollKe00,16,16
QB,2001,29,10,CollKe00,16,16
QB,2002,30,13,CollKe00,16,16
QB,2003,31,7,CollKe00,13,13
QB,2004,32,10,CollKe00,14,13
QB,2005,33,11,CollKe00,15,15
QB,2006,34,2,CollKe00,4,3
QB,2007,35,2,CollKe00,6,1
QB,2008*,36,8,CollKe00,16,15
QB,2009,37,1,CollKe00,7,6
QB,2010,38,6,CollKe00,10,7
QB,2011,39,1,CollKe00,3,3
QB,1995,24,1,CollTo00,7,1
QB,1996,25,2,CollTo00,7,3
QB,1997,26,6,CollTo00,14,13
QB,2001,30,0,CollTo00,1,0
QB,2002,31,0,CollTo00,3,0
QB,2003,32,0,CollTo00,5,0
QB,2004,33,0,CollTo00,2,0
QB,2005,34,0,CollTo00,1,0
QB,2007,36,2,CollTo00,4,3
QB,2009,38,0,CollTo00,3,0
QB,2010,39,0,CollTo00,2,1
QB,1995,23,3,StewKo00,10,2
QB,1996,24,5,StewKo00,16,2
QB,1997,25,16,StewKo00,16,16
QB,1998,26,6,StewKo00,16,16
QB,1999,27,6,StewKo00,16,12
QB,2000,28,10,StewKo00,16,11
QB,2001*,29,15,StewKo00,16,16
QB,2002,30,5,StewKo00,7,5
QB,2003,31,3,StewKo00,9,7
QB,2004,32,0,StewKo00,2,0
QB,2005,33,0,StewKo00,1,0
QB,1995,23,0,CaseSt00,2,0
QB,1997,25,1,CaseSt00,3,1
QB,1999,27,1,CaseSt00,10,4
QB,2000,28,2,CaseSt00,5,1
QB,1995,23,-2,ZeieEr00,7,4
QB,1996,24,0,ZeieEr00,1,0
QB,1997,25,2,ZeieEr00,5,3
QB,1998,26,4,ZeieEr00,10,4
QB,1999,27,1,ZeieEr00,2,1
QB,2000,28,0,ZeieEr00,3,0
QB,1995,22,0,JohnRo00,1,0
QB,1996,23,0,JohnRo00,2,0
QB,1997,24,2,JohnRo00,5,1
QB,1998,25,5,JohnRo00,8,6
QB,1999,26,1,JohnRo00,2,1
QB,2000,27,8,JohnRo00,12,11
QB,2001,28,5,JohnRo00,8,8
QB,2002,29,2,JohnRo00,6,2
QB,2003,30,0,JohnRo00,4,0
QB,1995,23,0,BarrDa20,2,0
QB,1996,25,0,StenSt00,1,0
QB,1997,26,0,StenSt00,3,0
QB,1998,27,4,StenSt00,7,7
QB,1999,28,2,StenSt00,6,3
QB,1997,26,1,WhelCr00,9,7
QB,1998,27,0,WhelCr00,10,7
QB,1996,23,9,BankTo00,14,13
QB,1997,24,10,BankTo00,16,16
QB,1998,25,7,BankTo00,14,14
QB,1999,26,7,BankTo00,12,10
QB,2000,27,5,BankTo00,11,8
QB,2001,28,8,BankTo00,15,14
QB,2003,30,2,BankTo00,7,3
QB,2004,31,0,BankTo00,5,0
QB,2005,32,1,BankTo00,2,0
QB,1996,24,0,HoyiBo00,1,0
QB,1997,25,5,HoyiBo00,7,6
QB,1998,26,-3,HoyiBo00,8,7
QB,1999,27,0,HoyiBo00,2,0
QB,2000,28,0,HoyiBo00,4,0
QB,1996,23,1,LewiJe01,2,0
QB,1997,24,0,LewiJe01,3,0
QB,1999,26,0,LewiJe01,2,0
QB,2000,27,1,LewiJe01,5,0
QB,1996,23,1,KaneDa00,4,0
QB,1997,24,5,KaneDa00,16,10
QB,1998,25,3,KaneDa00,10,10
QB,1999,26,2,KaneDa00,3,1
QB,2000,27,2,KaneDa00,5,1
QB,2003,30,2,KaneDa00,5,2
QB,1997,25,1,DrucJi00,4,1
QB,1998,26,0,DrucJi00,2,0
QB,1997,23,7,PlumJa00,10,9
QB,1998,24,12,PlumJa00,16,16
QB,1999,25,2,PlumJa00,12,11
QB,2000,26,7,PlumJa00,14,14
QB,2001,27,12,PlumJa00,16,16
QB,2002,28,7,PlumJa00,16,16
QB,2003,29,10,PlumJa00,11,11
QB,2004,30,14,PlumJa00,16,16
QB,2005*,31,15,PlumJa00,16,16
QB,2006,32,6,PlumJa00,16,11
QB,1997,23,1,WuerDa00,7,2
QB,1998,24,2,WuerDa00,5,4
QB,1999,25,1,WuerDa00,4,0
QB,2000,26,0,WuerDa00,1,0
QB,2001,27,0,WuerDa00,1,0
QB,2002,28,2,WuerDa00,7,4
QB,1997,24,0,GrazTo00,3,1
QB,1998,25,1,GrazTo00,4,1
QB,1999,26,2,GrazTo00,11,3
QB,1998,25,1,DetmKo00,8,5
QB,1999,26,0,DetmKo00,1,1
QB,2000,27,0,DetmKo00,16,0
QB,2001,28,0,DetmKo00,16,0
QB,2002,29,1,DetmKo00,14,1
QB,2003,30,0,DetmKo00,16,0
QB,2004,31,1,DetmKo00,16,1
QB,2005,32,1,DetmKo00,16,0
QB,2006,33,0,DetmKo00,0,0
QB,1998,24,0,RichWa00,1,0
QB,1998,22,11,MannPe00,16,16
QB,1999*,23,18,MannPe00,16,16
QB,2000*,24,17,MannPe00,16,16
QB,2001,25,15,MannPe00,16,16
QB,2002*,26,15,MannPe00,16,16
QB,2003*+,27,18,MannPe00,16,16
QB,2004*+,28,21,MannPe00,16,16
QB,2005*+,29,18,MannPe00,16,16
QB,2006*,30,20,MannPe00,16,16
QB,2007*,31,17,MannPe00,16,16
QB,2008*+,32,16,MannPe00,16,16
QB,2009*+,33,17,MannPe00,16,16
QB,2010*,34,16,MannPe00,16,16
QB,2012*+,36,15,MannPe00,16,16
QB,2013*+,37,19,MannPe00,16,16
QB,2014*,38,16,MannPe00,16,16
QB,2015,39,2,MannPe00,10,9
QB,1998,22,-2,LeafRy00,10,9
QB,2000,24,2,LeafRy00,11,9
QB,2001,25,1,LeafRy00,4,3
QB,1998,24,9,BatcCh00,12,12
QB,1999,25,7,BatcCh00,11,10
QB,2000,26,9,BatcCh00,15,15
QB,2001,27,6,BatcCh00,10,9
QB,2003,29,0,BatcCh00,4,0
QB,2005,31,1,BatcCh00,4,2
QB,2006,32,2,BatcCh00,8,1
QB,2007,33,1,BatcCh00,7,1
QB,2009,35,0,BatcCh00,1,0
QB,2010,36,1,BatcCh00,3,2
QB,2011,37,1,BatcCh00,4,1
QB,2012,38,1,BatcCh00,2,2
QB,1998,23,2,QuinJo00,4,2
QB,2000,25,0,QuinJo00,1,0
QB,2001,26,1,QuinJo00,6,1
QB,2002,27,0,QuinJo00,1,0
QB,2004,29,1,QuinJo00,5,3
QB,1998,23,0,GrieBr00,1,0
QB,1999,24,10,GrieBr00,14,13
QB,2000*,25,12,GrieBr00,10,10
QB,2001,26,11,GrieBr00,15,15
QB,2002,27,11,GrieBr00,13,13
QB,2003,28,3,GrieBr00,5,5
QB,2004,29,7,GrieBr00,11,10
QB,2005,30,3,GrieBr00,6,6
QB,2006,31,1,GrieBr00,6,0
QB,2007,32,4,GrieBr00,7,6
QB,2008,33,0,GrieBr00,5,5
QB,1999,24,0,HassMa00,16,0
QB,2000,25,0,HassMa00,16,0
QB,2001,26,7,HassMa00,13,12
QB,2002,27,11,HassMa00,16,10
QB,2003*,28,15,HassMa00,16,16
QB,2004,29,11,HassMa00,14,14
QB,2005*,30,15,HassMa00,16,16
QB,2006,31,8,HassMa00,12,12
QB,2007*,32,11,HassMa00,16,16
QB,2008,33,0,HassMa00,7,7
QB,2009,34,7,HassMa00,14,14
QB,2010,35,8,HassMa00,14,14
QB,2011,36,9,HassMa00,16,16
QB,2012,37,3,HassMa00,8,5
QB,2013,38,0,HassMa00,3,0
QB,2014,39,1,HassMa00,4,0
QB,2015,40,4,HassMa00,8,8
QB,1998,23,0,MoreMo00,2,1
QB,1999,24,0,MoreMo00,1,0
QB,2000,25,1,MoreMo00,6,2
QB,1999,22,8,CoucTi00,15,14
QB,2000,23,4,CoucTi00,7,7
QB,2001,24,9,CoucTi00,16,16
QB,2002,25,8,CoucTi00,14,14
QB,2003,26,4,CoucTi00,10,8
QB,1999,23,1,McNaDo00,12,6
QB,2000*,24,15,McNaDo00,16,16
QB,2001*,25,14,McNaDo00,16,16
QB,2002*,26,10,McNaDo00,10,10
QB,2003*,27,15,McNaDo00,16,16
QB,2004*,28,16,McNaDo00,15,15
QB,2005,29,7,McNaDo00,9,9
QB,2006,30,11,McNaDo00,10,10
QB,2007,31,12,McNaDo00,14,14
QB,2008,32,12,McNaDo00,16,16
QB,2009*,33,13,McNaDo00,14,14
QB,2010,34,8,McNaDo00,13,13
QB,2011,35,4,McNaDo00,6,6
QB,1999,24,0,SmitAk00,7,4
QB,2000,25,2,SmitAk00,12,11
QB,2001,26,0,SmitAk00,2,1
QB,2002,27,0,SmitAk00,1,1
QB,1999,22,0,CulpDa00,1,0
QB,2000*,23,20,CulpDa00,16,16
QB,2001,24,11,CulpDa00,11,11
QB,2002,25,16,CulpDa00,16,16
QB,2003*,26,17,CulpDa00,14,14
QB,2004*,27,20,CulpDa00,16,16
QB,2005,28,5,CulpDa00,7,7
QB,2006,29,2,CulpDa00,4,4
QB,2007,30,4,CulpDa00,7,6
QB,2008,31,2,CulpDa00,5,5
QB,2009,32,1,CulpDa00,8,5
QB,1999,22,3,McNoCa00,15,6
QB,2000,23,5,McNoCa00,10,9
QB,1999,22,3,KingSh00,6,5
QB,2000,23,14,KingSh00,16,16
QB,2001,24,1,KingSh00,3,0
QB,2002,25,0,KingSh00,3,1
QB,2003,26,0,KingSh00,3,0
QB,2004,27,1,KingSh00,3,2
QB,2000,24,2,HuarBr00,5,4
QB,2001,25,0,HuarBr00,1,0
QB,2003,27,0,HuarBr00,2,0
QB,1999,24,1,GermJo00,3,0
QB,2000,24,7,BrooAa00,8,5
QB,2001,25,15,BrooAa00,16,16
QB,2002,26,17,BrooAa00,16,16
QB,2003,27,13,BrooAa00,16,16
QB,2004,28,13,BrooAa00,16,16
QB,2005,29,8,BrooAa00,13,13
QB,2006,30,0,BrooAa00,8,8
QB,2000,24,0,BishMi00,8,0
QB,1999,23,0,GreiCh00,2,0
QB,2000,24,0,GreiCh00,3,0
QB,1999,23,0,CoviSc00,3,0
QB,2002,26,0,CoviSc00,1,1
QB,2000,24,0,PennCh01,1,0
QB,2001,25,0,PennCh01,2,0
QB,2002,26,12,PennCh01,15,12
QB,2003,27,7,PennCh01,10,9
QB,2004,28,10,PennCh01,13,13
QB,2005,29,2,PennCh01,3,3
QB,2006,30,12,PennCh01,16,16
QB,2007,31,5,PennCh01,9,8
QB,2008,32,13,PennCh01,16,16
QB,2009,33,1,PennCh01,3,3
QB,2010,34,0,PennCh01,1,1
QB,2000,23,0,RedmCh00,2,0
QB,2001,24,0,RedmCh00,0,0
QB,2002,25,3,RedmCh00,6,6
QB,2003,26,0,RedmCh00,2,0
QB,2007,30,3,RedmCh00,7,4
QB,2009,32,3,RedmCh00,6,2
QB,2010,33,0,RedmCh00,2,0
QB,2011,34,1,RedmCh00,5,0
QB,2001,23,0,MartTe00,1,0
QB,2003,25,0,MartTe00,2,0
QB,2002,25,5,BulgMa00,7,7
QB,2003*,26,14,BulgMa00,15,15
QB,2004,27,11,BulgMa00,14,14
QB,2005,28,7,BulgMa00,8,8
QB,2006*,29,15,BulgMa00,16,16
QB,2007,30,5,BulgMa00,12,12
QB,2008,31,5,BulgMa00,15,15
QB,2009,32,2,BulgMa00,9,8
QB,2000,22,0,WynnSp00,7,1
QB,2001,23,2,WynnSp00,3,2
QB,2000,23,0,BradTo00,1,0
QB,2001*,24,12,BradTo00,15,14
QB,2002,25,13,BradTo00,16,16
QB,2003,26,11,BradTo00,16,16
QB,2004*,27,16,BradTo00,16,16
QB,2005*,28,15,BradTo00,16,16
QB,2006,29,14,BradTo00,16,16
QB,2007*+,30,23,BradTo00,16,16
QB,2008,31,0,BradTo00,1,1
QB,2009*,32,17,BradTo00,16,16
QB,2010*+,33,18,BradTo00,16,16
QB,2011*,34,21,BradTo00,16,16
QB,2012*,35,19,BradTo00,16,16
QB,2013*,36,13,BradTo00,16,16
QB,2014*,37,16,BradTo00,16,16
QB,2015*,38,18,BradTo00,16,16
QB,2016*,39,13,BradTo00,12,12
QB,2017*+,40,20,BradTo00,16,16
QB,2018*,41,14,BradTo00,16,16
QB,2019,42,12,BradTo00,16,16
QB,2020,43,15,BradTo00,16,16
QB,2021*,44,16,BradTo00,17,17
QB,2022,45,10,BradTo00,17,17
QB,2000,22,0,HusaTo20,1,0
QB,2000,23,0,RattTi00,1,0
QB,2001,24,0,RattTi00,3,0
QB,2002,25,1,RattTi00,4,0
QB,2003,26,3,RattTi00,11,3
QB,2004,27,5,RattTi00,9,9
QB,2005,28,2,RattTi00,4,4
QB,2006,29,2,RattTi00,4,2
QB,2007,30,0,RattTi00,4,0
QB,2000,23,0,JackJa01,2,0
QB,2001,24,0,JackJa01,1,0
QB,2002,25,0,JackJa01,1,0
QB,2003,26,0,JackJa01,1,1
QB,2000,23,0,HamiJo20,1,0
QB,2001,21,4,VickMi00,8,2
QB,2002*,22,17,VickMi00,15,15
QB,2003,23,4,VickMi00,5,4
QB,2004*,24,15,VickMi00,15,15
QB,2005*,25,13,VickMi00,15,15
QB,2006,26,15,VickMi00,16,16
QB,2009,29,1,VickMi00,12,1
QB,2010*,30,15,VickMi00,12,12
QB,2011,31,12,VickMi00,13,13
QB,2012,32,7,VickMi00,10,10
QB,2013,33,5,VickMi00,7,6
QB,2014,34,2,VickMi00,10,3
QB,2015,35,2,VickMi00,5,3
QB,2001,22,1,BreeDr00,1,0
QB,2002,23,10,BreeDr00,16,16
QB,2003,24,6,BreeDr00,11,11
QB,2004*,25,17,BreeDr00,15,15
QB,2005,26,15,BreeDr00,16,16
QB,2006*+,27,15,BreeDr00,16,16
QB,2007,28,14,BreeDr00,16,16
QB,2008*,29,17,BreeDr00,16,16
