pos,av,g,gs,player_id
,1,26,16,HollJa01
TE,1,26,16,HollJa01
WR,22,52,28,McCaJu00
TE,5,64,41,ManuBr00
WR,1,55,4,BannAl00
TE,0,30,2,BabeBi00
TE,2,38,17,StewTo00
,8,34,8,AndeSc00
WR,8,34,8,AndeSc00
WR,7,41,3,McCaDa00
WR,3,57,1,BerlEd00
WR,12,53,19,WilsCe00
TE,4,47,9,MartDa00
WR,15,46,19,HousTJ00
,2,16,1,GermRe00
WR,2,16,1,GermRe00
TE,18,57,47,JohnEr00
,0,25,2,RobeMi00
TE,0,13,1,RobeMi00
,1,29,NA,RambKe00
WR,1,29,0,RambKe00
,5,25,2,McCoQu00
WR,5,25,2,McCoQu00
WR,2,42,3,KingAn00
WR,25,56,33,StalDo00
TE,27,54,53,ShocJe00
WR,32,64,40,LeliAs00
WR,26,48,18,WalkJa00
TE,11,51,38,GrahDa00
TE,12,60,20,StevJe00
WR,18,64,50,GaffJa00
WR,16,60,25,ReedJo01
WR,7,37,3,CartTi00
WR,15,48,23,DaviAn01
WR,12,47,14,CaldRe00
TE,12,63,32,JollDo00
WR,29,64,23,RandAn00
WR,18,57,35,BryaAn00
WR,27,53,43,BranDe00
TE,9,63,13,SchoMa00
TE,5,52,9,BakeCh00
TE,2,62,19,PeelJu00
TE,23,64,64,McMiRa01
,0,23,1,LuzaCh00
TE,0,23,1,LuzaCh00
,1,28,15,SandDa00
TE,1,28,15,SandDa00
,1,22,4,JohnRo03
WR,1,22,4,JohnRo03
TE,0,29,9,OwenJo00
WR,4,34,11,McAdJa00
TE,5,53,35,JoneTe00
TE,4,51,44,RoyaRo00
TE,2,52,5,HannRy00
TE,1,22,3,HeinKe00
TE,11,39,10,PutzJe00
TE,1,55,6,GilmJo00
,0,12,3,HuntJa00
WR,0,12,3,HuntJa00
,8,46,18,FletBr00
TE,8,46,18,FletBr00
,1,6,NA,NewsKe00
WR,1,6,0,NewsKe00
WR,6,31,5,CurrRo01
TE,0,24,3,MurpMa00
WR,22,53,27,GiveDa00
,4,15,9,RogeCh01
WR,4,15,9,RogeCh01
WR,37,61,61,JohnAn02
WR,16,61,31,JohnBr02
TE,20,52,49,ClarDa00
WR,2,46,7,JacoTa00
WR,36,56,55,BoldAn00
,5,27,8,CaliTy00
WR,5,27,8,CaliTy00
,2,30,9,JohnTe00
TE,2,30,9,JohnTe00
WR,8,44,6,WashKe00
TE,25,63,53,WittJa00
WR,22,60,40,BurlNa00
WR,14,51,11,CurtKe00
TE,1,43,15,SeidMi00
TE,2,64,23,ShiaVi00
WR,4,45,0,McMuBi00
TE,7,51,20,WrigGe00
WR,9,56,3,McDoSh00
WR,15,60,41,LloyBr00
WR,3,52,2,AikeSa00
WR,8,54,16,WadeBo00
WR,8,49,16,GageJu00
TE,5,62,22,LeexDo00
,0,11,NA,MadiAd00
WR,0,11,0,MadiAd00
TE,3,55,15,WalkAa00
WR,15,57,12,GabrDo00
,3,28,2,KircDa00
WR,3,28,2,KircDa00
WR,12,48,23,BattAr00
WR,5,61,5,TyreDa00
,0,5,2,SmitTr01
TE,0,5,2,SmitTr01
,0,16,NA,YounWa00
WR,0,9,0,YounWa00
,0,21,2,GardTa00
WR,0,21,2,GardTa00
TE,2,27,6,AnguRi00
WR,5,59,4,WaltKe00
WR,36,60,60,FitzLa00
Missed season - Injured (torn ACL),NA,NA,NA,WinsKe01
TE,17,34,32,WinsKe01
WR,31,55,52,WillRo04
WR,22,63,42,WillRe00
WR,34,64,57,EvanLe00
WR,18,56,36,ClayMi00
WR,15,61,34,JenkMi00
,1,14,NA,WoodRa00
WR,1,14,0,WoodRa00
TE,16,41,31,WatsBe00
TE,8,55,29,TrouBe00
WR,13,45,19,HendDe00
,4,22,2,WattDa00
WR,4,22,2,WattDa00
FB,2,32,22,WilsKr00
TE,0,17,1,WilsKr00
WR,13,55,42,ColbKe00
TE,2,45,15,HartBe00
WR,0,2,0,HamiDe20
WR,16,58,32,BerrBe00
TE,23,64,57,CoolCh00
WR,2,30,1,DarlDe00
WR,14,47,31,ParkSa00
WR,23,59,32,CotcJe00
TE,1,34,8,EuhuTi00
WR,22,63,37,WilfEr00
,0,15,2,MoraJo00
WR,0,15,2,MoraJo00
TE,0,35,6,RyanSe00
,8,33,9,CartDr00
WR,8,33,9,CartDr00
,1,13,NA,TaylJa00
WR,1,13,0,TaylJa00
,1,14,1,KrauRy00
TE,1,14,1,KrauRy00
TE,0,18,2,LawrNa00
TE,0,14,2,KranMa00
,2,29,8,MoorCl00
WR,2,29,8,MoorCl00
,2,18,1,SmitJo00
WR,2,18,1,SmitJo00
WR,18,50,20,CrayPa00
FB,0,7,7,DugaJe00
TE,1,31,5,DugaJe00
TE,5,57,35,GainMi00
TE,6,43,28,AndeCo00
WR,29,58,54,EdwaBr00
WR,8,47,23,WillTr01
WR,5,32,7,WillMi03
WR,23,54,15,JoneMa00
WR,23,62,47,ClayMa01
WR,34,64,43,WhitRo00
TE,19,62,61,MillHe00
WR,20,58,43,BrowRe01
WR,8,44,12,BradMa00
WR,12,55,6,ParrRo00
,0,3,NA,MurpTe00
WR,0,3,0,MurpTe00
WR,28,56,39,JackVi00
TE,11,58,43,SmitAl02
WR,15,47,12,HenrCh00
,0,17,5,EverKe00
TE,0,17,5,EverKe00
WR,12,51,27,JoneBr02
,1,5,NA,ThorCr00
WR,1,5,0,ThorCr00
WR,10,56,16,WillRo05
TE,15,62,39,ScaiBo00
,0,8,NA,RidgDa00
WR,0,8,0,RidgDa00
TE,5,59,14,DreeJo00
,0,14,NA,MaxwMa00
WR,0,9,0,MaxwMa00
,0,8,NA,WarrPa00
WR,0,8,0,WarrPa00
,1,10,4,McCoLe00
WR,1,10,4,McCoLe00
TE,0,61,25,BajeBi00
TE,19,56,54,DaviVe00
WR,37,60,48,HolmSa00
TE,15,62,50,LewiMa00
,2,18,1,JackCh00
WR,2,18,1,JackCh00
WR,4,37,2,MossSi00
TE,3,49,38,KlopJo00
WR,37,59,52,JennGr00
TE,10,62,40,FasaAn00
TE,17,57,28,ScheTo00
TE,5,55,33,PopeLe00
,0,4,1,WilsTr00
WR,0,4,1,WilsTr00
WR,5,40,1,HagaDe00
TE,7,47,21,ThomDa02
WR,4,44,10,StovMa00
TE,0,18,0,ByrdDo00
,1,7,NA,ReidWi00
WR,1,7,0,ReidWi00
TE,23,54,52,DaniOw00
WR,12,54,23,AvanJa00
WR,9,44,4,WillDe03
WR,35,61,45,MarsBr00
WR,9,48,9,HixoDo00
,1,8,1,HagaMa00
WR,1,6,1,HagaMa00
,0,4,NA,PociJa00
TE,0,4,0,PociJa00
TE,7,60,46,KingJe00
,2,31,12,SypnQu00
TE,2,31,12,SypnQu00
FB,2,16,8,WalkHu00
TE,1,16,10,WalkHu00
WR,1,22,3,WalkHu00
,2,31,3,WebbJe00
WR,2,31,3,WebbJe00
,1,21,1,WatkTo20
WR,1,21,1,WatkTo20
WR,9,46,11,AromDe00
,0,11,0,MassTi20
TE,0,11,0,MassTi20
WR,9,58,13,ObomBe00
TE,3,16,8,AndeDa01
WR,3,33,1,AndeDa01
WR,39,57,46,ColsMa00
WR,34,60,55,JohnCa00
WR,20,61,35,GinnTe00
WR,32,59,56,BoweDw00
WR,23,62,25,MeacRo00
WR,7,25,2,DaviCr00
TE,17,62,39,OlseGr00
WR,16,32,12,GonzAn00
TE,21,62,61,MillZa01
WR,21,48,26,RiceSi01
WR,4,32,3,JarrDw00
WR,22,46,26,SmitSt02
WR,15,59,11,JoneJa03
WR,8,38,20,RobiLa01
WR,7,40,3,HillJa00
TE,2,60,39,SpaeMa00
WR,21,58,17,JoneJa04
WR,17,44,32,WalkMi01
,0,5,NA,WillPa00
WR,0,5,0,WillPa00
WR,9,60,11,HiggJo00
TE,0,27,2,ChanSc00
,0,8,2,MilnMa00
TE,0,8,2,MilnMa00
WR,23,60,26,BreaSt00
,3,26,NA,AlliAu00
WR,3,26,0,AlliAu00
TE,15,58,45,BossKe00
TE,7,62,22,RosaDa00
WR,4,38,3,ClowDa00
TE,19,64,41,CeleBr00
,0,7,NA,HallRo02
WR,0,7,0,HallRo02
WR,9,54,10,NaanLe00
,1,18,4,TaylCo00
WR,1,18,4,TaylCo00
,0,23,2,KentJo20
WR,0,14,1,KentJo20
TE,4,42,20,PatrBe00
TE,2,25,15,SchoDe00
,0,8,NA,BakeDa01
WR,0,8,0,BakeDa01
,2,8,NA,BrouJo00
WR,2,8,0,BrouJo00
,1,16,5,StepSy20
WR,1,16,5,StepSy20
WR,10,45,8,StucCh20
TE,22,64,43,KellDu00
WR,15,55,43,AverDo00
WR,4,40,11,ThomDe02
WR,26,61,15,NelsJo00
TE,12,61,44,CarlJo00
,1,16,3,HardJa00
WR,1,16,3,HardJa00
WR,21,57,45,RoyaEd00
WR,9,29,18,SimpJe00
TE,12,55,33,DaviFr01
WR,42,60,59,JackDe00
,3,21,10,KellMa01
WR,3,21,10,KellMa01
,1,20,NA,SweeLi00
WR,1,20,0,SweeLi00
TE,6,60,31,BennMa00
WR,15,51,22,BennEa00
,2,24,8,CottBr00
TE,2,24,8,CottBr00
WR,10,42,11,DoucEa00
WR,17,63,9,DougHa00
TE,2,58,28,StevCr00
TE,20,48,29,FinlJe00
WR,19,49,28,MannMa01
WR,11,51,14,CaldAn00
,1,13,1,FranWi00
WR,1,13,1,FranWi00
TE,0,13,2,RuckMa00
WR,7,45,3,HawkLa00
TE,7,60,14,TammJa00
,3,22,7,BurtKe00
WR,3,22,7,BurtKe00
,2,18,11,FineDe00
TE,2,18,11,FineDe00
Missed season - Injured (broken ankle),NA,NA,NA,BarnGa01
TE,2,47,6,BarnGa01
TE,3,64,20,DaviKe01
WR,15,49,32,MorgJo00
,0,1,1,HubbPa00
WR,0,1,1,HubbPa00
,2,9,4,SantTo00
TE,2,9,4,SantTo00
WR,24,58,43,GarcPi00
WR,0,2,0,HarpJu01
,1,27,2,SwaiBr00
WR,1,27,2,SwaiBr00
WR,17,48,30,JohnSt00
WR,6,44,19,SchiCh00
,1,5,NA,ArriAd00
WR,1,5,0,ArriAd00
WR,18,56,53,HeywDa00
WR,31,58,56,CrabMi00
WR,29,59,57,MaclJe00
TE,19,57,54,PettBr00
WR,41,54,43,HarvPe00
WR,34,55,44,NickHa01
WR,21,45,27,BritKe00
WR,3,37,14,RobiBr00
WR,12,54,43,MassMo00
WR,35,63,48,WallMi00
WR,5,29,1,BardRa00
WR,1,24,1,TurnPa00
TE,15,59,11,CookJa02
WR,4,35,8,ButlDe00
TE,0,35,3,CoffCh00
TE,2,48,4,BeckTr00
WR,22,61,32,ThomMi01
WR,22,60,38,HartBr00
,1,17,13,NelsSh00
TE,1,17,13,NelsSh00
,0,17,2,HillAn00
TE,0,12,2,HillAn00
WR,15,57,24,MurpLo00
WR,18,42,16,CollAu00
,21,45,27,KnoxJo00
WR,21,45,27,KnoxJo00
,4,21,5,DillJa00
WR,4,21,5,DillJa00
FB,5,30,16,CaseJa00
TE,2,31,4,CaseJa00
TE,8,48,19,MillZa02
TE,2,50,26,PascBe00
WR,9,34,20,GibsBr00
TE,8,58,28,MyerBr00
TE,2,63,26,PhilJo00
,0,2,NA,JohnMa04
WR,0,2,0,JohnMa04
WR,11,48,13,EdelJu00
WR,5,33,4,StroSa00
TE,0,35,8,OConJa00
TE,2,52,26,JohnDa05
,0,10,NA,MitcMa00
WR,0,10,0,MitcMa00
,2,27,7,MorrCa00
TE,2,27,7,MorrCa00
WR,5,33,3,UndeTi00
TE,1,23,5,GronDa00
TE,20,59,52,GresJe00
WR,33,53,39,ThomDe03
WR,38,59,45,BryaDe01
WR,8,52,24,BennAr00
TE,35,50,44,GronRo00
WR,22,58,33,TateGo00
TE,10,60,44,DickEd00
WR,11,54,17,WillDa04
WR,22,60,36,LaFeBr00
WR,17,56,18,SandEm00
WR,9,30,8,ShipJo00
WR,28,62,44,DeckEr00
WR,15,62,35,RobeAn00
WR,1,11,0,PricTa00
TE,10,38,31,MoeaTo00
TE,35,62,37,GrahJi00
WR,1,27,2,GilyMa00
WR,26,54,52,WillMi04
,12,38,13,FordJa01
WR,12,38,13,FordJa01
,22,38,29,HernAa00
TE,22,38,29,HernAa00
TE,11,47,8,PittDe00
FB,2,15,9,GrahGa00
TE,3,26,11,GrahGa00
TE,5,55,25,HarbCl00
TE,3,35,19,HoomMi00
WR,0,8,8,HoomMi00
TE,9,55,26,QuarAn00
WR,12,56,25,CoopRi00
,0,27,16,EldrBr00
TE,0,27,16,EldrBr00
WR,0,12,0,MeieKe00
,0,5,NA,OnobFe00
TE,0,4,0,OnobFe00
,0,16,NA,MitcCa00
WR,0,16,0,MitcCa00
,0,29,8,ByhaNa00
TE,0,29,8,ByhaNa00
TE,4,41,17,McCoAn00
,4,25,2,BrisDe00
WR,4,25,2,BrisDe00
WR,32,54,27,BrowAn04
,3,17,13,GettDa00
WR,3,17,13,GettDa00
WR,6,39,9,WillKy01
,0,10,3,ShulMi01
TE,0,10,3,ShulMi01
,1,18,NA,AustTe00
WR,1,18,0,AustTe00
,1,23,NA,DickDo00
TE,1,23,0,DickDo00
TE,2,55,18,DrayJi00
,0,9,NA,EppsDe00
TE,0,6,0,EppsDe00
WR,42,49,48,JoneJu02
,4,33,11,BaldJo00
WR,4,33,11,BaldJo00
TE,13,48,40,RudoKy00
,8,26,17,YounTi00
WR,8,26,17,YounTi00
FB,2,15,10,KendLa00
TE,6,32,28,KendLa00
WR,2,15,13,KendLa00
WR,30,64,62,SmitTo02
WR,13,54,42,LittGr00
WR,38,52,28,CobbRa00
TE,9,55,28,HousRo01
WR,8,51,11,PettAu00
WR,9,31,14,HankLe00
WR,9,38,16,BrowVi00
WR,2,34,4,JernJe00
TE,10,47,31,CameJo00
FB,1,14,9,StocLu00
RB,0,13,7,StocLu00
TE,1,18,13,StocLu00
WR,5,27,16,DurhKr00
,3,32,4,GateCl00
WR,3,32,4,GateCl00
WR,3,25,2,SalaGr00
WR,15,50,34,ShorCe00
,4,35,2,DossTa00
WR,4,35,2,DossTa00
TE,13,36,25,ThomJu00
WR,16,51,37,MoorDe02
WR,18,58,23,KerlJe00
TE,3,16,7,PaulNi00
WR,2,44,10,PaulNi00
TE,1,40,27,SmitLe00
WR,0,16,7,SmitLe00
,0,17,NA,WhalRy00
WR,0,17,0,WhalRy00
FB,4,28,18,ClayCh00
TE,11,30,29,ClayCh00
,0,2,NA,RobiAl00
WR,5,38,3,RobiAl00
TE,0,34,5,GordRi00
TE,2,56,17,GreeVi00
,0,13,0,TaylRy00
TE,0,45,2,TaylRy00
,0,19,3,BurtSt00
WR,0,19,3,BurtSt00
,1,34,NA,AusbDa00
WR,1,34,0,AusbDa00
,0,12,NA,SampDe00
WR,0,12,0,SampDe00
,9,20,18,BlacJu00
Missed season - Violation of league substance abuse policy,NA,NA,NA,BlacJu00
WR,9,20,18,BlacJu00
WR,25,63,39,FloyMi00
WR,22,55,37,WrigKe01
WR,8,51,15,QuicBr00
TE,19,60,45,FleeCo00
,4,23,19,HillSt00
WR,4,23,19,HillSt00
WR,32,51,44,JeffAl00
,3,21,6,BroyRy00
WR,3,21,6,BroyRy00
WR,22,64,33,RandRu00
TE,8,43,42,AlleDw00
,2,26,1,PoseDe00
WR,2,26,1,PoseDe00
,0,18,5,EgneMi00
TE,0,18,5,EgneMi00
WR,19,57,34,SanuMo00
WR,13,60,31,GiveCh00
WR,14,54,21,BenjTr00
TE,5,31,16,GreeLa00
WR,4,16,10,GreeLa00
,0,20,5,RodrEv00
TE,0,20,5,RodrEv00
TE,2,36,6,CharOr00
WR,18,55,14,WrigJa02
,3,17,5,ToonNi00
WR,3,17,5,ToonNi00
,0,19,1,RobiAd00
LB,0,19,1,RobiAd00
,0,35,8,ThomTa00
TE,0,35,8,ThomTa00
Missed season - Injured (ankle),NA,NA,NA,JoneMa02
WR,18,43,21,JoneMa02
,1,13,NA,CrinJu00
WR,1,13,0,CrinJu00
TE,2,62,29,HannJa00
,0,5,0,McNuMa00
WR,0,5,0,McNuMa00
WR,0,2,0,StreTo00
,3,25,NA,BrazLa00
WR,3,25,0,BrazLa00
TE,3,16,5,MattRi00
WR,6,33,12,MattRi00
,0,4,NA,ClemTo00
WR,0,4,0,ClemTo00
,0,5,NA,EberJe00
WR,0,5,0,EberJe00
,2,31,3,HemiJu00
WR,2,31,3,HemiJu00
,1,32,9,PaulDa01
TE,1,32,9,PaulDa01
,0,3,NA,WhitJo02
WR,0,3,0,WhitJo02
,0,6,NA,SmelBr00
TE,0,4,0,SmelBr00
WR,21,59,41,AustTa00
TE,13,37,30,EifeTy00
WR,33,64,64,HopkDe00
WR,10,48,18,HuntJu00
TE,22,61,27,ErtzZa00
WR,21,57,48,WoodRo02
TE,2,62,7,EscoGa00
TE,3,37,19,McDoVa00
WR,3,11,11,McDoVa00
,6,24,13,DobsAa00
WR,6,24,13,DobsAa00
TE,28,49,42,KelcTr00
WR,24,64,52,WillTe01
WR,22,38,37,AlleKe00
WR,6,39,10,GoodMa00
WR,13,47,22,WheaMa00
TE,20,46,22,ReedJo02
,7,38,8,BailSt01
WR,7,38,8,BailSt01
,3,27,4,SandAc00
WR,3,27,4,SandAc00
,1,10,3,BoycJo00
WR,1,10,3,BoycJo00
TE,6,56,22,SimsDi00
WR,6,40,18,PattQu00
TE,5,64,45,ToilLe00
WR,23,63,41,StilKe00
TE,10,56,30,WillLu00
,2,17,3,KingTa00
WR,2,17,3,KingTa00
,3,28,2,FullCo00
WR,3,28,2,FullCo00
,0,16,1,KasaNi00
TE,0,16,1,KasaNi00
TE,11,61,15,RiveMy00
,1,8,1,BrowJu00
WR,1,8,1,BrowJu00
,2,14,9,HamiCo00
WR,NA,14,9,HamiCo00
TE,7,56,19,GrifRy00
WR,7,48,7,ButlBr00
,0,15,9,WillMi06
TE,0,15,9,WillMi06
,7,39,17,JohnCh08
WR,7,39,17,JohnCh08
,1,32,10,GragCh00
TE,1,32,10,GragCh00
,0,3,NA,DorsKe01
WR,0,3,0,DorsKe01
WR,6,31,14,WilsMa02
,0,1,NA,CunnJu00
TE,0,5,0,CunnJu00
WR,28,52,51,WatkSa00
WR,36,61,60,EvanMi00
TE,17,56,37,EbroEr00
WR,36,47,44,BeckOd00
WR,38,58,46,CookBr00
WR,23,52,48,BenjKe00
TE,7,32,16,SefeAu00
WR,18,53,29,LeexMa00
WR,23,56,42,MattJo00
WR,11,47,19,RichPa01
,7,31,8,AmarJa00
TE,4,17,4,AmarJa00
TE,1,41,18,NiklTr00
WR,27,59,52,AdamDa01
WR,3,45,3,LatiCo00
WR,20,43,41,RobiAl02
WR,33,64,57,LandJa00
WR,8,44,8,HuffJo00
WR,16,53,27,MoncDo00
WR,21,56,27,BrowJo02
TE,12,63,24,RodgRi00
,4,32,16,GillCr00
TE,4,32,16,GillCr00
WR,7,44,9,ElliBr00
Missed season - Suspended,NA,NA,NA,BryaMa00
WR,18,36,16,BryaMa00
,1,11,2,NorwKe00
WR,1,10,2,NorwKe00
WR,7,64,15,GranRy01
,1,36,2,StreDe00
WR,1,36,2,StreDe00
,1,22,NA,AbbrJa00
WR,1,22,0,AbbrJa00
,0,8,NA,HerrRo00
WR,0,8,0,HerrRo00
,0,13,1,HazeMa01
WR,0,9,1,HazeMa01
,1,15,2,PoweWa00
WR,1,15,2,PoweWa00
WR,13,40,29,EnunQu00
WR,4,24,0,CampMi02
WR,2,51,1,JaniJe00
,2,24,2,WrigJa03
WR,2,24,2,WrigJa03
WR,33,61,56,CoopAm00
WR,2,17,5,WhitKe00
WR,16,53,31,ParkDe01
WR,18,60,52,AghoNe00
WR,11,51,10,PerrBr02
WR,12,57,11,DorsPh00
WR,2,22,5,SmitDe04
,10,46,19,GreeDo00
WR,7,31,12,GreeDo00
WR,21,61,40,FuncDe00
TE,4,42,21,WillMa04
TE,7,45,11,WalfCl00
WR,31,63,39,LockTy00
WR,2,21,3,StroJa01
WR,13,53,34,ConlCh00
TE,6,51,35,KrofTy00
WR,4,44,6,CoatSa00
TE,5,51,29,HeueJe00
WR,22,56,28,CrowJa00
WR,7,57,5,HardJu00
TE,2,50,12,BellBl00
,0,2,NA,SmelDe00
WR,0,2,0,SmelDe00
,2,25,1,GreeRa00
WR,2,25,1,GreeRa00
TE,1,24,3,PruiMy00
WR,32,55,48,DiggSt00
WR,12,56,15,NelsJJ00
TE,10,56,36,JameJe00
TE,5,48,26,BoylNi00
TE,3,53,16,O'ShJa00
,2,27,6,MumpKe00
WR,2,27,6,MumpKe00
WR,0,29,0,DaviGe00
RB,1,16,7,OLeaNi00
TE,4,31,12,OLeaNi00
,0,19,6,JohnMa06
RB,0,12,5,JohnMa06
TE,0,7,1,JohnMa06
,0,30,19,TelfRa00
TE,0,30,19,TelfRa00
TE,8,16,16,WallDa01
WR,2,22,4,WallDa01
WR,2,35,6,SterNe00
TE,1,48,18,KoyaBe00
WR,0,2,0,LewiDe02
,1,17,3,McBrTr00
WR,1,17,3,McBrTr00
TE,3,37,18,SwaiGe00
,0,3,NA,ChriGe00
TE,0,3,0,ChriGe00
,6,27,19,ColeCo00
WR,6,27,19,ColeCo00
WR,19,42,41,FullWi01
WR,9,34,26,DoctJo00
WR,6,53,16,TreaLa00
TE,14,41,35,HenrHu00
WR,22,53,52,ShepSt00
WR,57,63,57,ThomMi05
WR,24,56,32,BoydTy00
TE,20,59,28,HoopAu00
,2,21,9,MillBr03
WR,2,21,9,MillBr03
,2,37,2,CarrLe00
WR,2,37,2,CarrLe00
TE,5,55,22,VannNi00
WR,4,58,5,MoorCh00
TE,13,63,54,HigbTy00
,4,14,6,MitcMa01
WR,4,14,6,MitcMa01
,3,32,12,LouiRi00
WR,3,32,12,LouiRi00
WR,10,64,23,RobiDe01
TE,6,53,16,DevaSe00
WR,11,51,29,SharTa00
,0,4,NA,PaytJo00
WR,0,4,0,PaytJo00
WR,50,59,42,HillTy00
WR,6,54,6,HiggRa00
TE,0,23,1,HemiTe00
,2,30,3,AdamJe01
TE,2,30,3,AdamJe01
WR,9,52,4,GranJa00
,1,38,12,MorgDa01
TE,1,38,12,MorgDa01
WR,3,51,7,CoreCo00
WR,1,40,1,ThomMi04
,1,16,3,BurbAa00
WR,1,16,3,BurbAa00
,0,15,4,GathRi00
TE,0,15,4,GathRi00
,0,2,1,AyerDe00
WR,0,2,1,AyerDe00
WR,0,3,0,BravDa00
,1,31,1,PeakCh00
WR,1,31,1,PeakCh00
TE,5,15,11,DaviCo03
WR,21,41,37,DaviCo03
WR,21,56,32,WillMi07
WR,5,27,20,RossJo00
TE,19,50,39,EngrEv00
TE,9,49,25,NjokDa00
WR,11,51,36,JoneZa00
WR,19,53,32,SamuCu00
TE,12,61,11,EverGe00
FB,1,13,7,ShahAd00
TE,2,30,11,ShahAd00
WR,32,58,46,SmitJu00
WR,31,54,40,KuppCo00
WR,6,35,10,TaylTa00
WR,28,58,33,GodwCh00
WR,24,47,39,GollKe00
,1,17,8,WillCh05
WR,1,17,8,WillCh05
TE,12,60,53,SmitJo01
,1,16,NA,DarbAm00
WR,1,16,0,DarbAm00
WR,14,40,25,WestDe00
WR,12,64,24,ReynJo00
WR,4,48,6,HollMa00
,1,23,5,RobeMi01
TE,1,23,5,RobeMi01
WR,1,26,7,MaloJo00
,0,36,2,ChesJe00
WR,0,24,1,ChesJe00
,5,25,5,HansCh00
WR,3,20,3,HansCh00
,1,8,4,ButtJa00
TE,1,8,4,ButtJa00
TE,30,53,45,KittGe00
,1,15,4,LeggJo00
TE,1,15,4,LeggJo00
TE,2,59,33,SpriJe00
,0,20,NA,GibsSh00
WR,NA,20,0,GibsSh00
WR,0,1,0,AdamRo01
WR,4,27,2,McKeIs00
TE,0,40,5,SaubEr00
WR,6,45,2,TaylTr02
WR,0,13,6,DaviRo00
WR,12,47,14,MoorDa03
WR,5,32,3,FordIs00
WR,3,50,5,BrowNo00
TE,0,23,1,SchrMa00
TE,13,57,18,HursHa00
WR,27,49,35,RidlCa00
WR,21,50,40,SuttCo00
TE,18,64,30,GesiMi00
WR,7,32,12,PettDa00
WR,26,56,41,KirkCh01
TE,20,57,40,GoedDa00
WR,13,50,18,MillAn02
WR,12,60,25,WashJa00
WR,14,43,30,CharDJ00
WR,24,55,43,GallMi00
TE,34,62,18,AndrMa00
WR,14,51,29,SmitTr03
TE,11,58,23,AkinJo00
TE,6,65,30,ThomIa00
WR,7,25,10,CoutKe00
,5,25,14,CallAn00
WR,5,25,14,CallAn00
FB,0,16,5,HernCh00
TE,6,33,25,HernCh00
,6,46,9,HamiDa01
WR,6,46,9,HamiDa01
TE,7,41,36,DissWi00
TE,5,63,41,SmytDu00
,0,7,1,ScotJa02
WR,0,4,1,ScotJa02
,0,12,NA,MoorJM00
WR,0,12,0,MoorJM00
TE,13,60,36,SchuDa00
WR,2,40,4,WatsJu01
,1,19,5,FumaTr00
TE,1,19,5,FumaTr00
TE,9,64,21,ConkTy00
,0,8,NA,FounDa00
WR,0,8,0,FounDa00
WR,20,59,39,ValdMa00
,4,31,6,RatlDa00
WR,4,31,6,RatlDa00
WR,2,28,12,CainDe00
WR,18,61,21,GageRu00
WR,NA,52,4,WilsCe01
WR,NA,63,5,BerrBr00
TE,2,31,12,ThomJo05
WR,NA,34,7,WimsJa00
,2,19,6,AtemMa00
WR,2,19,6,AtemMa00
WR,NA,55,14,JameRi00
,3,19,16,IzzoRy00
TE,3,19,16,IzzoRy00
WR,5,35,12,TateAu00
,2,16,8,QuinTr00
WR,2,16,8,QuinTr00
TE,NA,55,48,HockTJ00
TE,NA,62,55,FantNo00
WR,NA,56,50,BrowMa04
WR,NA,38,18,HarrNK00
WR,NA,50,42,SamuDe00
,6,36,14,SmitIr01
TE,NA,36,14,SmitIr01
WR,NA,58,50,BrowAJ00
TE,NA,44,25,SampDr00
WR,NA,57,26,HardMe00
,2,40,7,ArceJJ00
WR,2,40,7,ArceJJ00
WR,NA,30,22,CampPa00
,NA,4,0,IsabAn00
WR,4,36,3,IsabAn00
WR,NA,64,63,MetcDK00
WR,NA,62,54,JohnDi01
,1,33,9,OlivJo00
TE,NA,33,9,OlivJo00
,1,18,1,SterJa00
TE,1,18,1,SterJa00
WR,NA,61,61,McLaTe00
TE,0,11,0,WarrKa00
WR,NA,54,25,BoykMi00
TE,NA,56,46,KnoxDa00
WR,0,2,0,ButlHa00
TE,NA,52,13,WescTr00
,1,10,1,RidlRi00
WR,1,10,1,RidlRi00
TE,NA,59,32,MoreFo00
TE,NA,38,24,GentZa00
WR,NA,54,20,RenfHu00
WR,NA,57,39,SlayDa01
,4,18,5,JohnKe07
WR,4,18,5,JohnKe07
,3,33,22,SmitKa00
TE,3,33,22,SmitKa00
,4,17,8,FulgTr00
WR,4,17,8,FulgTr00
WR,NA,15,0,WinfJu00
,3,16,8,HarmKe00
WR,3,16,8,HarmKe00
WR,NA,48,8,MillSc01
,0,13,NA,NautIs00
TE,0,13,0,NautIs00
,1,24,4,SweeTo00
TE,NA,24,4,SweeTo00
,0,3,NA,UrsuJo00
WR,0,3,0,UrsuJo00
,0,3,NA,GodwTe00
WR,0,3,0,GodwTe00
,5,32,9,JohnOl00
WR,5,32,9,JohnOl00
,8,20,19,RuggHe00
WR,8,20,19,RuggHe00
,10,39,31,JeudJe00
WR,NA,39,31,JeudJe00
,19,48,43,LambCe00
WR,NA,48,43,LambCe00
,7,43,24,ReagJa00
WR,NA,43,24,ReagJa00
,26,48,46,JeffJu00
WR,NA,48,46,JeffJu00
,13,44,42,AiyuBr00
WR,NA,44,42,AiyuBr00
,17,45,41,HiggTe00
WR,NA,45,41,HiggTe00
,17,44,39,PittMi01
WR,NA,44,39,PittMi01
,9,41,24,ShenLa00
WR,NA,41,24,ShenLa00
,7,48,41,KmetCo00
TE,NA,48,41,KmetCo00
