cfbref_id,pfr_id,av,predicted_av,comp_1,comp_2,comp_3
dez-bryant-1,BryaDe01,38,15.066890555349636,laquon-treadwell-1,henry-ruggs-iii-1,isaiah-mckenzie-1
dez-white-1,WhitDe00,15,16.6780645194662,isaiah-mckenzie-1,dez-bryant-1,keyshawn-johnson-1
dezmon-briscoe-1,BrisDe00,4,13.716419709008987,deandre-hopkins-1,isaac-byrd-1,rashad-greene-1
dietrich-jells-1,JellDi00,1,13.831977421986231,marty-booker-1,torrey-smith-1,ernest-wilford-1
dj-chark-1,CharDJ00,14,15.582046463502635,donte-moncrief-1,rae-carruth-1,antonio-callaway-1
donald-hayes-1,HayeDo00,18,12.430249400130336,arnaz-battle-1,mohamed-sanu-1,larry-fitzgerald-1
donnie-avery-1,AverDo00,15,12.907780956775364,marty-booker-1,jeff-graham-2,dietrich-jells-1
donte-moncrief-1,MoncDo00,16,14.638314593670918,greg-salas-1,shaun-mcdonald-1,stedman-bailey-1
donte-stallworth-1,StalDo00,25,15.652089680889672,desean-jackson-1,john-hightower-1,chad-jackson-1
dorial-green-beckham-1,GreeDo00,7,13.380533844691406,devard-darling-1,deon-cain-1,travis-mcgriff-1
doug-gabriel-1,GabrDo00,15,12.881886310969122,lynn-james-1,chris-henry-3,quincy-enunwa-1
doug-thomas-1,ThomDo00,1,14.746630056047584,darrin-chiaverini-1,michael-thomas-3,curtis-samuel-1
drew-carter-1,CartDr00,8,14.365334688270503,reggie-brown-2,willie-jackson-3,larry-fitzgerald-1
dwayne-bates-1,BateDW00,8,12.613295244963934,billy-mcmullen-1,early-doucet-1,lawyer-tillman-1
dwayne-bowe-1,BoweDw00,32,14.455378635178166,greg-little-1,roscoe-parrish-1,charles-e-johnson-1
dwayne-jarrett-1,JarrDw00,4,16.094639313601604,mike-williams-17,iheanyi-uwaezuoke-1,josh-reynolds-1
earl-bennett-1,BennEa00,15,13.876097382920106,keary-colbert-1,randal-hill-1,tydus-winans-1
early-doucet-1,DoucEa00,10,14.901557357827048,patrick-jeffers-1,mike-wallace-1,flipper-anderson-1
ed-mccaffrey-1,McCaEd00,14,12.455884373209836,stephen-hill-1,billy-mcmullen-1,dwayne-bates-1
eddie-kennison-1,KennEd00,22,12.722466575561606,tommy-kane-1,lawyer-tillman-1,jajuan-dawson-1
eddie-royal-1,RoyaEd00,21,14.747835440710869,damian-williams-1,marvin-harrison-1,mike-williams-4
emmanuel-sanders-1,SandEm00,17,12.71179023979379,brandon-stokley-1,greg-mcmurtry-1,laveranues-coles-1
eric-decker-1,DeckEr00,28,11.207944167533627,billy-mcmullen-1,david-anderson-1,jordan-shipley-1
eric-moulds-1,MoulEr00,32,12.414991363186406,lawyer-tillman-1,pat-newman-1,eddie-kennison-1
erik-affholter-1,AffhEr00,1,12.884779802939022,joe-jurevicius-1,sean-dawkins-2,derrick-mason-1
ernest-wilford-1,WilfEr00,22,12.028670213125226,chris-t-jones-1,kevin-white-6,ryan-grant-2
ernie-jones-3,JoneEr00,23,14.131469447507413,bobby-shaw-1,john-burke-1,danny-peebles-1
ernie-mills-1,MillEr00,13,13.951835183811514,devery-henderson-1,andre-rison-1,josh-reed-1
eugene-baker-1,BakeEu00,1,12.810471506922555,ken-yon-rambo-1,brandon-stokley-1,emmanuel-sanders-1
everett-gay-1,GayxEv00,2,13.157174933483324,ron-johnson-1,chad-hansen-1,jj-arcega-whiteside-1
flipper-anderson-1,AndeFl00,27,12.795180813682638,aaron-cox-1,quincy-morgan-1,james-jones-3
frank-sanders-1,SandFr00,29,12.905004773438801,jeff-campbell-1,early-doucet-1,carl-pickens-1
frankie-neal-1,NealFr20,4,13.378727490311624,henry-ruggs-iii-1,iheanyi-uwaezuoke-1,terrance-williams-2
fred-coleman-1,ColeFr00,1,11.97032395397547,jason-hill-1,reggie-brown-2,tommy-kane-1
freddie-mitchell-1,MitcFr00,14,15.100307195061104,pat-coleman-1,taywan-taylor-1,kelvin-martin-1
gary-lee-3,LeexGa00,5,12.398221532464419,kelvin-harmon-1,mark-clayton-1,koren-robinson-1
gary-wellman-1,WellGa00,5,12.920034322242785,chris-t-jones-1,erik-affholter-1,sterling-shepard-1
george-thomas-2,ThomGe00,7,13.421644117052303,stefon-diggs-1,dietrich-jells-1,ken-yon-rambo-1
germane-crowell-1,CrowGe00,22,15.239531311971065,mack-hollins-1,matt-jones-1,darrell-jackson-1
golden-tate-1,TateGo00,22,13.70234453524814,justin-hardy-1,legedu-naanee-1,sean-lachapelle-1
