season,school_name,srs,sos,off_plus,def_plus
1960,virginia-military-institute,-1.32,-9.32,137.7278318237728,89.84628069968785
1960,citadel,-2.74,-11.19,104.24354243542436,56.5698804405442
1960,george-washington,-3.39,-5.28,89.71262439897126,81.85994463749337
1960,virginia-tech,-4.31,-10.01,109.29777479592978,68.54938453383592
1960,furman,-10.46,-9.26,123.82869283238288,162.38883326462098
1960,richmond,-13.9,-8.7,75.81348540758135,113.80528888627128
1960,davidson,-14.83,-11.2,69.49569495694956,101.82578479297956
1960,william-mary,-16.82,-6.22,75.81348540758135,154.40249720242653
1960,west-virginia,-14.33,2.57,25.271161802527118,172.3717533423641
1960,arkansas,15.87,8.59,106.13887957061388,52.57671240944696
1960,baylor,16.79,9.06,104.24354243542436,55.23882443017846
1960,texas,14.82,8,96.03041484960305,47.25248836798398
1960,rice,17.15,10.52,99.8210891199821,43.25932033688674
1960,texas-christian,9.25,10.15,53.701218830370124,62.55963248719006
1960,texas-tech,4.38,7.78,93.50329866935033,121.12609694328287
1960,texas-am,2.86,7.56,46.11987028961199,77.86677660639613
1960,southern-methodist,-2.9,13.8,19.585150396958515,147.0816891454149
1961,ucla,7.9,3.9,102.93663060278206,82.43048759426631
1961,washington,2.56,0.66,72.91344667697062,62.6216107305279
1961,southern-california,1.41,3.61,91.90770589534112,106.71233665304243
1961,stanford,-3.44,1.86,64.33539412673879,104.15635254159231
1961,california,-5.4,7.9,72.30072863766836,171.25093546715792
1961,duke,13.49,6.59,112.12740119231617,67.73357895342812
1961,north-carolina,6.16,7.16,74.13888275557518,90.09843992861666
1961,maryland,6.52,3.02,95.58401413115477,90.09843992861666
1961,clemson,9.31,3.81,121.93088982115255,80.51349951067871
1961,north-carolina-state,2.39,4.99,79.04062706999338,95.2104081515169
1961,south-carolina,0.58,5.28,78.4279090306911,119.49225721029302
1961,wake-forest,-0.16,4.74,63.10995804813424,101.6003684301422
1961,virginia,-3.88,1.12,75.36431883417973,121.4092452938806
1961,colorado,12.94,5.03,102.3239125634798,60.7046226469403
1961,missouri,10.69,3.99,75.97703687348199,36.42277358816418
1961,kansas,15.22,4.22,150.11591962905717,51.11968222900236
1961,oklahoma,5.87,7.77,74.75160079487745,90.09843992861666
1961,iowa-state,3.06,0.96,92.5204239346434,84.98647170571643
1961,oklahoma-state,0.83,3.03,94.35857805255023,106.07334062517991
1961,nebraska,2.18,4.28,72.91344667697062,86.26446376144149
1961,kansas-state,-8.83,4.87,35.537646279531906,148.24707846410683
1961,ohio-state,19.2,6.76,150.72863766835945,58.78763456335271
1961,minnesota,17.43,9.83,98.64760432766616,49.8416901732773
1961,michigan-state,20.05,7.38,130.5089423713844,35.78377756030165
1961,purdue,12.35,6.69,99.26032236696842,61.98261470266536
1961,wisconsin,10.75,8.75,121.93088982115255,112.4633009038052
1961,michigan,16.83,11.72,144.6014572753367,115.65828104311785
1961,iowa,14.86,9.19,146.43961139324352,115.0192850152553
1961,northwestern,9.53,8.64,89.45683373813203,74.76253525991595
1961,indiana,1.32,8.32,65.56083020534334,115.0192850152553
1961,illinois,-7.21,12.23,36.15036431883418,205.11772494387196
1961,arizona-state,1.89,-7.21,175.8500772797527,104.15635254159231
1961,west-texas-am,-4.79,-9.39,189.32987414440274,141.21812215761904
1961,new-mexico-state,-6.3,-12.4,208.9368514020755,124.60422543319325
1961,texas-el-paso,-15.71,-7.11,107.83837491720027,180.83587588509585
1961,hardin-simmons,-28.2,-7,26.34687568999779,240.90150250417366
1961,rutgers,2.8,-12.87,167.27202472952087,72.20655114846583
1961,arizona,4.72,-7.18,176.46279531905498,83.70847964999136
1961,memphis,4.54,-11.36,203.42238904835506,47.92470208968971
1961,villanova,3.82,-8.98,146.43961139324352,56.87064647976513
1961,penn-state,14.19,4.74,145.214175314639,83.06948362212884
1961,syracuse,12.82,2.91,149.5032015897549,76.04052731564101
1961,holy-cross,-0.5,-5,126.83263413557076,97.12739623510448
1961,navy,7.86,2.26,123.15632589975712,86.90345978930401
1961,miami-fl,11.08,6.62,81.49149922720247,49.202694145414775
1961,army,7.42,-0.18,137.2488408037094,75.40153128777848
1961,san-jose-state,-7.24,-8.64,112.12740119231617,118.21426515456795
1961,xavier,-10.75,-11.15,52.69375137999558,54.95365839617754
1961,colgate,-8.98,-8.87,79.04062706999338,102.87836048586726
1961,detroit-mercy,-3.56,-5.01,123.15632589975712,122.68723734960567
1961,pacific,-9.47,-12.36,136.02340472510488,132.91117379540614
1961,houston,4.61,3.01,88.23139765952749,88.18145184502907
1961,notre-dame,8.87,9.97,107.22565687789799,116.29727707098037
1961,oregon-state,0.43,-0.57,101.09847648487523,87.54245581716654
1961,florida-state,-3.45,0.26,56.982777655111505,81.79149156640378
1961,boston-university,-7.53,-3.42,68.01170236255244,100.96137240227966
1961,boston-college,-3.68,0.72,71.68801059836608,120.77024926601807
1961,oregon,2.55,1.55,93.13314197394568,71.5675551206033
1961,air-force,-9.71,-1.41,53.30646941929785,110.54631282021761
1961,pittsburgh,1.47,7.57,88.84411569882975,133.55016982326867
1961,washington-state,-3.41,2.29,99.87304040627069,136.10615393471878
1961,idaho,-17.87,-0.98,44.115698829763744,249.2084508663865
1961,dayton,-22.89,-10.59,60.046367851622875,156.55402682631973
1961,columbia,-2.06,-11.62,163.59571649370722,83.06948362212884
1961,harvard,-6.14,-12.47,109.0638109958048,69.01157100915319
1961,dartmouth,-3.19,-11.86,134.18525060719804,74.12353923205342
1961,princeton,-9.01,-10.23,117.64186354603665,90.73743595647919
1961,yale,-12.24,-11.8,67.39898432325016,74.76253525991595
1961,cornell,-11.2,-9.43,97.4221682490616,97.12739623510448
1961,pennsylvania,-23.26,-9.26,28.797747847206885,138.02314201830637
1961,brown,-27.84,-10.06,16.543387061161404,173.80691957860802
1961,wichita-state,-4.37,-8.73,128.0580702141753,109.90731679235508
1961,north-texas,-14.25,-12.05,99.26032236696842,131.63318173968108
1961,cincinnati,-14.22,-9.02,59.43364981232059,90.73743595647919
1961,tulsa,-11.08,-2.38,55.75734157650695,130.99418571181855
1961,alabama,24.03,5.3,165.43387061161403,14.696908640838178
1961,louisiana-state,21.85,8.75,143.98873923603443,33.227793448851536
1961,mississippi,21.98,6.17,185.6535659085891,30.032813309538888
1961,georgia-tech,17.98,9.89,98.64760432766616,46.64671003396465
1961,tennessee,10.41,6.41,135.4106866858026,95.2104081515169
1961,florida,2.95,7.55,59.43364981232059,93.2934200679293
1961,auburn,9.47,6.07,106.6129388385957,87.54245581716654
1961,kentucky,6.28,4.88,84.55508942371384,78.59651142709113
1961,georgia,-1.13,7.27,51.46831530139103,113.10229693166772
1961,mississippi-state,5.54,8.04,68.01170236255244,86.26446376144149
1961,tulane,-0.23,9.87,36.76308235813645,143.77410626906914
1961,vanderbilt,-1.79,7.31,58.20821373371605,140.5791261297565
1961,utah-state,8.54,-7.28,220.57849414881872,59.42663059121525
1961,wyoming,8.37,-1.63,116.4164274674321,52.397674284727415
1961,new-mexico,-3.68,-6.05,119.48001766394347,114.38028898739277
1961,utah,3.13,-0.37,107.83837491720027,85.62546773357896
1961,montana,-12.34,-6.09,83.32965334510929,133.55016982326867
1961,brigham-young,-16.14,-3.84,79.65334510929564,184.66985205227104
1961,colorado-state,-16.55,-2.25,45.34113490836829,159.11001093776986
1961,citadel,-4.57,-6.67,81.49149922720247,99.04438431869207
1961,richmond,-2.72,-1.82,87.61867962022521,123.96522940533072
1961,virginia-military-institute,-5.13,-7.33,82.10421726650475,67.0945829255656
1961,west-virginia,0.38,1.48,82.10421726650475,92.65442404006679
1961,furman,-3.04,-8.04,106.6129388385957,84.3474756778539
1961,george-washington,-5.07,-5.18,97.4221682490616,85.62546773357896
1961,virginia-tech,-5.28,-3.95,63.10995804813424,79.23550745495366
1961,davidson,-11.28,-9.28,106.00022079929343,130.355189683956
1961,william-mary,-15.27,-2.57,76.58975491278427,178.27989177364574
1961,texas,25.33,5.97,168.4974608081254,38.33976167175177
1961,arkansas,13.78,7.14,101.71119452417753,56.2316504519026
1961,rice,12.41,10.69,101.71119452417753,92.01542801220425
1961,texas-am,9.72,7.42,112.74011923161844,75.40153128777848
1961,texas-christian,4.3,11,69.23713844115699,123.96522940533072
1961,baylor,8.68,5.77,118.25458158533891,100.32237637441713
1961,texas-tech,-0.82,6.98,57.59549569441377,128.43820160036844
1961,southern-methodist,-1.44,7.16,56.37005961580922,122.04824132174315
1962,southern-california,23.29,8.66,142.94330518697228,52.48633168445717
1962,washington,16.98,6.28,125.45235223160435,51.86149440249936
1962,washington-state,4.53,2.33,128.4680337756333,104.34782608695652
1962,stanford,2.79,6.59,74.78890229191798,108.72168706066127
1962,ucla,3.05,4.85,71.17008443908324,86.85238219213747
1962,california,-1.94,8.96,86.248492159228,154.3348086435824
1962,duke,11.65,3.95,120.02412545235224,65.60791460557147
1962,clemson,3.49,0.99,101.32689987937275,81.22884665451706
1962,maryland,5.31,1.71,102.53317249698433,79.97917209060141
1962,south-carolina,2.01,0.21,112.78648974668276,92.47591772975788
1962,north-carolina-state,-2.68,-0.58,65.13872135102534,86.85238219213747
1962,north-carolina,-3.79,4.42,67.5512665862485,128.71648008331164
1962,virginia,-4.29,-5.99,117.00844390832327,104.34782608695652
1962,wake-forest,-16.94,1.46,39.80699638118215,173.70476438427494
1962,oklahoma,16.82,6.27,146.562123039807,34.36605050768029
1962,missouri,13.75,4.3,111.58021712907119,34.990887789638116
1962,nebraska,11.12,0.85,160.43425814234018,91.22624316584223
1962,kansas,9.15,1.55,129.0711700844391,72.48112470710753
1962,iowa-state,2.48,2.78,141.73703256936068,146.8367612600885
1962,oklahoma-state,-1.21,4.89,83.23281061519904,133.71517833897423
1962,colorado,-10.87,2.53,73.5826296743064,216.19369955740692
1962,kansas-state,-12.78,6.12,23.522316043425818,176.82895079406404
1962,wisconsin,25.5,11.1,194.20989143546447,81.22884665451706
1962,minnesota,21.25,13.03,88.05790108564537,42.488935173132
1962,northwestern,20.19,12.97,158.6248492159228,109.97136162457694
1962,ohio-state,17.6,9.04,137.51507840772015,68.10726373340276
1962,michigan-state,16.78,8.89,126.65862484921594,66.85758916948711
1962,purdue,15.51,10.51,94.69240048250906,47.48763342879459
1962,iowa,11.32,14.88,85.04221954161642,114.9700598802395
1962,illinois,4.77,17.55,50.06031363088059,162.4576933090341
1962,indiana,7.3,9.74,84.43908323281062,97.47461598542047
1962,michigan,0.82,14.15,47.044632086851635,148.711273105962
1962,memphis,7.78,-6.11,174.90952955367914,46.23795886487894
1962,oregon-state,11.42,1.61,153.1966224366707,84.35303306430617
1962,penn-state,15.99,4.54,140.5307599517491,67.48242645144494
1962,west-texas-am,5.6,-5.68,171.2907117008444,65.60791460557147
1962,boston-college,9.46,-1.54,151.38721351025333,76.85498568081229
1962,utah-state,3.24,-7.86,164.6562123039807,86.85238219213747
1962,villanova,2.95,-6.95,125.45235223160435,59.35954178599323
1962,buffalo,-7.14,-9.14,106.75512665862486,102.47331424108305
1962,oregon,12.2,5.6,138.11821471652596,97.47461598542047
1962,houston,8.99,5.45,108.56453558504224,96.84977870346265
1962,miami-fl,10.32,10.69,103.73944511459591,123.09294454569122
1962,army,3.5,-0.5,91.676718938480107,64.98307732361364
1962,holy-cross,0.43,-2.47,130.27744270205068,127.46680551939598
1962,louisville,-1.11,-3.61,104.94571773220747,108.09684977870346
1962,xavier,-3,-4.4,74.78890229191798,83.10335850039053
1962,florida-state,8.75,3.55,102.53317249698433,43.11377245508982
1962,air-force,0.45,0.95,104.3425814234017,106.84717521478782
1962,montana,-13.81,-10.41,97.10494571773224,130.59099192918512
1962,navy,8.59,7.59,110.97708082026537,108.72168706066127
1962,notre-dame,11.23,13.83,95.89867310012063,119.9687581359021
1962,pacific,-8.72,-8.92,108.56453558504224,116.84457172611299
1962,pittsburgh,4.04,6.74,85.6453558504222,115.59489716219734
1962,rutgers,-13.05,-12.75,98.91435464414957,105.59750065087215
1962,syracuse,8.42,5.72,95.89867310012063,68.73210101536058
1962,texas-el-paso,-6.67,-4.45,56.091676718938494,99.97396511325177
1962,new-mexico-state,-6.7,-2.1,115.19903498190594,161.83285602707628
1962,colgate,-15.96,-12.07,65.13872135102534,93.1007550117157
1962,idaho,-13.51,-5.29,72.37635705669481,144.96224941421505
1962,san-jose-state,-11.13,-2.49,72.97949336550062,148.08643582400416
1962,boston-university,-10.6,-3.71,62.726176115802176,108.09684977870346
1962,dayton,-14.07,-3.17,60.31363088057902,131.21582921114293
1962,detroit-mercy,-13,-1,60.31363088057902,138.089039312679
1962,hardin-simmons,-18.35,-6.55,43.42581423401689,128.71648008331164
1962,colorado-state,-18.48,-0.08,39.80699638118215,168.0812288466545
1962,dartmouth,3.73,-12.27,158.02171290711703,39.36474876334288
1962,harvard,-3.97,-11.41,135.102533172497,81.85368393647488
1962,columbia,-16.41,-11.53,83.23281061519904,143.08773756834157
1962,princeton,-9.66,-12.22,125.45235223160435,101.22363967716741
1962,cornell,-13.7,-9.36,112.78648974668276,164.33220515490757
1962,pennsylvania,-18.11,-11.34,60.31363088057902,120.59359541785993
1962,yale,-13.61,-12.16,68.15440289505429,74.98047383493882
1962,brown,-18.91,-11.57,77.80458383594693,130.59099192918512
1962,bowling-green-state,4.85,-5.04,136.91194209891438,63.10856547774017
1962,ohio,6.86,-3.5,142.94330518697228,63.73340275969799
1962,miami-oh,4.17,-2.47,132.08685162846805,99.34912783129394
1962,western-michigan,0.01,-4.22,106.15199034981909,77.47982296277011
1962,kent-state,-9.77,-2.66,71.77322074788903,128.71648008331164
1962,toledo,-9.08,-4.3,89.26417370325694,122.46810726373342
1962,marshall,-12.57,-6.07,82.62967430639326,148.08643582400416
1962,tulsa,0.76,-0.84,132.08685162846805,113.09554803436606
1962,north-texas,-4.03,-5.63,104.94571773220747,113.72038531632387
1962,cincinnati,-10.98,-3.38,85.6453558504222,126.21713095548034
1962,wichita-state,-10.17,-7.87,76.59831121833535,86.85238219213747
1962,mississippi,18.68,3.08,148.97466827503018,33.116375943764645
1962,alabama,22.47,5.11,158.6248492159228,21.869304868523823
1962,louisiana-state,19.76,7.76,95.89867310012063,19.36995574069253
1962,georgia-tech,17.54,8.81,115.80217129071171,54.98568081228847
1962,florida,13.22,8.32,121.23039806996384,78.72949752668576
1962,auburn,7.29,6.29,104.3425814234017,104.97266336891434
1962,georgia,2.19,6.89,65.74185765983113,108.72168706066127
1962,kentucky,3.5,4.8,51.26658624849217,63.10856547774017
1962,mississippi-state,4.62,10.28,50.66344993968637,91.85108044780006
1962,tennessee,3.67,2.47,107.96139927623642,83.72819578234835
1962,vanderbilt,-6.66,5.84,37.39445114595899,134.34001562093206
1962,tulane,-9.32,9.38,45.838359469240054,183.07732361364228
1962,virginia-military-institute,-4.66,-4.86,71.77322074788903,74.355636552981
1962,west-virginia,5.13,-0.97,127.26176115802173,85.60270762822182
1962,richmond,-10.68,-10.57,91.676718938480107,106.22233793282999
1962,william-mary,-7.56,-5.76,65.74185765983113,81.85368393647488
1962,furman,-12.7,-9.6,95.89867310012063,130.59099192918512
1962,virginia-tech,-4.29,-4.59,82.62967430639326,85.60270762822182
1962,citadel,-10.61,-5.71,86.248492159228,164.9570424368654
1962,george-washington,-9.82,-3.82,63.93244873341376,103.09815152304088
1962,davidson,-14.22,-11.11,65.13872135102534,91.22624316584223
1962,texas,15.23,5.5,100.72376357056696,40.61442332725853
1962,arkansas,15.01,1.92,164.05307599517494,65.60791460557147
1962,texas-christian,8.77,6.67,100.72376357056696,96.22494142150482
1962,baylor,3.07,4.67,95.89867310012063,105.59750065087215
1962,texas-am,0.02,7.82,36.7913148371532,96.84977870346265
1962,rice,2.75,8.15,71.77322074788903,108.09684977870346
1962,southern-methodist,1.3,6.4,53.075995174909544,81.22884665451706
1962,texas-tech,-9.87,5.03,50.06031363088059,156.20932048945588
1962,new-mexico,-1.7,-7,126.65862484921594,99.34912783129394
1962,arizona-state,8.74,-4.86,183.35343787696021,78.72949752668576
1962,arizona,-4.27,-1.37,80.82026537997588,106.84717521478782
1962,wyoming,-2.81,-4.61,99.51749095295538,89.35173131996876
1962,brigham-young,-4.8,-6.1,118.81785283474066,106.22233793282999
1962,utah,-4.59,-2.49,101.93003618817852,122.46810726373342
1963,washington,12.09,8.91,104.14052697616061,82.12147134302823
1963,southern-california,15.77,7.67,129.86198243412798,73.13943541488452
1963,washington-state,-1.32,4.88,59.59849435382685,102.6518391787853
1963,ucla,-0.42,11.38,60.2258469259724,140.50470487596237
1963,california,5.72,7.02,122.33375156838143,136.65526090675792
1963,stanford,1.76,6.76,96.61229611041405,127.67322497861419
1963,north-carolina,11.1,2.46,112.29611041405269,60.30795551753636
1963,north-carolina-state,7.84,1.93,107.27728983688834,62.23267750213858
1963,clemson,5.45,3.25,113.55081555834381,89.82035928143713
1963,duke,5.46,3.36,144.29109159347553,127.0316509837468
1963,maryland,-1.51,4,92.84818067754078,128.95637296834903
1963,south-carolina,-5.54,1.96,65.24466750313677,109.06757912745937
1963,wake-forest,-16.13,3.07,23.212045169385195,204.02053036783576
1963,virginia,-6.63,1.37,47.678795483061485,108.42600513259195
1963,nebraska,15.06,3.43,155.58343789209536,66.72369546621044
1963,oklahoma,15.68,6.38,148.05520702634882,87.8956372968349
1963,missouri,11.58,4.58,94.73023839397742,55.17536355859709
1963,kansas,9.38,4.68,129.86198243412798,78.27202737382379
1963,iowa-state,2.69,3.57,89.71141781681305,102.01026518391788
1963,colorado,-4.1,7.11,62.73525721455458,157.18562874251498
1963,kansas-state,-8.25,3.53,63.362609786700126,158.46877673224978
1963,oklahoma-state,-7.02,8.98,74.65495608531995,185.41488451668093
1963,illinois,18.43,10.43,106.64993726474279,61.59110350727117
1963,michigan-state,19.76,11.32,102.8858218318695,44.91017964071857
1963,ohio-state,13.64,11.53,76.53701380175659,72.49786142001712
1963,purdue,8.15,10.6,82.81053952321204,106.50128314798975
1963,northwestern,13.03,10.69,112.92346298619825,88.53721129170232
1963,wisconsin,10.46,8.79,104.76787954830615,88.53721129170232
1963,michigan,13.23,13.12,91.59347553324969,90.46193327630453
1963,iowa,9.77,8.89,99.12170639899624,89.82035928143713
1963,minnesota,8.63,11.51,66.49937264742786,83.40461933276305
1963,indiana,6.29,10.4,105.3952321204517,134.0889649272883
1963,memphis,11.52,-3.08,124.8431618569636,33.36184773310522
1963,pittsburgh,19.09,7.89,148.05520702634882,83.40461933276305
1963,navy,17.07,6.34,182.55959849435382,96.23609923011121
1963,syracuse,14.23,3.33,159.97490589711418,64.79897348160821
1963,utah-state,5.84,-9.76,199.49811794228356,63.5158254918734
1963,oregon,13.05,3.51,156.21079046424092,89.17878528656972
1963,army,9.25,2.55,111.04140526976161,62.23267750213858
1963,penn-state,12.38,6.98,103.51317440401506,73.13943541488452
1963,boston-college,-0.45,-4,117.31493099121707,92.38665526090676
1963,air-force,8.97,2.88,141.78168130489337,87.25406330196749
1963,buffalo,-10.3,-12.96,83.4378920953576,60.30795551753636
1963,southern-mississippi,0.2,-6.24,89.0840652446675,45.551753635585975
1963,idaho,-3.22,-4.33,129.86198243412798,105.21813515825491
1963,villanova,-14.23,-11.67,76.53701380175659,110.35072711719418
1963,xavier,-5.96,-10.56,99.12170639899624,69.93156544054747
1963,oregon-state,7.22,7.32,124.21580928481808,123.18220701454234
1963,san-jose-state,-3.37,-1.97,117.31493099121707,124.46535500427716
1963,west-texas-am,-5.95,-8.28,120.4516938519448,107.14285714285715
1963,florida-state,8.76,4.46,104.76787954830615,59.666381522668956
1963,colgate,-17.12,-11.62,58.971141781681304,118.04961505560307
1963,new-mexico-state,-10.63,-6.53,99.12170639899624,134.0889649272883
1963,rutgers,-15.83,-12.5,101.00376411543289,105.21813515825491
1963,colorado-state,-16.22,-5.32,74.02760351317441,191.83062446535502
1963,miami-fl,3.43,9.43,72.77289836888332,111.63387510692898
1963,texas-el-paso,-9.63,-4.83,61.4805520702635,91.10350727117195
1963,detroit-mercy,-15.16,-6.27,80.92848180677541,157.82720273738238
1963,holy-cross,-10.66,-4.44,53.95232120451694,109.7091531223268
1963,notre-dame,5.43,11.76,75.28230865746549,113.55859709153123
1963,dayton,-17.99,-8.79,69.00878293601004,127.67322497861419
1963,houston,-1.22,6.29,93.47553324968632,133.4473909324209
1963,pacific,-24.33,-10.43,62.10790464240904,176.4328485885372
1963,boston-university,-22.32,-9.44,33.87703889585947,130.23952095808383
1963,lehigh,-29.14,-14.03,57.71643663739021,155.90248075278015
1963,dartmouth,1.87,-5.79,121.70639899623588,66.72369546621044
1963,princeton,6.58,-7.09,171.89460476787954,59.024807527801535
1963,harvard,-1.24,-6.02,85.31994981179423,53.89221556886228
1963,yale,-0.57,-6.24,94.10288582183188,55.81693755346449
1963,cornell,-6.15,-7.15,106.02258469259723,117.40804106073567
1963,columbia,-4.32,-7.21,132.37139272271017,117.40804106073567
1963,brown,-6.18,-4.18,122.961104140527,134.7305389221557
1963,pennsylvania,-14.34,-4.56,67.75407779171894,134.7305389221557
1963,ohio,-9.28,-12.28,84.69259723964869,66.08212147134303
1963,miami-oh,-5.73,-8.73,130.48933500627354,114.20017108639864
1963,bowling-green-state,-4.72,-13.22,126.09786700125473,74.42258340461933
1963,marshall,-12,-12.8,87.20200752823087,89.17878528656972
1963,western-michigan,-17.69,-9.58,77.16436637390214,143.071000855432
1963,kent-state,-13.9,-12.12,74.65495608531995,87.25406330196749
1963,toledo,-19.2,-12.31,82.1831869510665,125.748502994012
