rk,player,g,att,yds,avg,td,rec,yds_2,avg_2,td_2,plays,yds_3,avg_3,td_3,school,player_link,player_id,season
10,Steven Hampton,10,2,20,10.0,0,18,253,14.1,2,20,273,13.7,2,louisiana-tech,/cfb/players/steven-hampton-1,steven-hampton-1,1997
11,David Lill,11,1,28,28.0,0,,,,,1,28,28.0,0,louisiana-tech,/cfb/players/david-lill-1,david-lill-1,1997
12,Sean Cangelosi,11,1,14,14.0,0,27,332,12.3,1,28,346,12.4,1,louisiana-tech,/cfb/players/sean-cangelosi-1,sean-cangelosi-1,1997
13,Cedric Williams,10,1,12,12.0,0,36,404,11.2,3,37,416,11.2,3,louisiana-tech,/cfb/players/cedric-williams-1,cedric-williams-1,1997
14,Josh Bradley,11,,,,,46,555,12.1,8,46,555,12.1,8,louisiana-tech,/cfb/players/josh-bradley-2,josh-bradley-2,1997
15,Marlon Chambers,10,,,,,12,117,9.8,1,12,117,9.8,1,louisiana-tech,/cfb/players/marlon-chambers-1,marlon-chambers-1,1997
16,Larry Wright,9,,,,,9,89,9.9,0,9,89,9.9,0,louisiana-tech,/cfb/players/larry-wright-1,larry-wright-1,1997
17,Paul Jenkins,9,,,,,6,54,9.0,1,6,54,9.0,1,louisiana-tech,/cfb/players/paul-jenkins-1,paul-jenkins-1,1997
18,Devon Long,4,,,,,4,34,8.5,0,4,34,8.5,0,louisiana-tech,/cfb/players/devon-long-1,devon-long-1,1997
19,Jason Powers,9,,,,,3,30,10.0,2,3,30,10.0,2,louisiana-tech,/cfb/players/jason-powers-1,jason-powers-1,1997
20,Lyle Henley,6,,,,,1,13,13.0,0,1,13,13.0,0,louisiana-tech,/cfb/players/lyle-henley-1,lyle-henley-1,1997
1,Bobby Ray Tell,12,101,549,5.4,6,8,113,14.1,0,109,662,6.1,6,louisiana-tech,/cfb/players/bobby-ray-tell-1,bobby-ray-tell-1,1998
2,John Simon,12,45,288,6.4,1,40,385,9.6,0,85,673,7.9,1,louisiana-tech,/cfb/players/john-simon-1,john-simon-1,1998
3,Tim Rattay,12,43,-78,-1.8,1,1,2,2.0,0,44,-76,-1.7,1,louisiana-tech,/cfb/players/tim-rattay-1,tim-rattay-1,1998
4,Terry Pratt,11,22,119,5.4,2,4,38,9.5,0,26,157,6.0,2,louisiana-tech,/cfb/players/terry-pratt-1,terry-pratt-1,1998
5,Troy Edwards,12,21,227,10.8,3,140,1996,14.3,27,161,2223,13.8,30,louisiana-tech,/cfb/players/troy-edwards-2,troy-edwards-2,1998
6,Jason Owens,9,16,129,8.1,2,,,,,16,129,8.1,2,louisiana-tech,/cfb/players/jason-owens-1,jason-owens-1,1998
7,Terence Wilson,9,14,45,3.2,1,4,18,4.5,0,18,63,3.5,1,louisiana-tech,/cfb/players/terence-wilson-1,terence-wilson-1,1998
8,Kevin Johnson,9,10,21,2.1,1,,,,,10,21,2.1,1,louisiana-tech,/cfb/players/kevin-johnson-5,kevin-johnson-5,1998
9,Jason Armstrong,6,7,38,5.4,1,,,,,7,38,5.4,1,louisiana-tech,/cfb/players/jason-armstrong-1,jason-armstrong-1,1998
10,Wesley Pate,10,5,27,5.4,0,,,,,5,27,5.4,0,louisiana-tech,/cfb/players/wesley-pate-1,wesley-pate-1,1998
11,Brian Stallworth,6,5,24,4.8,0,,,,,5,24,4.8,0,louisiana-tech,/cfb/players/brian-stallworth-1,brian-stallworth-1,1998
12,James Jordan,12,2,2,1.0,0,56,662,11.8,4,58,664,11.4,4,louisiana-tech,/cfb/players/james-jordan-1,james-jordan-1,1998
13,Delwyn Daigre,11,,,,,40,540,13.5,2,40,540,13.5,2,louisiana-tech,/cfb/players/delwyn-daigre-1,delwyn-daigre-1,1998
14,Sean Cangelosi,12,,,,,33,439,13.3,5,33,439,13.3,5,louisiana-tech,/cfb/players/sean-cangelosi-1,sean-cangelosi-1,1998
15,Cedric Williams,11,,,,,27,336,12.4,2,27,336,12.4,2,louisiana-tech,/cfb/players/cedric-williams-1,cedric-williams-1,1998
16,David Newman,12,,,,,20,245,12.3,4,20,245,12.3,4,louisiana-tech,/cfb/players/david-newman-1,david-newman-1,1998
17,Paul Jenkins,11,,,,,13,204,15.7,2,13,204,15.7,2,louisiana-tech,/cfb/players/paul-jenkins-1,paul-jenkins-1,1998
18,Steven Hampton,10,,,,,12,125,10.4,1,12,125,10.4,1,louisiana-tech,/cfb/players/steven-hampton-1,steven-hampton-1,1998
19,Lyle Henley,6,,,,,3,46,15.3,1,3,46,15.3,1,louisiana-tech,/cfb/players/lyle-henley-1,lyle-henley-1,1998
20,Tyler Lasseigne,4,,,,,1,26,26.0,0,1,26,26.0,0,louisiana-tech,/cfb/players/tyler-lasseigne-1,tyler-lasseigne-1,1998
1,Bobby Ray Tell,9,94,552,5.9,5,16,103,6.4,1,110,655,6.0,6,louisiana-tech,/cfb/players/bobby-ray-tell-1,bobby-ray-tell-1,1999
2,Tim Rattay,10,46,-112,-2.4,0,,,,,46,-112,-2.4,0,louisiana-tech,/cfb/players/tim-rattay-1,tim-rattay-1,1999
3,John Simon,11,30,134,4.5,2,79,757,9.6,2,109,891,8.2,4,louisiana-tech,/cfb/players/john-simon-1,john-simon-1,1999
4,Brian Stallworth,7,22,11,0.5,0,,,,,22,11,0.5,0,louisiana-tech,/cfb/players/brian-stallworth-1,brian-stallworth-1,1999
5,Arthur Jefferson,9,21,44,2.1,2,1,11,11.0,0,22,55,2.5,2,louisiana-tech,/cfb/players/arthur-jefferson-1,arthur-jefferson-1,1999
6,Terry Pratt,7,17,97,5.7,1,,,,,17,97,5.7,1,louisiana-tech,/cfb/players/terry-pratt-1,terry-pratt-1,1999
7,Corey Addison,6,17,33,1.9,2,,,,,17,33,1.9,2,louisiana-tech,/cfb/players/corey-addison-1,corey-addison-1,1999
8,Delwyn Daigre,11,2,12,6.0,0,77,1084,14.1,9,79,1096,13.9,9,louisiana-tech,/cfb/players/delwyn-daigre-1,delwyn-daigre-1,1999
9,Suaese Ta'ase,2,2,-6,-3.0,0,,,,,2,-6,-3.0,0,louisiana-tech,/cfb/players/suaese-taase-1,suaese-taase-1,1999
10,Phillip Deas,1,1,-2,-2.0,0,,,,,1,-2,-2.0,0,louisiana-tech,/cfb/players/phillip-deas-1,phillip-deas-1,1999
11,James Jordan,11,,,,,81,824,10.2,11,81,824,10.2,11,louisiana-tech,/cfb/players/james-jordan-1,james-jordan-1,1999
12,Sean Cangelosi,11,,,,,62,943,15.2,10,62,943,15.2,10,louisiana-tech,/cfb/players/sean-cangelosi-1,sean-cangelosi-1,1999
13,Allen Stark,9,,,,,18,272,15.1,2,18,272,15.1,2,louisiana-tech,/cfb/players/allen-stark-1,allen-stark-1,1999
14,Faheem Ali,8,,,,,13,131,10.1,0,13,131,10.1,0,louisiana-tech,/cfb/players/faheem-ali-1,faheem-ali-1,1999
15,David Newman,9,,,,,11,102,9.3,3,11,102,9.3,3,louisiana-tech,/cfb/players/david-newman-1,david-newman-1,1999
16,Devon Long,6,,,,,5,74,14.8,0,5,74,14.8,0,louisiana-tech,/cfb/players/devon-long-1,devon-long-1,1999
17,Corey Berlin,3,,,,,5,41,8.2,0,5,41,8.2,0,louisiana-tech,/cfb/players/corey-berlin-1,corey-berlin-1,1999
18,Imani Dean,2,,,,,2,63,31.5,0,2,63,31.5,0,louisiana-tech,/cfb/players/imani-dean-1,imani-dean-1,1999
19,Major Richmond,6,,,,,2,29,14.5,0,2,29,14.5,0,louisiana-tech,/cfb/players/major-richmond-1,major-richmond-1,1999
1,John Simon,12,109,565,5.2,0,72,711,9.9,4,181,1276,7.0,4,louisiana-tech,/cfb/players/john-simon-1,john-simon-1,2000
2,Corey Addison,12,82,377,4.6,6,1,6,6.0,0,83,383,4.6,6,louisiana-tech,/cfb/players/corey-addison-1,corey-addison-1,2000
3,Luke McCown,8,55,-29,-0.5,3,,,,,55,-29,-0.5,3,louisiana-tech,/cfb/players/luke-mccown-1,luke-mccown-1,2000
4,Arthur Jefferson,8,22,171,7.8,1,7,11,1.6,0,29,182,6.3,1,louisiana-tech,/cfb/players/arthur-jefferson-1,arthur-jefferson-1,2000
5,Brian Stallworth,4,21,90,4.3,0,,,,,21,90,4.3,0,louisiana-tech,/cfb/players/brian-stallworth-1,brian-stallworth-1,2000
6,Terrence Jefferson,7,13,35,2.7,1,3,8,2.7,0,16,43,2.7,1,louisiana-tech,/cfb/players/terrence-jefferson-1,terrence-jefferson-1,2000
7,Maxie Causey,9,11,1,0.1,0,,,,,11,1,0.1,0,louisiana-tech,/cfb/players/maxie-causey-1,maxie-causey-1,2000
8,James Jordan,12,7,26,3.7,0,109,1003,9.2,4,116,1029,8.9,4,louisiana-tech,/cfb/players/james-jordan-1,james-jordan-1,2000
9,Kenneth Nickerson,1,5,10,2.0,0,,,,,5,10,2.0,0,louisiana-tech,/cfb/players/kenneth-nickerson-1,kenneth-nickerson-1,2000
10,Frank Thompson,7,3,25,8.3,0,10,190,19.0,1,13,215,16.5,1,louisiana-tech,/cfb/players/frank-thompson-1,frank-thompson-1,2000
11,Faheem Ali,10,1,0,0.0,0,21,257,12.2,4,22,257,11.7,4,louisiana-tech,/cfb/players/faheem-ali-1,faheem-ali-1,2000
12,Delwyn Daigre,12,,,,,57,662,11.6,8,57,662,11.6,8,louisiana-tech,/cfb/players/delwyn-daigre-1,delwyn-daigre-1,2000
13,Sean Cangelosi,8,,,,,33,397,12.0,5,33,397,12.0,5,louisiana-tech,/cfb/players/sean-cangelosi-1,sean-cangelosi-1,2000
14,David Newman,11,,,,,23,212,9.2,2,23,212,9.2,2,louisiana-tech,/cfb/players/david-newman-1,david-newman-1,2000
15,D.J. Curry,6,,,,,9,87,9.7,0,9,87,9.7,0,louisiana-tech,/cfb/players/dj-curry-1,dj-curry-1,2000
16,Allen Stark,9,,,,,7,118,16.9,2,7,118,16.9,2,louisiana-tech,/cfb/players/allen-stark-1,allen-stark-1,2000
17,Jelani Lewis,4,,,,,3,25,8.3,0,3,25,8.3,0,louisiana-tech,/cfb/players/jelani-lewis-1,jelani-lewis-1,2000
18,Major Richmond,7,,,,,2,27,13.5,0,2,27,13.5,0,louisiana-tech,/cfb/players/major-richmond-1,major-richmond-1,2000
1,Joe Smith,10,172,874,5.1,7,7,87,12.4,1,179,961,5.4,8,louisiana-tech,/cfb/players/joe-smith-2,joe-smith-2,2001
2,Luke McCown,11,87,144,1.7,4,,,,,87,144,1.7,4,louisiana-tech,/cfb/players/luke-mccown-1,luke-mccown-1,2001
3,John Simon,11,29,134,4.6,2,71,743,10.5,4,100,877,8.8,6,louisiana-tech,/cfb/players/john-simon-1,john-simon-1,2001
4,Arthur Jefferson,6,8,24,3.0,0,,,,,8,24,3.0,0,louisiana-tech,/cfb/players/arthur-jefferson-1,arthur-jefferson-1,2001
5,D.J. Curry,9,7,41,5.9,0,52,756,14.5,8,59,797,13.5,8,louisiana-tech,/cfb/players/dj-curry-1,dj-curry-1,2001
6,Daniel Wilson,10,6,2,0.3,0,1,3,3.0,0,7,5,0.7,0,louisiana-tech,/cfb/players/daniel-wilson-1,daniel-wilson-1,2001
7,Danny Wilson,8,6,2,0.3,0,1,3,3.0,0,7,5,0.7,0,louisiana-tech,/cfb/players/danny-wilson-1,danny-wilson-1,2001
8,Erick Franklin,11,2,22,11.0,0,13,140,10.8,0,15,162,10.8,0,louisiana-tech,/cfb/players/erick-franklin-1,erick-franklin-1,2001
9,Frank Thompson,7,2,22,11.0,0,1,11,11.0,0,3,33,11.0,0,louisiana-tech,/cfb/players/frank-thompson-1,frank-thompson-1,2001
10,Vincent Brown,1,2,9,4.5,0,,,,,2,9,4.5,0,louisiana-tech,/cfb/players/vincent-brown-2,vincent-brown-2,2001
11,Allen Stark,9,1,-1,-1.0,0,25,380,15.2,3,26,379,14.6,3,louisiana-tech,/cfb/players/allen-stark-1,allen-stark-1,2001
12,Dustin Upton,11,1,-11,-11.0,0,,,,,1,-11,-11.0,0,louisiana-tech,/cfb/players/dustin-upton-1,dustin-upton-1,2001
13,Antonio Crowe,11,,,,,1,-2,-2.0,0,1,-2,-2.0,0,louisiana-tech,/cfb/players/antonio-crowe-1,antonio-crowe-1,2001
14,Delwyn Daigre,9,,,,,60,770,12.8,6,60,770,12.8,6,louisiana-tech,/cfb/players/delwyn-daigre-1,delwyn-daigre-1,2001
15,Ahmad Harris,11,,,,,24,258,10.8,4,24,258,10.8,4,louisiana-tech,/cfb/players/ahmad-harris-1,ahmad-harris-1,2001
16,Corey Berlin,11,,,,,13,152,11.7,1,13,152,11.7,1,louisiana-tech,/cfb/players/corey-berlin-1,corey-berlin-1,2001
17,Major Richmond,11,,,,,8,117,14.6,2,8,117,14.6,2,louisiana-tech,/cfb/players/major-richmond-1,major-richmond-1,2001
18,Aaron Capps,11,,,,,4,14,3.5,1,4,14,3.5,1,louisiana-tech,/cfb/players/aaron-capps-1,aaron-capps-1,2001
19,Freddie King,1,,,,,3,14,4.7,0,3,14,4.7,0,louisiana-tech,/cfb/players/freddie-king-1,freddie-king-1,2001
20,Shaun Grant,1,,,,,1,-2,-2.0,0,1,-2,-2.0,0,louisiana-tech,/cfb/players/shaun-grant-1,shaun-grant-1,2001
1,Joe Smith,12,208,1216,5.8,16,47,352,7.5,0,255,1568,6.1,16,louisiana-tech,/cfb/players/joe-smith-2,joe-smith-2,2002
2,Luke McCown,12,61,30,0.5,2,,,,,61,30,0.5,2,louisiana-tech,/cfb/players/luke-mccown-1,luke-mccown-1,2002
3,Ryan Moats,10,12,38,3.2,0,6,74,12.3,0,18,112,6.2,0,louisiana-tech,/cfb/players/ryan-moats-1,ryan-moats-1,2002
4,Ralph Davis,7,11,54,4.9,0,,,,,11,54,4.9,0,louisiana-tech,/cfb/players/ralph-davis-1,ralph-davis-1,2002
5,Vincent Brown,1,5,2,0.4,0,,,,,5,2,0.4,0,louisiana-tech,/cfb/players/vincent-brown-2,vincent-brown-2,2002
6,Freddie King,11,2,6,3.0,0,17,160,9.4,1,19,166,8.7,1,louisiana-tech,/cfb/players/freddie-king-1,freddie-king-1,2002
7,D.J. Curry,12,2,3,1.5,0,57,730,12.8,3,59,733,12.4,3,louisiana-tech,/cfb/players/dj-curry-1,dj-curry-1,2002
8,Tramissian Davis,9,1,21,21.0,0,14,281,20.1,0,15,302,20.1,0,louisiana-tech,/cfb/players/tramissian-davis-1,tramissian-davis-1,2002
9,Maxie Causey,8,1,8,8.0,0,,,,,1,8,8.0,0,louisiana-tech,/cfb/players/maxie-causey-1,maxie-causey-1,2002
10,Danny Wilson,8,1,-1,-1.0,0,1,8,8.0,0,2,7,3.5,0,louisiana-tech,/cfb/players/danny-wilson-1,danny-wilson-1,2002
11,Ahmad Harris,11,1,-7,-7.0,0,28,428,15.3,4,29,421,14.5,4,louisiana-tech,/cfb/players/ahmad-harris-1,ahmad-harris-1,2002
12,Erick Franklin,12,1,-7,-7.0,0,28,356,12.7,4,29,349,12.0,4,louisiana-tech,/cfb/players/erick-franklin-1,erick-franklin-1,2002
13,Julius Cosby,8,,24,,,6,79,13.2,0,6,103,17.2,0,louisiana-tech,/cfb/players/julius-cosby-1,julius-cosby-1,2002
14,Chris Norwood,11,,,,,61,748,12.3,4,61,748,12.3,4,louisiana-tech,/cfb/players/chris-norwood-1,chris-norwood-1,2002
15,Major Richmond,11,,,,,16,239,14.9,2,16,239,14.9,2,louisiana-tech,/cfb/players/major-richmond-1,major-richmond-1,2002
16,Aaron Capps,11,,,,,14,115,8.2,1,14,115,8.2,1,louisiana-tech,/cfb/players/aaron-capps-1,aaron-capps-1,2002
17,Shawn Piper,9,,,,,4,28,7.0,0,4,28,7.0,0,louisiana-tech,/cfb/players/shawn-piper-1,shawn-piper-1,2002
18,Alton Bryant,6,,,,,4,14,3.5,0,4,14,3.5,0,louisiana-tech,/cfb/players/alton-bryant-1,alton-bryant-1,2002
19,Steve Brown,5,,,,,2,21,10.5,0,2,21,10.5,0,louisiana-tech,/cfb/players/steve-brown-2,steve-brown-2,2002
1,Ryan Moats,12,199,1300,6.5,10,27,251,9.3,1,226,1551,6.9,11,louisiana-tech,/cfb/players/ryan-moats-1,ryan-moats-1,2003
2,Luke McCown,12,71,-80,-1.1,1,1,-1,-1.0,0,72,-81,-1.1,1,louisiana-tech,/cfb/players/luke-mccown-1,luke-mccown-1,2003
3,Ralph Davis,4,36,192,5.3,2,9,68,7.6,0,45,260,5.8,2,louisiana-tech,/cfb/players/ralph-davis-1,ralph-davis-1,2003
4,Danny Wilson,11,27,134,5.0,0,2,3,1.5,0,29,137,4.7,0,louisiana-tech,/cfb/players/danny-wilson-1,danny-wilson-1,2003
5,Maxie Causey,12,7,11,1.6,0,,,,,7,11,1.6,0,louisiana-tech,/cfb/players/maxie-causey-1,maxie-causey-1,2003
6,Freddie King,12,5,53,10.6,0,18,153,8.5,0,23,206,9.0,0,louisiana-tech,/cfb/players/freddie-king-1,freddie-king-1,2003
7,Johnathan Holland,11,3,23,7.7,1,4,80,20.0,0,7,103,14.7,1,louisiana-tech,/cfb/players/johnathan-holland-1,johnathan-holland-1,2003
8,Josh Odums,2,2,13,6.5,0,,,,,2,13,6.5,0,louisiana-tech,/cfb/players/josh-odums-1,josh-odums-1,2003
9,D.J. Curry,12,2,8,4.0,0,53,668,12.6,6,55,676,12.3,6,louisiana-tech,/cfb/players/dj-curry-1,dj-curry-1,2003
10,Tramissian Davis,11,1,20,20.0,0,22,410,18.6,3,23,430,18.7,3,louisiana-tech,/cfb/players/tramissian-davis-1,tramissian-davis-1,2003
11,Chris Norwood,12,1,-2,-2.0,0,43,543,12.6,3,44,541,12.3,3,louisiana-tech,/cfb/players/chris-norwood-1,chris-norwood-1,2003
12,Shawn Piper,12,,,,,41,584,14.2,3,41,584,14.2,3,louisiana-tech,/cfb/players/shawn-piper-1,shawn-piper-1,2003
13,Erick Franklin,11,,,,,19,318,16.7,1,19,318,16.7,1,louisiana-tech,/cfb/players/erick-franklin-1,erick-franklin-1,2003
14,Eric Newman,11,,,,,10,212,21.2,1,10,212,21.2,1,louisiana-tech,/cfb/players/eric-newman-1,eric-newman-1,2003
15,Aaron Capps,12,,,,,9,99,11.0,0,9,99,11.0,0,louisiana-tech,/cfb/players/aaron-capps-1,aaron-capps-1,2003
16,Julius Cosby,12,,,,,7,105,15.0,2,7,105,15.0,2,louisiana-tech,/cfb/players/julius-cosby-1,julius-cosby-1,2003
17,Myron Hawthorne,3,,,,,1,18,18.0,0,1,18,18.0,0,louisiana-tech,/cfb/players/myron-hawthorne-1,myron-hawthorne-1,2003
18,Alton Bryant,6,,,,,1,8,8.0,0,1,8,8.0,0,louisiana-tech,/cfb/players/alton-bryant-1,alton-bryant-1,2003
1,Ryan Moats,12,288,1774,6.2,18,15,116,7.7,1,303,1890,6.2,19,louisiana-tech,/cfb/players/ryan-moats-1,ryan-moats-1,2004
2,Matt Kubik,12,66,162,2.5,2,,,,,66,162,2.5,2,louisiana-tech,/cfb/players/matt-kubik-1,matt-kubik-1,2004
3,Freddie Franklin,11,45,204,4.5,0,5,56,11.2,0,50,260,5.2,0,louisiana-tech,/cfb/players/freddie-franklin-1,freddie-franklin-1,2004
4,Donald Allen,6,29,130,4.5,3,,,,,29,130,4.5,3,louisiana-tech,/cfb/players/donald-allen-1,donald-allen-1,2004
5,Danny Wilson,9,26,106,4.1,1,1,6,6.0,0,27,112,4.1,1,louisiana-tech,/cfb/players/danny-wilson-1,danny-wilson-1,2004
6,Mark Dillard,8,13,2,0.2,0,,,,,13,2,0.2,0,louisiana-tech,/cfb/players/mark-dillard-1,mark-dillard-1,2004
7,Zac Champion,3,5,-24,-4.8,0,,,,,5,-24,-4.8,0,louisiana-tech,/cfb/players/zac-champion-1,zac-champion-1,2004
8,Johnathan Holland,12,4,61,15.3,1,19,422,22.2,1,23,483,21.0,2,louisiana-tech,/cfb/players/johnathan-holland-1,johnathan-holland-1,2004
9,Freddie King,12,3,19,6.3,0,11,92,8.4,0,14,111,7.9,0,louisiana-tech,/cfb/players/freddie-king-1,freddie-king-1,2004
10,Tramissian Davis,12,,,,,25,527,21.1,3,25,527,21.1,3,louisiana-tech,/cfb/players/tramissian-davis-1,tramissian-davis-1,2004
11,Julius Cosby,12,,,,,22,243,11.0,1,22,243,11.0,1,louisiana-tech,/cfb/players/julius-cosby-1,julius-cosby-1,2004
12,Eric Newman,12,,,,,19,265,13.9,3,19,265,13.9,3,louisiana-tech,/cfb/players/eric-newman-1,eric-newman-1,2004
13,Erick Franklin,12,,,,,13,196,15.1,2,13,196,15.1,2,louisiana-tech,/cfb/players/erick-franklin-1,erick-franklin-1,2004
14,Seneca Chambers,12,,,,,12,147,12.3,0,12,147,12.3,0,louisiana-tech,/cfb/players/seneca-chambers-1,seneca-chambers-1,2004
15,Myron Hawthorne,11,,,,,5,32,6.4,0,5,32,6.4,0,louisiana-tech,/cfb/players/myron-hawthorne-1,myron-hawthorne-1,2004
16,Anthony James,12,,,,,3,32,10.7,0,3,32,10.7,0,louisiana-tech,/cfb/players/anthony-james-1,anthony-james-1,2004
17,Aaron Capps,12,,,,,2,19,9.5,0,2,19,9.5,0,louisiana-tech,/cfb/players/aaron-capps-1,aaron-capps-1,2004
18,Chris Maddox,7,,,,,1,3,3.0,0,1,3,3.0,0,louisiana-tech,/cfb/players/chris-maddox-1,chris-maddox-1,2004
19,Miller McVay,2,,,,,1,1,1.0,0,1,1,1.0,0,louisiana-tech,/cfb/players/miller-mcvay-1,miller-mcvay-1,2004
1,Mark Dillard,11,155,672,4.3,8,13,157,12.1,0,168,829,4.9,8,louisiana-tech,/cfb/players/mark-dillard-1,mark-dillard-1,2005
2,Freddie Franklin,8,91,448,4.9,4,17,154,9.1,0,108,602,5.6,4,louisiana-tech,/cfb/players/freddie-franklin-1,freddie-franklin-1,2005
3,Patrick Jackson,10,88,367,4.2,6,9,55,6.1,0,97,422,4.4,6,louisiana-tech,/cfb/players/patrick-jackson-1,patrick-jackson-1,2005
4,Matt Kubik,11,53,122,2.3,1,,,,,53,122,2.3,1,louisiana-tech,/cfb/players/matt-kubik-1,matt-kubik-1,2005
5,Donald Allen,7,19,-38,-2.0,0,,,,,19,-38,-2.0,0,louisiana-tech,/cfb/players/donald-allen-1,donald-allen-1,2005
6,Johnathan Holland,10,3,34,11.3,0,29,421,14.5,2,32,455,14.2,2,louisiana-tech,/cfb/players/johnathan-holland-1,johnathan-holland-1,2005
7,Kenny Hicks,1,3,5,1.7,0,,,,,3,5,1.7,0,louisiana-tech,/cfb/players/kenny-hicks-1,kenny-hicks-1,2005
8,Eric Newman,11,2,16,8.0,0,30,566,18.9,8,32,582,18.2,8,louisiana-tech,/cfb/players/eric-newman-1,eric-newman-1,2005
9,Freddie King,11,2,16,8.0,0,25,195,7.8,2,27,211,7.8,2,louisiana-tech,/cfb/players/freddie-king-1,freddie-king-1,2005
10,Zac Champion,2,2,-5,-2.5,0,,,,,2,-5,-2.5,0,louisiana-tech,/cfb/players/zac-champion-1,zac-champion-1,2005
11,Weldon Brown,11,1,1,1.0,0,1,9,9.0,0,2,10,5.0,0,louisiana-tech,/cfb/players/weldon-brown-1,weldon-brown-1,2005
12,Seneca Chambers,11,,,,,29,323,11.1,0,29,323,11.1,0,louisiana-tech,/cfb/players/seneca-chambers-1,seneca-chambers-1,2005
13,Anthony James,11,,,,,15,201,13.4,2,15,201,13.4,2,louisiana-tech,/cfb/players/anthony-james-1,anthony-james-1,2005
14,Anthony Harrison,9,,,,,11,98,8.9,3,11,98,8.9,3,louisiana-tech,/cfb/players/anthony-harrison-1,anthony-harrison-1,2005
15,Josh Wheeler,8,,,,,7,163,23.3,1,7,163,23.3,1,louisiana-tech,/cfb/players/josh-wheeler-1,josh-wheeler-1,2005
16,Earl Griffin,8,,,,,2,15,7.5,0,2,15,7.5,0,louisiana-tech,/cfb/players/earl-griffin-1,earl-griffin-1,2005
17,Lance Leone,4,,,,,1,22,22.0,0,1,22,22.0,0,louisiana-tech,/cfb/players/lance-leone-1,lance-leone-1,2005
18,Thomas Augusta,7,,,,,1,16,16.0,0,1,16,16.0,0,louisiana-tech,/cfb/players/thomas-augusta-1,thomas-augusta-1,2005
19,Thad Williams,5,,,,,1,8,8.0,0,1,8,8.0,0,louisiana-tech,/cfb/players/thad-williams-1,thad-williams-1,2005
20,Shane Womack,7,,,,,1,7,7.0,0,1,7,7.0,0,louisiana-tech,/cfb/players/shane-womack-1,shane-womack-1,2005
1,Patrick Jackson,12,170,854,5.0,7,22,181,8.2,0,192,1035,5.4,7,louisiana-tech,/cfb/players/patrick-jackson-1,patrick-jackson-1,2006
2,Daniel Porter,12,82,464,5.7,2,9,52,5.8,1,91,516,5.7,3,louisiana-tech,/cfb/players/daniel-porter-1,daniel-porter-1,2006
3,Zac Champion,13,68,88,1.3,1,,,,,68,88,1.3,1,louisiana-tech,/cfb/players/zac-champion-1,zac-champion-1,2006
4,William Griffin,7,45,174,3.9,1,5,29,5.8,0,50,203,4.1,1,louisiana-tech,/cfb/players/william-griffin-1,william-griffin-1,2006
5,Freddie Franklin,5,37,156,4.2,2,6,26,4.3,0,43,182,4.2,2,louisiana-tech,/cfb/players/freddie-franklin-1,freddie-franklin-1,2006
6,Michael Mosley,8,9,-15,-1.7,0,,,,,9,-15,-1.7,0,louisiana-tech,/cfb/players/michael-mosley-1,michael-mosley-1,2006
7,Johnathan Holland,13,1,-6,-6.0,0,33,503,15.2,3,34,497,14.6,3,louisiana-tech,/cfb/players/johnathan-holland-1,johnathan-holland-1,2006
8,Eric Newman,13,1,-11,-11.0,0,45,565,12.6,2,46,554,12.0,2,louisiana-tech,/cfb/players/eric-newman-1,eric-newman-1,2006
9,Josh Wheeler,12,,,,,25,503,20.1,4,25,503,20.1,4,louisiana-tech,/cfb/players/josh-wheeler-1,josh-wheeler-1,2006
10,Anthony James,13,,,,,25,241,9.6,1,25,241,9.6,1,louisiana-tech,/cfb/players/anthony-james-1,anthony-james-1,2006
11,Dennis Morris,11,,,,,16,284,17.8,3,16,284,17.8,3,louisiana-tech,/cfb/players/dennis-morris-1,dennis-morris-1,2006
12,Brian Carroll,12,,,,,13,215,16.5,2,13,215,16.5,2,louisiana-tech,/cfb/players/brian-carroll-1,brian-carroll-1,2006
13,Brian Jackson,10,,,,,3,46,15.3,1,3,46,15.3,1,louisiana-tech,/cfb/players/brian-jackson-1,brian-jackson-1,2006
14,Earl Griffin,12,,,,,3,41,13.7,0,3,41,13.7,0,louisiana-tech,/cfb/players/earl-griffin-1,earl-griffin-1,2006
15,Roderick Handy,6,,,,,3,26,8.7,0,3,26,8.7,0,louisiana-tech,/cfb/players/roderick-handy-1,roderick-handy-1,2006
16,Shane Womack,6,,,,,3,20,6.7,0,3,20,6.7,0,louisiana-tech,/cfb/players/shane-womack-1,shane-womack-1,2006
17,Chris Riser,6,,,,,2,42,21.0,0,2,42,21.0,0,louisiana-tech,/cfb/players/chris-riser-1,chris-riser-1,2006
18,Anthony Harrison,7,,,,,1,13,13.0,0,1,13,13.0,0,louisiana-tech,/cfb/players/anthony-harrison-1,anthony-harrison-1,2006
1,Patrick Jackson,12,202,950,4.7,8,31,227,7.3,1,233,1177,5.1,9,louisiana-tech,/cfb/players/patrick-jackson-1,patrick-jackson-1,2007
2,Daniel Porter,12,99,592,6.0,6,11,58,5.3,0,110,650,5.9,6,louisiana-tech,/cfb/players/daniel-porter-1,daniel-porter-1,2007
3,Zac Champion,12,88,-24,-0.3,1,,,,,88,-24,-0.3,1,louisiana-tech,/cfb/players/zac-champion-1,zac-champion-1,2007
4,William Griffin,11,43,190,4.4,0,5,22,4.4,0,48,212,4.4,0,louisiana-tech,/cfb/players/william-griffin-1,william-griffin-1,2007
